kandidat,parti,stemmer
"Thomas Nicolaisen, Højby",Radikale,1534
Gitte Henriksen,SF,1534
"John Larsen, Nykøbing Sj.",Socialdemokratiet,1278
Karina Vincentz,N,961
Julie Jacobsen,Dansk Folkeparti,626
Jonas Nørgaard,Danmarksdemokraterne,479
"Ulla Margrethe Hansen, Hørve",Konservative,335
Hanne Pigonska,Venstre,316
"Felex Pedersen, Grevinge",Socialdemokratiet,291
"Joakim Reingaard, Fårevejle",Liberal Alliance,244
"Michael Kjeldgaard, Nykøbing Sj.",Socialdemokratiet,220
Maria Liv Holck,L,206
"Bo Espersen, Vallekilde-Hørve",Radikale,182
"Jeppe Lynge Ravn, Vig",Enhedslisten,164
Hanne Caldron,N,161
"Anna Herand, Stårup",Enhedslisten,156
"Jette Sloth, Fårevejle",Socialdemokratiet,152
Mikkel Henriksen,N,145
"Søren Myrup, Asnæs",Radikale,143
Gitte Svendsdatter,Danmarksdemokraterne,143
Søren With,N,142
Per Skou Larsen,Venstre,141
"Zitta Mogensen, Grevinge",Liberal Alliance,132
Vita Pedersen,Dansk Folkeparti,130
Torben Kjeldsen,SF,125
"Jenees Gunatheeswaran, Nykøbing Sj.",Liberal Alliance,124
"Peter Horsted Hansen, Nykøbing Sj.",Konservative,122
Mayanoa Kjærgård,Alternativet,118
Mette Riis Schmidt,Venstre,118
Ricki Susic,N,115
Jimmi Stegmann,Dansk Folkeparti,113
Pia Gade,Venstre,105
"Christina Fast, Fårevejle",Socialdemokratiet,105
René Haupt Larsen,Dansk Folkeparti,97
Finn Hallberg,N,95
"Maria Allenfeld Jensen, Vig",Socialdemokratiet,86
"Søren Larnkjær, Asnæs",Konservative,85
"Leif Egholm, Højby",Socialdemokratiet,82
Frank Hannibal Rasmussen,N,78
Lone Larsen,Danmarksdemokraterne,77
"Bo Bøge Jensen, Asnæs",Socialdemokratiet,75
"Signe Goldmann, Nr. Asmindrup",Socialdemokratiet,75
"Lis Ingemann, Rørvig",Socialdemokratiet,74
"Joan Augustenborg, Grevinge",Enhedslisten,73
Rene Skov,Moderaterne,73
Rasmus Vind,Dansk Folkeparti,71
"Marianne Fritzen, Vig",Radikale,69
"Rasmus Ellekjær, Egebjerg",Radikale,68
"Martin Lynggaard, Nr. Asmindrup",Socialdemokratiet,67
"Peter Haugaard Ørsted, Nykøbing Sj.",Socialdemokratiet,64
Lene Mortensen,Venstre,57
Anna Louise Attermann,N,54
Arne Mikkelsen,SF,52
Conni Simonsen,Danmarksdemokraterne,51
"Kenneth Bakke, Vig",Konservative,48
"Mike Ipsen, Hørve",Socialdemokratiet,48
"Sebastian Cohrt, Asnæs",Radikale,46
"Mie Revsbech Møller, Sj. Odde",Radikale,44
Anders Højgaard,Venstre,44
"Aud Spurkeland Grøne, Grevinge",Socialdemokratiet,44
Jane Jensby,N,42
Jens Damsgaard Christiansen,Moderaterne,41
"Nichlas van Weezel, Strandhuse",Socialdemokratiet,38
"Anders Holst, Rørvig",Radikale,37
Dorte Holm Hansen,Venstre,35
Tomas Kisbye Frandsen,N,35
Erik Winther,N,34
"Niels Glahn, Nykøbing Sj.",Radikale,34
"Allan Haslund, Asnæs",Radikale,32
Henrik Bøje Nielsen,N,31
"Mads Bruun Pedersen, Lumsås",Enhedslisten,30
Enyah Zeliina Torsbakke,L,28
Methe Zoi Arnkløv,SF,28
Kim Christiansen,L,26
"Joachim Hjerl, Fårevejle",Radikale,22
"Marianne Poulsen, Rørvig",Konservative,21
Per Flemming Larsen,SF,21
Nicolas Nielsen,N,21
Johnny Kristensen,N,20
"Kim Alkestrup, Skærby",Konservative,20
Henrik Søborg,N,18
Rasmus Egeskov,N,17
"Kate Jensen, Ellinge Lyng",Radikale,17
Maria Slott Petersen,L,15
Kasper O. Andersen,SF,15
Frank Buch,SF,15
"Jens Henrik Hansen, Højby",Konservative,14
"Poul Erik Pedersen, Vig",Radikale,13
Kim Rune Jensen,L,12
Claus Starup,N,12
"Gurli Rønnekilde, Højby",Radikale,10
Silke Jagd,Venstre,10
Anne Lystrup Andersen,Venstre,9
Kenn Vagn Larsen,L,9
"Bjarne Simonsen, Herrestrup",Socialdemokratiet,8
Eddy Tersløse,N,8
Annelise Hansen,Venstre,7
Gert Leander Habo,SF,6
"Christian Scheel Vandel, Nykøbing Sj.",Radikale,6
"Morten Alfred Juul Olsen, Højby",Radikale,5
Allan Gehlsen,N,5
Sandy Destiny Valentin,L,5
Kai Hansen,Venstre,4
Lis Lykke,Venstre,3
Hans Thaysen,SF,2
