kandidat,parti,stemmer
Stephanie Storbank,Venstre,358
Bjarne Larsen,Venstre,171
"Birthe Nielsen, Hejnsvig",Socialdemokratiet,156
Majbrit Rasmussen,Venstre,152
"Susi Søderkvist, Hejnsvig",Danmarksdemokraterne,58
"Rie Køppen, Grindsted",SF,52
"Mogens Jørgensen, Sdr. Omme",Danmarksdemokraterne,49
"Heidi Alberthe Nielsen, Stenderup-Krogager",Socialdemokratiet,47
"René Eriksen, Hejnsvig",Konservative,29
"Martin Alminde Friis, Billund",Socialdemokratiet,29
"Lisbeth Straarup, Vorbasse",Danmarksdemokraterne,27
Bjarne F. Jensen,Dansk Folkeparti,26
Frank Mikkelsen,Dansk Folkeparti,18
"Jakob Riddersholm, Grindsted",Danmarksdemokraterne,16
"Christian Martens, Sdr. Omme",Danmarksdemokraterne,13
"Susanne Mathiesen, Grindsted",SF,13
"Lars Hansen, Grindsted",Konservative,11
Annette Lundgaard,Venstre,9
"Monika Lillelund, Billund",SF,7
Gitte Bjerremand Andersen,Moderaterne,7
Bjarne Gamborg Hansen,Dansk Folkeparti,6
Rasmus Rydahl,Alternativet,6
"Karina Vestergaard, Grindsted",Socialdemokratiet,6
Nikolai Løvbjerg Friis,Venstre,6
"Ole Marcussen, Grindsted",Socialdemokratiet,6
Ulrich Kristensen,Venstre,5
Simone Giuseppe Uggeri,N,5
Sofie Schmahl,Venstre,4
Lars Kjærhus,Venstre,4
"Jannick Dam Kristensen, Vorbasse",Socialdemokratiet,4
Henrik Bartels Christensen,Moderaterne,4
Lone Hudecek Ovesen,Venstre,3
"Henrik Puggaard, Billund",Socialdemokratiet,3
Martin Ebmark,Venstre,3
Jørn Poulsen,Venstre,3
"Jeyarajah Rasiah, Grindsted",Socialdemokratiet,3
Mads Søbye Helbo,Venstre,2
Robert Terkelsen,Venstre,2
"Katri Søgaard, Grindsted",Konservative,2
Bret R. Schafbuch,N,2
Ivar Nørlund,Moderaterne,2
"Allan Munk Nielsen, Sdr. Omme",Konservative,2
Leif Gull Storbank,Venstre,2
"Brian Nissen, Filskov",Socialdemokratiet,1
"Per Madsen, Grindsted",Konservative,1
"Klaus Sønderup Lorenzen, Sdr. Omme",Socialdemokratiet,1
Ashwini Shastri,N,1
"Eva Kristensen, Grindsted",Socialdemokratiet,1
Ricco Scheepers,N,0
"Kai Bayer, Grindsted",Socialdemokratiet,0
Jørgen Clement,Venstre,0
