kandidat,parti,stemmer
Michael Fenger,Konservative,7311
"Marie Brixtofte, Hellerup",Venstre,2726
Helene Brochmann,SF,1356
"Trine Dybkjær, Klampenborg",Radikale,1007
Christina Wex,Konservative,927
Patrizia Venturelli Christensen,Liberal Alliance,673
Jesper Marcus,Konservative,666
"Kasper Brejnholt Bak, Vangede",Radikale,639
"Katarina Ammitzbøll, Charlottenlund",Venstre,519
Anton Brüniche-Olsen,Konservative,494
Sune Lind Thomsen,Konservative,458
Niels Gyldenlund Mikkelsen,Socialdemokratiet,437
Ulrik Cordes,Konservative,430
"Lars P. Møller-Jørgensen, Skovshoved",Radikale,424
Valdemar Høiris,Konservative,403
"Morten Løkkegaard, Charlottenlund",Venstre,395
Lise Müller,SF,383
Katja S. Johansen,Konservative,341
Ann Sophie Friis,Konservative,339
Stig Wall,Konservative,337
Karen Riis Kjølbye,Konservative,335
Britta Riis,Konservative,325
Louise Feilberg,Konservative,314
Marie Louise Wedel Bruun,Konservative,304
Frederik Dehlholm,Enhedslisten,280
Kassandra Hansen,Socialdemokratiet,271
"Betina Asbæk, Skovshoved",Moderaterne,269
Teit Andersen,Konservative,265
"Ane Palsberg, Vangede",Radikale,253
Martin Frøland,Konservative,238
"Luise Hjortebjerg, Charlottenlund",Venstre,220
Marianne Bugge Zederkof,Konservative,216
Jonas Niemann,SF,189
Joachim Holten Palvig,Socialdemokratiet,188
"Kalle Johannes Rose, Gentofte",Radikale,183
"Klavs A. Holm, Hellerup",Moderaterne,172
Birthe Bjerre,Enhedslisten,172
Gunnar Jørgensen,Enhedslisten,171
"Jonas Parello-Plesner, Gentofte",Venstre,170
Niels Baht,Konservative,162
Lars Bo Winther,Socialdemokratiet,162
"Anne Sofie Stevnhoved, Dyssegård",Venstre,160
"Emilie Louise Reimers Mai, Gentofte",Radikale,141
Kasper Soldal,Enhedslisten,137
Danielle Spogard,Konservative,136
Peter Svendsen,Socialdemokratiet,122
Jesper Kampmann,Socialdemokratiet,118
Rita Rahbek Russell,Dansk Folkeparti,112
Sebastian Mylsted,Danmarksdemokraterne,111
Jesper Kamp Nielsen,Konservative,107
"Pernille Brunse, Vangede",Venstre,100
"Alexander Qvist, Hellerup",Venstre,99
"Thomas Sciavitsky Bentsen, Charlottenlund",Venstre,93
"Christoffer B. Toft, Jægersborg",Venstre,91
Thomas Ellegaard,Socialdemokratiet,90
Casper Mayo,SF,89
"Mads Justsen, Jægersborg",Venstre,81
"Karan Khosla, Gentofte",Moderaterne,78
Peter Skøtt,Konservative,75
John Andersen,SF,71
Gert Løvgreen Heglund,Liberal Alliance,68
Barbara Engelstoft,Konservative,66
Nina Qvistgaard,SF,62
Magne E. Pihl,Enhedslisten,58
"Iben Holm, Gentofte",Venstre,56
"Bo Lange, Gentofte",Venstre,55
Peter Naumann,Liberal Alliance,54
"Alexander Kamp, Hellerup",Venstre,51
Peter Birger Tøttrup,Konservative,46
"Anders Lautrup-Larsen, Charlottenlund",Venstre,46
Karl Iver Dahl-Madsen,Liberal Alliance,44
"Mathias von Jessen, Vangede",Venstre,42
Sarah Brøndum,Dansk Folkeparti,41
"Egil Rindorf, Vangede",Venstre,38
Mette Korbo,Dansk Folkeparti,36
"Torben Haraldsted, Hellerup",Venstre,29
"Mikkel Westh Jepsen, Hellerup",Radikale,28
"Fritjof Lind, Gentofte",Venstre,26
Henrik Vendelbo Petersen,U,26
"Nils Juhl Andreasen, Jægersborg",Venstre,26
Annet Soos,Dansk Folkeparti,24
Per Fynboe,Enhedslisten,23
"Michael Macdonald Arnskov, Dyssegård",Radikale,20
"Vibeke Preisler, Klampenborg",Radikale,16
"Nils Hendriksen, Helleruplund",Radikale,14
Jens Ahm,SF,11
"Kirsten Elvstrøm, Vangede/Dyssegård",Venstre,10
"Hans Ole Noe, Gentofte",Venstre,8
"Søren Stilling, Skovshoved",Venstre,7
