kandidat,parti,stemmer
Jesper Greth,Venstre,1269
"Bjarne Laustsen, Støvring",Socialdemokratiet,1233
Morten Kamstrup,SF,724
Jeppe Ugilt,Venstre,668
"Peter G. Hansen, Skørping",Socialdemokratiet,660
"Gitte Bundgaard, Nørager",Danmarksdemokraterne,555
Sandie Jellesen,L,425
Stefan Berg,Venstre,405
"Birgitte Wilsted Simonsen, Støvring",Konservative,383
"Emilie Aalestrup, Støvring",Konservative,377
Anna Oosterhof,Venstre,347
Pia Elberg,Radikale,333
"Katrine Krog Madsen, Suldrup",Konservative,307
Annette Søegaard,SF,298
Niels Peter Giliamsen,L,269
Max Schmeling,R,260
"Jeanette Sagan, Suldrup",Konservative,259
Peter Hjulmann,Venstre,256
"Søren Timmermann Olesen, Øster Hornum",Konservative,244
"Anna Aubertin, Blenstrup",Socialdemokratiet,243
Lars Hørsman,L,239
Henriette Frølund Lyngberg,Venstre,232
"Martin Søe-Jensen, Støvring",Danmarksdemokraterne,214
Martin Kyvsgaard,SF,208
Bjarne Brath,Venstre,208
"Nicolai Niemann, Bælum",Konservative,206
Katrine Kildedal,Venstre,199
Sidsel Brøndberg Simonsen,SF,186
"Kim Hornbech, Rørbæk",Konservative,177
"Anna Udbye Rasmussen, Rebild",Enhedslisten,171
"Thøger Elmelund Kristensen, Øster Hornum",Socialdemokratiet,166
"Christian B. Larsen, Nørager",Dansk Folkeparti,135
Brian Winther Pedersen,Venstre,135
Torsten Topbjerg,Radikale,135
Mads Holm Danielsen,Venstre,119
"Morten Lem, Ravnkilde",Socialdemokratiet,118
"Gry Tange, Skørping",Konservative,111
"Emilie Rejnhold Søndergaard, Rebild",Enhedslisten,106
"Heidi Voetmann, Skørping",Danmarksdemokraterne,103
Mille Boll-Kragelund,Venstre,98
Sanne Madsen,SF,97
"Rasmus Rask, Haverslev",Socialdemokratiet,94
"Steen Aarup Thomsen, Støvring",Socialdemokratiet,89
"Martin Kondrup Jensen, Støvring",Konservative,84
"Ole Jensen, Skørping",Konservative,82
"Peter Kristensen, Nørager",Danmarksdemokraterne,81
"Thomas Thorlak, Støvring",Konservative,76
"Nina Lidegaard, Støvring",Konservative,74
"Torben Cravach Andersen, Suldrup",Dansk Folkeparti,74
Kjeld Lundager Jørgensen,Radikale,72
"John Hansen, Støvring",Socialdemokratiet,68
"René Skjødt, Sørup",Konservative,67
"André Ellegaard Jensen, Nørager",Socialdemokratiet,67
Pernille Oppelstrup,L,65
Peter Riise,Venstre,62
Dennis Langdahl Vestergaard,Venstre,57
"Sofie Skovgaard Olsen, Gravlev",Enhedslisten,55
Michael Portefée P. Lex,Radikale,54
"Peter Bak, Haverslev",Konservative,53
Nicolai Abildgaard,SF,53
Helle Kanstrup,L,45
"Flemming Larsen, Nørager",Enhedslisten,43
Niels Henrik Bøggild Nielsen,SF,37
"Joanna W. Nissen, Støvring",Konservative,30
"Bent Skovgaard Olsen, Skørping",Enhedslisten,30
"Niels Landbo Krogh, Skørping",Enhedslisten,30
Per Henrik Dålfogt,Venstre,30
Per Alstrup,SF,22
"Thomas Bach Jacobsen, Støvring",Socialdemokratiet,21
Henrik Buus Jensen,Venstre,21
Merete Langeland,Radikale,20
"Niels Thomsen, Årestrup",Dansk Folkeparti,20
"Solveig Lauritsen, Skørping",Enhedslisten,15
"Pia B. Ravnholt, Støvring",Konservative,11
"Jeppe Bruntse Jacobsen, Askildrup",Enhedslisten,10
"Niels Sode Jensen, Bælum",Enhedslisten,6
