kandidat,parti,stemmer
"John Brædder, Toreby",L,3057
"Simon Hansen, Nykøbing F.",Socialdemokratiet,2803
"Katrine Burmann, Stubbekøbing",Socialdemokratiet,900
"Johannes Kristensen, Radsted",Konservative,892
"René Christensen, Systofte",Moderaterne,865
"Stine Steffensen, Nykøbing F.",Dansk Folkeparti,767
Bob Richard Nielsen,Danmarksdemokraterne,629
Henrik Steen Jensen,SF,605
"Britta Lange, Eskilstrup",Socialdemokratiet,589
"Casper Schneidereit, Sundby",L,573
"Janne Hansen, Sakskøbing",L,538
"Henrik Høegh-Andersen, Guldborg",Venstre,527
"Henriette Klingberg-Nielsen, Nykøbing F.",Venstre,489
Camillo Krog,Liberal Alliance,460
"Martin Lohse, Sakskøbing",L,407
Annemette Schønberg Johnsen,SF,368
"Mark O. Madsen, Nykøbing F.",L,342
"Christian Schou, Nykøbing F.",L,308
Joan Kragh,SF,297
"Kevin Alex Rasmussen, Nykøbing F.",Enhedslisten,295
"Thomas Huge, Nørre Alslev",Venstre,293
Pernille Sølvhøi,Danmarksdemokraterne,256
Lene Hatt,SF,256
"Katrine Folmann von Arenstorff, Stubbekøbing",Dansk Folkeparti,253
"Bente Lerche-Thomsen, Nykøbing F.",Enhedslisten,236
"Jesper Blomberg, Nykøbing F.",Moderaterne,232
"Yavuz Sari, Nykøbing F.",Socialdemokratiet,231
"Susanne Hacke, Nysted",L,222
"Emma Holm, Nykøbing F.",Konservative,220
"Dennis Fridthjof, Øster Ulslev",Socialdemokratiet,211
John Brill Engkebølle,Danmarksdemokraterne,202
"Ole K. Larsen, Nysted",Venstre,200
"Lars Berg, Væggerløse",Venstre,199
Paw Hallandson,T,199
"Thomas Søndberg Olsen, Stubbekøbing",L,197
"Tom Jensen, Marielyst",L,179
Thomas Baark,Radikale,175
"Martin Pedersen, Nagelsti",Socialdemokratiet,171
"Lars Jensen, Nørre Alslev",L,171
"Peter Bring-Larsen, Stubbekøbing",L,166
"Birgit Holse, Nørre Alslev",Dansk Folkeparti,151
"Ole Bronné Sørensen, Horbelev",Socialdemokratiet,151
"Heidi Utermøhl, Nykøbing F.",Socialdemokratiet,148
Niels Weiss Jensen,Liberal Alliance,147
Chris Veber,G,141
"Peter Bbaale, Toreby",L,135
"Finn Jensen, Idestrup",Socialdemokratiet,133
"Simon Hampe, Stubbekøbing",Dansk Folkeparti,131
Trine Termann,Radikale,128
"René Fjeldsøe Sørensen, Nykøbing F.",L,122
"Martin Martinsen, Nykøbing F.",Socialdemokratiet,122
"Nichlas Arne Andersson, Stubbekøbing",Dansk Folkeparti,117
"Anders Stausholm, Nykøbing F.",Konservative,116
"Bo von Würden, Øster Ulslev",Venstre,115
Tobias Dabelsteen,SF,115
"Jackie Lehmann Hansen, Nykøbing F.",Socialdemokratiet,112
"Almin Gabela, Sakskøbing",Socialdemokratiet,109
"Andreas Green, Nykøbing F.",Socialdemokratiet,107
Ann-Louise Petersen,Liberal Alliance,107
"Regitze Ljung, Væggerløse",L,107
"Henning Tønning, Sakskøbing",Socialdemokratiet,104
"Sabrina Håkonsson, Nykøbing F.",Socialdemokratiet,102
"Anne Rosenkilde Ebbe, Nørre Alslev",Konservative,96
Mads Hansen,Danmarksdemokraterne,95
"Camilla Mortensen, Øster Toreby",L,94
Claus Jensen,Liberal Alliance,93
Ronnie Skov,Liberal Alliance,90
"Gert Kræsing, Nykøbing F.",Dansk Folkeparti,89
"Christina Leonhard, Nykøbing F.",L,87
Jeannette Gamborg Buxbom,T,75
Tobias John Sidor,Danmarksdemokraterne,74
Cliff Elias Guldborg,T,73
Jonas Mindbjerg,T,71
"Frederik Lerche-Thomsen, Nykøbing F.",Enhedslisten,70
Christian Wibholm,Danmarksdemokraterne,69
"Erik Damgaard, Gedesby",Socialdemokratiet,69
Per Christian Larsen,G,65
"Anne-Lise Becker, Sakskøbing",Moderaterne,63
"Erik Ravn Hansen, Nykøbing F.",Dansk Folkeparti,63
Kasper Ibsen,T,62
"Cecilie Winther Kristensen, Systofte",Moderaterne,58
Karen Esmark Hansen,T,58
"Claus Grahndin, Gedser",Enhedslisten,57
"Tonny Pedersen, Gedser",Dansk Folkeparti,57
"Elin Søndergård, Marielyst",L,52
"Henriette Jensen, Nykøbing F.",Socialdemokratiet,49
Ane Riise-Knudsen,SF,48
"Anne Bonde Andersen, Vålse",Venstre,48
"Dennis Stentebjerg-Czuba, Sakskøbing",Konservative,48
Josephine Fyhr,Danmarksdemokraterne,48
"Stefan la Fata, Nykøbing F.",Socialdemokratiet,47
"Morten Koborg, Nr. Ørslev",Socialdemokratiet,46
Christopher Pedersen,G,46
"Nick Lyng, Nørre Alslev",Konservative,43
"Flemming Engler, Nykøbing F.",Socialdemokratiet,42
John Bo Hansen,Z,42
Michele Ellgaard,G,42
Christian Nyborg Mortensen,Radikale,41
Mette Vallentin,SF,39
"Nils Eske Smidemann, Radsted",Konservative,39
"Inger Mølgaard, Nykøbing F.",L,39
Annie Larsen,SF,39
"Vibeke Hellmann, Orehoved",Konservative,32
"Jesper Løje, Nysted",Venstre,32
Claus Riemann,SF,30
"Thomas Christoffersen, Nykøbing F.",Konservative,28
Jes V. Larsen,Radikale,24
"Peter Kvist Jørgensen, Stubbekøbing",Enhedslisten,23
"Lars Erdmann, Horbelev",E,22
Gert Hansen,T,22
"Michael René Nielsen, Nykøbing F.",Konservative,17
Klaus Kruckow,T,17
Emil Buchholtz,T,17
Christina Hammergaard,Z,17
"Harald Pedersen, Stubbekøbing",Socialdemokratiet,17
Jan Østergaard,G,15
"Mikkel Sarup, Bangsebro",L,15
"Johnny Andersen, Nykøbing F.",Moderaterne,14
"Jens J. Nohns Bay, Gedser",Venstre,13
Kim Egelund,Z,11
"Ole Jørgensen, Frejlev",Venstre,10
"Kristian Kremmer, Sakskøbing",Moderaterne,9
"Jes Henrik Jensen, Stubbekøbing",Venstre,5
Kai Jørgensen,Z,4
Michael Christiansen,Z,1
