kandidat,parti,stemmer
Bjarne Larsen,Venstre,165
Majbrit Rasmussen,Venstre,150
"Birthe Nielsen, Hejnsvig",Socialdemokratiet,148
Stephanie Storbank,Venstre,98
"Susi Søderkvist, Hejnsvig",Danmarksdemokraterne,53
"Mogens Jørgensen, Sdr. Omme",Danmarksdemokraterne,34
"René Eriksen, Hejnsvig",Konservative,29
"Rie Køppen, Grindsted",SF,27
"Lisbeth Straarup, Vorbasse",Danmarksdemokraterne,20
"Martin Alminde Friis, Billund",Socialdemokratiet,19
Frank Mikkelsen,Dansk Folkeparti,16
Bjarne F. Jensen,Dansk Folkeparti,13
"Jakob Riddersholm, Grindsted",Danmarksdemokraterne,11
"Christian Martens, Sdr. Omme",Danmarksdemokraterne,9
"Susanne Mathiesen, Grindsted",SF,8
Gitte Bjerremand Andersen,Moderaterne,7
Annette Lundgaard,Venstre,6
"Karina Vestergaard, Grindsted",Socialdemokratiet,6
Nikolai Løvbjerg Friis,Venstre,5
Bjarne Gamborg Hansen,Dansk Folkeparti,5
"Lars Hansen, Grindsted",Konservative,5
Ulrich Kristensen,Venstre,4
Sofie Schmahl,Venstre,4
Simone Giuseppe Uggeri,N,4
"Ole Marcussen, Grindsted",Socialdemokratiet,4
"Jannick Dam Kristensen, Vorbasse",Socialdemokratiet,4
"Monika Lillelund, Billund",SF,4
Henrik Bartels Christensen,Moderaterne,4
Rasmus Rydahl,Alternativet,3
"Heidi Alberthe Nielsen, Stenderup-Krogager",Socialdemokratiet,3
Lars Kjærhus,Venstre,3
Jørn Poulsen,Venstre,2
"Jeyarajah Rasiah, Grindsted",Socialdemokratiet,2
Ivar Nørlund,Moderaterne,2
Leif Gull Storbank,Venstre,2
Robert Terkelsen,Venstre,2
Martin Ebmark,Venstre,2
"Henrik Puggaard, Billund",Socialdemokratiet,2
Ashwini Shastri,N,1
"Klaus Sønderup Lorenzen, Sdr. Omme",Socialdemokratiet,1
"Allan Munk Nielsen, Sdr. Omme",Konservative,1
"Eva Kristensen, Grindsted",Socialdemokratiet,1
Mads Søbye Helbo,Venstre,1
"Per Madsen, Grindsted",Konservative,1
Bret R. Schafbuch,N,1
"Katri Søgaard, Grindsted",Konservative,1
Lone Hudecek Ovesen,Venstre,1
"Kai Bayer, Grindsted",Socialdemokratiet,0
Jørgen Clement,Venstre,0
"Brian Nissen, Filskov",Socialdemokratiet,0
Ricco Scheepers,N,0
