kandidat,parti,stemmer
Sofia Osmani,Konservative,6158
"Cecilie Lindahl, Kongens Lyngby",Radikale,1530
Simon Pihl Sørensen,Socialdemokratiet,840
John Tefke,Konservative,825
Bodil Kornbek,Socialdemokratiet,564
"Inge Duus Hjortlund, Lyngby Vest",SF,557
"Gitte Kjær-Westermann, Taarbæk",Radikale,553
"Niels Haxthausen, Lyngby",SF,481
Christine Dal Thrane,Venstre,433
Christian Winther,Konservative,432
Magnus Von Dreiager,Konservative,410
Christian Bardram,Konservative,391
"Anette Skafte, Lundtofte",Dansk Folkeparti,386
Ib Carlsen,Socialdemokratiet,373
Lasse Lilja Vilhelmsen,Konservative,353
Troels Bennike,Liberal Alliance,324
"Emil Njor, Brede",SF,320
"Freja Fischer-Møller, Lundtofte",SF,314
"Silas Mudoh, Fortunen",SF,303
Jens Dissing Odgaard,Venstre,289
Martin Vendel Nielsen,Konservative,280
Casper Strunge,Konservative,272
Richard Sandbæk,Konservative,270
"Mark Nathansen, Ulrikkenborg",Radikale,268
Henrik Bang,Enhedslisten,260
Alma Hartmann Jensen,Konservative,251
"Majbrit Pedersen, Lyngby Vest",SF,249
Vivian Xinwei Guan,Konservative,214
Mette Schmidt Olsen,Konservative,202
"Susanne Hjernøe, Virum",Radikale,199
Lise Hogervorst,Enhedslisten,193
"Nicolai Skafte, Virum",Radikale,160
Anders Kjærulff,Konservative,152
"Jeanette Astrup, Lundtofte",SF,138
Josefine Kjeldsen,Enhedslisten,136
Maria Svane,Konservative,132
Lis Molinari,Socialdemokratiet,130
Helle Kruuse,Liberal Alliance,126
Lars Andersen,Konservative,120
Tommy Wedel,Venstre,116
Michael M. Jørgensen,Konservative,114
Christian Dyremose Bræstrup,Konservative,111
Pia Boisen,Enhedslisten,109
Nicolai Eriksen,Moderaterne,109
"Claudia Heim, Sorgenfri",SF,106
Andreas Frimer Linde,Socialdemokratiet,102
Camilla Dolberg Schmidt,Alternativet,100
Henrik Sylvest Olsen,Socialdemokratiet,99
Erik Faurholt Siggaard,Venstre,96
Charlotte Mia Kongshammer,Moderaterne,88
Kasper Haagensen,Moderaterne,87
Hekla Hekla,Alternativet,84
Martin Stenner,Socialdemokratiet,81
"Karoline Geneser, Virum",Radikale,81
Karin Rasmussen,Enhedslisten,80
"Jørn Jensin, Lyngby",Dansk Folkeparti,79
Lasse Holt,Liberal Alliance,79
Thor Stahl Jacobsen,Liberal Alliance,79
Dorthe la Cour,Konservative,76
"Ole H. Møller, Brede",Radikale,62
Niels Jørgen Christensen,Venstre,55
Jesper Grand,Enhedslisten,53
"Arne Christensen, Virum",SF,49
Annemette Rosenquist,Venstre,48
Katrine Ildal Nielsen,Konservative,46
Søren Preuss,Konservative,44
Lars Bisgaard,Socialdemokratiet,43
"Martin Saxen, Lundtofte",Z,43
"Paul Jeppesen, Brede",Radikale,42
Hans Dahl-Nielsen,Liberal Alliance,42
"Niels Halse, Virum",SF,41
Christian Carlsen,Konservative,40
"Johan Løje, Virum",Radikale,36
"Niels Kærsgaard, Lyngby",Dansk Folkeparti,33
Mathias Kellermann,Socialdemokratiet,30
"Jimmi Petersen, Lundtofte",Dansk Folkeparti,28
Gitte Christensson,Konservative,28
Niels Elmo Jensen,Venstre,23
"Søs Krog, Virum",Dansk Folkeparti,22
"Tina Lund, Lyngby",Dansk Folkeparti,21
"Anne Schmidt, Virum",Dansk Folkeparti,15
"Henrik Rasmussen, Lundtofte",Dansk Folkeparti,13
Torben Falkenberg,Liberal Alliance,12
Frank Hartvig Andersen,Konservative,11
Henning Bay Nielsen,Venstre,10
"Flemming Mortensen, Lyngby",Dansk Folkeparti,9
Christine Bernt Henriksen,Konservative,8
"Jan Larsen, Lyngby",Dansk Folkeparti,8
"Lene Tholstorf, Lyngby",Dansk Folkeparti,7
Jette Fabech,Venstre,7
"Steen Kisbye, Lyngby",Dansk Folkeparti,6
Kim Hvirgel,Liberal Alliance,6
Uwe Andreas Hermann,Liberal Alliance,6
Bjarne Fabech-Larsen,Venstre,4
"Birgitte Franck, Virum",Dansk Folkeparti,3
Kristian Wismann Kurlink,Venstre,3
