kandidat,parti,stemmer
René Danielsson,Dansk Folkeparti,3802
Frederik Tolstrup,Venstre,2477
Anne Thomas,Socialdemokratiet,2365
Christian Froberg Dahl,Konservative,995
Morten Riis,Enhedslisten,791
Molly May Vestergaard,SF,645
Andreas Grosbøll,SF,574
Niels Chresten Andersen,Kristendemokraterne,502
Helle Munk Ravnborg,Enhedslisten,443
Kirstine van Sabben,Moderaterne,407
Mads Randbøll Wolff,Socialdemokratiet,407
Linda Kofoed Persson,Konservative,293
Sebastian Bærnthsen,Venstre,286
Søren Brenøe,Radikale,276
Sebastian Bloch Jensen,SF,268
Ann Rubæk-Nielsen,Socialdemokratiet,229
Gitte Wittorff,Venstre,202
Maria Fromseier Kjærgaard,Socialdemokratiet,189
Kristoffer Kromand,Konservative,182
Michael Hendriksen,Danmarksdemokraterne,178
Brian Kofoed,Venstre,168
Torben Kofod Ager,Konservative,156
Karen Lynn Jacobsen,Socialdemokratiet,148
Jonna Nielsen,J,135
Kirsten Wendell,Socialdemokratiet,131
Betina Juhl Tychsen,Kristendemokraterne,120
Kasper Flygare,Socialdemokratiet,111
Niels Plum,Venstre,98
Bo Ancher Jensen,Dansk Folkeparti,97
Anne Jensen,Socialdemokratiet,96
Christian Faurholdt Jeppesen,Socialdemokratiet,94
Joan Prahl,J,83
Dennis Jensen,Socialdemokratiet,80
Claus Larsen-Jensen,Socialdemokratiet,78
Sabine Nicoline Lyngberg,Dansk Folkeparti,78
Benedikte Gyes,Liberal Alliance,75
Bjarne Hartung Kirkegaard,Kristendemokraterne,75
Sanne Friborg,Enhedslisten,73
Morten Vadstrup Warming,SF,71
João Møller,Radikale,70
Conrad Severin,Liberal Alliance,65
Ditte Damkjær,SF,64
Stine Zink Kaasgaard,Frie Grønne,57
Mogens Anneberg,Konservative,55
Jørn Westh,Dansk Folkeparti,54
Renate Hendriksen,Danmarksdemokraterne,52
Stig Lodberg,Socialdemokratiet,50
Peter Svarre Fridolf,Konservative,48
Søren Schow,E,47
Kristian Kirk Mailand,Radikale,46
Tine Astrup Eriksen,Enhedslisten,46
Emil Boesen,Enhedslisten,46
Anders Due Solgaard,Kristendemokraterne,44
Rasmus Sprotte,SF,42
Mads Thordal Trærup,Enhedslisten,41
Ingrid Funch Jørgensen,Socialdemokratiet,41
Mads Kissow,Enhedslisten,38
Margrethe Kjellberg,Liberal Alliance,38
Tonny Borrinjaland,Dansk Folkeparti,37
Christina Kofod Krönlein,Konservative,36
Mette Sode Hansen,Dansk Folkeparti,35
Erik Kryger,Socialdemokratiet,33
Per Ole Petersen,J,31
Fiona Højmark-Ross,Enhedslisten,30
Mark Palmquist,Konservative,30
Magnus Larsen,Danmarksdemokraterne,29
Laila Espersen,Radikale,28
Ralf Skovgaard,Konservative,27
Jan Jørgensen,J,27
Carina Rasmussen,Moderaterne,27
Matilde Lissau,Radikale,23
Niels Bertelsen,Socialdemokratiet,22
Vivian Munch Petersen,Venstre,21
Siobhán Kelleher-Petersen,Frie Grønne,21
Jørgen Oldenburg,Venstre,20
Julie Castmar,Enhedslisten,19
Martin Pihl Sode,Kristendemokraterne,18
Jonas Ipsen,Danmarksdemokraterne,18
Lasse Oszadlik,Moderaterne,17
Flemming Sorth,Konservative,17
Jens Hjul-Nielsen,Venstre,16
Henning A. Jensen,Socialdemokratiet,16
Martin Kaltoft,Kristendemokraterne,15
Chriistofer Avelon Damgård,Dansk Folkeparti,14
Allan Pleman,Enhedslisten,14
Lars Christian Funk,Moderaterne,14
Signe Hartung Kjærby,Kristendemokraterne,13
Diana Brandt Pedersen,Venstre,12
Heidi Burgedahl,E,12
Anders Møller,Konservative,10
Bent Jørgensen,Venstre,9
Britta Sjøstrøm,SF,9
Jesper Gredsted Smidth,Enhedslisten,7
Anders Rugtved,Enhedslisten,6
Hartvig Mumm,Kristendemokraterne,5
Mogens Riis Pedersen,Kristendemokraterne,4
Hans Ole Bech,Kristendemokraterne,2
