kandidat,parti,stemmer
Jørgen Mikkelsen,Venstre,459
Jens Ejner Christensen,Venstre,277
Martin Sikær,Socialdemokratiet,256
Thyge Havgaard Bjerring,Venstre,166
Karl Skovgaard,Venstre,157
Hanne Lund,Venstre,147
Gitte Frederiksen,Venstre,143
Rune Bønnelykke,Dansk Folkeparti,123
Gerda H. Jørgensen,Venstre,123
"Bo Schnedler Pedersen, Thyregod",Danmarksdemokraterne,120
Anne Sofie Stjernholm,Socialdemokratiet,113
"Gitte Eriksen, Vejle",Konservative,57
Sara Bek,SF,57
"Svend Erik Nielsen, Vejle",Danmarksdemokraterne,54
Lars Charlie Mortensen,SF,54
"Dan Arnløv, Vejle",Konservative,53
"Claus Behrendsen, Vejle Ø",Radikale,47
Yasser Rady,Socialdemokratiet,47
"Arne Raaballe, Vonge",Danmarksdemokraterne,45
Grethe Lykke Knudsen,Socialdemokratiet,39
"Bent Olsen, Vejle Øst",Moderaterne,33
Camilla Eva Hallenberg,Venstre,32
Kenneth Ettrup Hansen,Liberal Alliance,31
Søren Peschardt,Socialdemokratiet,31
Tage Jørgensen,SF,31
Martin Jensen,Socialdemokratiet,30
Morten Skovlund,Socialdemokratiet,28
Lena Holm Olsen,Socialdemokratiet,23
Kirsten Paugan,Socialdemokratiet,22
Christian Fini,Liberal Alliance,21
Trine Gaarde Dahlberg,SF,21
Lisbeth Gaardhøj,Socialdemokratiet,21
"Bruno Søndersø Jensen, Give",Konservative,20
Britta Bitsch,SF,19
Ricky Roy Nielsen,SF,18
"Amalie Thomsen, Vejle",Konservative,18
"Rune Ranaivo Bjerremand, Gadbjerg",Alternativet,17
"Dorte R. Pannicke, Børkop",Konservative,17
"Charlotte Sommer, Børkop",Danmarksdemokraterne,17
Brian Bruhn,SF,16
"Marianne Scheele, Jerlev",Radikale,16
Hans Hoffensetz,Venstre,15
"Jakob Venø Heiwald, Egtved",Danmarksdemokraterne,15
Alex Vejby Nielsen,Socialdemokratiet,15
Helene Maria Biendzus Jensen,Venstre,15
"Bjarne Pedersen, Vejle",Danmarksdemokraterne,15
Anette S. Nielsen,SF,14
Mikkel Pedersen,Dansk Folkeparti,13
Brian Øhrstrøm Hansen,Dansk Folkeparti,13
Mette Ejby Pallesen,Socialdemokratiet,12
Azra Hasanbegovic,Socialdemokratiet,12
Mustapha El-Ahmad,SF,12
Mads Jansen,Venstre,11
Thomas Ammons,Enhedslisten,11
"Nikki Mandal Hauge, Gadbjerg",Konservative,11
"Masoud Watandost, Vejle",Moderaterne,10
Henrik Juhl Kristensen,Socialdemokratiet,10
Ian Møller Borup,Liberal Alliance,9
"Jørgen Otto Kongerslev, Vejle",Danmarksdemokraterne,9
Kasper Lindholm,Liberal Alliance,9
Erik Børsting,Socialdemokratiet,9
Thomas Hestbæk,Venstre,9
"Coco Kjærgaard, Børkop",Alternativet,9
"Michael Lund Markussen, Brejning",Kristendemokraterne,8
Brian Mathiassen,Venstre,8
Birgitte Grejsen,Socialdemokratiet,7
Johnny Beck,Socialdemokratiet,7
Laurits Mols,Venstre,7
Diane Amstrup,Socialdemokratiet,7
Allan Pedersen,SF,7
"Jens Erik Høj-Pedersen, Børkop",Konservative,6
"Anton Rosenstrøm Laursen, Smidstrup",Danmarksdemokraterne,6
"Jens Ove Holmegaard, Smidstrup",Radikale,6
Lillian Præstbro,Dansk Folkeparti,6
Peder Hummelmose,Venstre,5
"Per Munk Laustsen, Vejle",Konservative,5
Torben Schiermer,Socialdemokratiet,5
"Allan Sørensen, Nørremarken",Moderaterne,4
Johan Eriksen,Enhedslisten,4
"Lars Therkelsen, Vejle",Alternativet,4
Maiken Juul Pedersen,SF,4
"Claus Bjørn Madsen, Vejle",Radikale,4
"Johnny Pedersen, Hornstrup",Radikale,4
"Olav Bach, Bredballe",Alternativet,3
"Ole Lynggaard Jørgensen, Vejle",Radikale,3
Jacob Bogh Nielsen,Venstre,3
Frederik Halkjær,Socialdemokratiet,3
"Henrik Sandholm, Egtved",Konservative,3
"Lars Schubert, Uhrhøj",Radikale,3
Casper Overgaard,Socialdemokratiet,3
"Preben Steen, Børkop",Konservative,3
"Hans Biering Fonsbøl, Bredballe",Alternativet,3
Asou A. Abdulla,Enhedslisten,2
"Jan Bredvig, Vejle",Konservative,2
Janus Høyrup Bach-Nielsen,Socialdemokratiet,2
"Rasmus Rold Meldgaard, Vejle",Radikale,2
"Andreas Simonsen Sinding, Vejle",Moderaterne,2
Tobias Christensen,R,2
Noah B. Bandholm,Venstre,2
"Bjarne Block, Egtved",Moderaterne,2
Markus Bischoff,Socialdemokratiet,2
"Kit Kielstrup, Børkop",Moderaterne,2
Troels Overgaard,Venstre,1
"Knud Hauge, Vejle",Kristendemokraterne,1
Kurt Stoldt,Enhedslisten,1
Dan Ullerup,SF,1
Lene Thiemer Hedegaard,Socialdemokratiet,1
"Tim Eskesen, Vejle Ø",Konservative,1
"Tage Sørensen, Give",Kristendemokraterne,1
"Bent Kyndesen, Husby",Alternativet,1
"Bjarne Andersen, Børkop",Moderaterne,1
"Christophe Ndikuriyo, Vejle",Kristendemokraterne,0
Christian Træholt,R,0
Arne Poulstrup,Socialdemokratiet,0
Arne Gørges,Enhedslisten,0
Troels Lillegaard,R,0
Kirsten-Marie Roed,Venstre,0
Mathias Rothausen,R,0
Boje Lund,Enhedslisten,0
Angus Skov Axelsen,R,0
Marcus Reenberg,Enhedslisten,0
