kandidat,parti,stemmer
Frands Fischer,Socialdemokratiet,2885
Anne Heeager,Radikale,1592
Christian Wibe-Marker,Konservative,1083
Charlotte Vindeløv,SF,1070
Torben Wallner,Konservative,930
Michael Stensig Bertelsen,Socialdemokratiet,849
Peter Kruse,Liberal Alliance,824
Jens Szabo,Venstre,819
Birgitte Majgaard,Konservative,782
Trine Frengler,Socialdemokratiet,693
Andreas Tang-Brock,Socialdemokratiet,660
Tommas Leth,Socialdemokratiet,653
Claus Bloch,Venstre,635
Morten Møller,Venstre,632
Martin Ingemann-Kristiansen,Venstre,591
Laura Riddersholm,SF,588
Christina Bottke,Venstre,582
Martin Frausing Poulsen,Danmarksdemokraterne,555
Ole Drøgemüller,Radikale,547
Annette Haagerup,Venstre,547
Claus Leick,SF,544
Sebastian Støckler,Venstre,521
Frank W. Damgaard,Socialdemokratiet,495
Kristian Risager Larsen,Radikale,475
Kristian Kilt,Radikale,462
Frank Møller Worch,Socialdemokratiet,401
Anni Schmidt Pedersen,Socialdemokratiet,401
Jesper Arbo Frederiksen,Socialdemokratiet,390
Bettina Rix,Venstre,372
Charlotte Strandgaard,Socialdemokratiet,364
Peter Glibstrup,Venstre,332
Henning Sejer Jakobsen,Socialdemokratiet,329
Ole Juhl Jeppesen,SF,320
John Haarup Laursen,Danmarksdemokraterne,317
Lena Aavild,Konservative,309
Ditte Højvang Petersen,Socialdemokratiet,296
Frank Rune Kristensen Nielsen,Dansk Folkeparti,288
Natalia Rafn,Enhedslisten,246
Johan Hjorth Jacobsen,Socialdemokratiet,229
Malene Ringberg,Moderaterne,214
Matilde Bjerregaard,SF,206
Jesper Pilgaard Koldsø,Liberal Alliance,171
Rasmus Wagner,SF,168
Peter Kjær,Enhedslisten,167
Michael Valentin Ilsø,Liberal Alliance,163
Bente Strager,SF,157
Lærke Klitgaard,Radikale,156
Bo Dencker,Radikale,139
Søren Lahn Sloth,SF,131
Trine Vind,Alternativet,128
Lasse Damsø Pedersen,Konservative,127
René Gabs Bargisen,Radikale,127
Susan Kronborg,Moderaterne,123
Linda Andrea,Liberal Alliance,120
Victor Johan Andrea,Liberal Alliance,119
Arne Lægaard,Venstre,117
Poul Melgaard Johansen,Danmarksdemokraterne,114
Henning Baverslund Jokumsen,Danmarksdemokraterne,105
Vivian Frederiksen,Dansk Folkeparti,101
Katja Hillers,Radikale,97
Tine Riisbøll,Enhedslisten,97
Lars Clausen,Konservative,93
Dennis Bramsen,Socialdemokratiet,92
Daniel Aage Holm,Dansk Folkeparti,84
Lars Jegstrup,Socialdemokratiet,77
Maj Bjerno,Enhedslisten,75
Anette Cecilie Skriver,Enhedslisten,69
Simon Enni,Enhedslisten,65
Henrik Qvist,Enhedslisten,61
Brian Fuglsang,SF,56
Jørgen Høilund-Carlsen,Danmarksdemokraterne,55
Rasmus Bergholdt,Radikale,50
Thomas Madsen,Liberal Alliance,48
Steffen Gram Lauridsen,Venstre,47
Henning Elgaard Andersen,Konservative,44
Hanne Stender Damkjær,Radikale,43
Eigil Frederiksen,Dansk Folkeparti,35
Iben Bitsch,Enhedslisten,33
Arnbjørn Vatnhamar,Moderaterne,30
Claus Wiese,Moderaterne,15
Christoffer Schou,Radikale,15
Per Laursen,Liberal Alliance,13
René Rafn,Enhedslisten,5
