kandidat,parti,stemmer
Ken Kristensen,Venstre,5662
Marie Stærke,Socialdemokratiet,3473
Thomas Kampmann,Konservative,1136
Susanne Palskov Farnø,D,1098
Thomas Kielgast,SF,888
Anders Gøthe,Liberal Alliance,695
Jan B. Larsen,Venstre,677
Kirsten Larsen,Konservative,666
Josefine Paaske,Venstre,634
Rikke Kornval,Venstre,516
Ali Ünsal,Konservative,514
Nora Chmeis,SF,477
Tanja Glückstadt,Dansk Folkeparti,451
Ali Yahya,SF,438
Ulrik Sejersdal Nielsen,Venstre,395
Andreas Bech,Socialdemokratiet,383
Jesper Breddam,SF,379
Niels Rolskov,Enhedslisten,361
Henrik Olsen,Danmarksdemokraterne,282
Cecilie Friis Parsow,Konservative,277
Emil Staugaard,Konservative,273
Morten Andresen,Dansk Folkeparti,269
Susi Søgaard,SF,239
Mette Jorsø,Radikale,216
Klaus Kjelstrup,Danmarksdemokraterne,215
Özcan Tecer,Radikale,209
Maja Roesen,SF,205
Troels Clausen,SF,203
Mette Wigand Bode,Venstre,196
Vibeke Kjøng Østergaard,Socialdemokratiet,194
Rikke Johansen,Enhedslisten,179
Jørgen Petersen,Kristendemokraterne,176
Lars Deleuran,Venstre,165
Nette Schultz,Konservative,162
Yakup Pelit,Socialdemokratiet,153
Irene Rosén,Moderaterne,150
Pernille Sylvest,Socialdemokratiet,149
Irene Lintrup,L,148
Christian Wedell-Neergaard,Konservative,144
Lene Møller Nielsen,Socialdemokratiet,143
Rasmus Krag,Liberal Alliance,142
Lucas Møller Larsen,Konservative,139
Emin Bülent Kaya,Moderaterne,138
Jens Hvid,Dansk Folkeparti,137
Kristina Stange,Socialdemokratiet,125
Rolf Larsen,Liberal Alliance,124
Kim Andersen,L,120
Jakob Dalgas,SF,118
Søren Brask,Venstre,116
Malde Novak,Socialdemokratiet,109
Jonas Bjørn Whitehorn,Socialdemokratiet,103
Kurt Jensen,Radikale,97
Jeppe Bang,Radikale,94
Palle Rom,SF,84
Per Laudrup Jørgensen,Socialdemokratiet,81
Camilla Skovgaard,Kristendemokraterne,78
Osama Aref Mohamad,Socialdemokratiet,78
Poul Erik Jensen,Venstre,78
Michael Monberg,Alternativet,77
Dennis Hedegaard,Socialdemokratiet,74
Johannes Jacobsen,Enhedslisten,72
Rosa Søndergaard,Radikale,70
Helle Lethmar,Socialdemokratiet,70
Johnna Stark,SF,63
Thomas Jakobsen,Enhedslisten,61
Nanna Thorsted,Kristendemokraterne,54
Kim Mikkelsen,Konservative,53
Helle Horn Kramer,Kristendemokraterne,47
B. S. Andersen,Socialdemokratiet,46
Lene Stevnhoved,Venstre,44
Bjarne Rasmussen,Konservative,44
Jonas Danielsen,Liberal Alliance,42
Frederik Max Krag,Liberal Alliance,39
Jan Hendeliowitz,Socialdemokratiet,39
Annie Jauffred,Venstre,39
Claus Rømer,Konservative,38
Mie Lund,Liberal Alliance,35
Meran Karim,Kristendemokraterne,34
Jacob Winther,Liberal Alliance,34
Aniska Ulrik,Dansk Folkeparti,33
Doris Irene Stenver,Venstre,32
Bo Niels Rosenberg,SF,30
Bendt Lundsbjerg,L,29
Mette Dunker,Venstre,29
Jeanette Holst,Socialdemokratiet,26
Poul Henning Vive,Venstre,23
Søren Karlsson,Radikale,21
Jørn Hulgard,Moderaterne,19
Henning Lübcke,Venstre,19
Michael Vedsø Larsen,Kristendemokraterne,18
Andreas Danielsen,Liberal Alliance,16
Hans Erling Sørensen,Socialdemokratiet,15
Anders Skaanning Andersen,Kristendemokraterne,14
Finn Richardt,Kristendemokraterne,11
Susan Hovgaard Møller,Liberal Alliance,10
Ove Jessen,L,4
Steen Bo Petersen,Kristendemokraterne,2
