kandidat,parti,stemmer
Benny Damgaard,Danmarksdemokraterne,2001
Marie-Louise Brehm Nielsen,J,1376
Holger Schou Rasmussen,Socialdemokratiet,1200
Birthe Lauridsen,Enhedslisten,799
Cecilie Louise Stabell,SF,600
Allan Blak,Dansk Folkeparti,598
Henning Alfred Rasmussen,J,461
Tine Vinther Clausen,Venstre,376
Merete Meyer,Venstre,355
Anes Halilovic,Socialdemokratiet,343
Henrik Jacobsen,Konservative,328
Vibeke Grave,Socialdemokratiet,301
Martin Boesen,Socialdemokratiet,296
Anders Bo Jørgensen,J,286
Leif Utermöhl,L,279
Ditlev Friderichsen,Konservative,266
Knud Knudsen,Venstre,265
Martin Mickey,Liberal Alliance,251
Morten Ahmt,Danmarksdemokraterne,246
Henrik Rasmussen,L,217
Janni Baad Pedersen,Danmarksdemokraterne,186
Torben Klitmøller Hollmann,Socialdemokratiet,182
Bjarne Hansen,L,182
Muj Berisha,Socialdemokratiet,174
Thomas  Østergaard,Socialdemokratiet,165
Frank Gravesen,D,160
Ole Krarup,SF,157
Jens Erik Kistrup,L,155
Dorthe Kærbo Christensen,Konservative,150
Marie Louise Villadsen,Enhedslisten,143
Karsten Jensen,Venstre,142
Jesper Volmer,Venstre,140
Torben Hansen,D,135
Frederik  Mortensen,Dansk Folkeparti,133
Stanley  Priergaard,J,124
Lars Christiansen,SF,122
Brian Hansen,L,120
Ann-Britt Lærkedahl,Socialdemokratiet,118
Steffen Rasmussen,Socialdemokratiet,117
Jan Erik Abildskov Nielsen,Enhedslisten,116
Lasse Falster,Socialdemokratiet,114
Diana Leicht Christensen,Socialdemokratiet,110
Georg Pedersen,Danmarksdemokraterne,104
Klaus Svensson,Socialdemokratiet,99
Martin Kristensen,J,92
Per Kim Nielsen,SF,92
Mikael Andersen,Dansk Folkeparti,90
Maria Dideriksen,Socialdemokratiet,87
Gry Hernø,Socialdemokratiet,86
Maricel Frandsen,Venstre,85
Ola Matouk,J,74
Henriette Hansen,L,72
Nanna Rydbirk,SF,68
René Frederiksen,L,67
Rebecca  Kølle,Dansk Folkeparti,63
Heidi Marqweis,Socialdemokratiet,61
Summer Juul Andersen,Socialdemokratiet,55
Klaus Møller,Konservative,51
Mike Clausen,SF,47
Martin Vrede Nielsen,Socialdemokratiet,46
Chris Christiansen,Konservative,46
Candice Progler-Thomsen,Konservative,46
Maj-Britt Oreskov,Dansk Folkeparti,45
Benni Petersen,L,41
Eric Steffensen,Socialdemokratiet,39
Henrik Øllegaard,Enhedslisten,38
Stig Øhl,L,37
Henriette Spandet Jensen,D,37
Christine Kjeldgaard,Konservative,37
Filippa Brehm Nielsen,J,36
Kristian Stokholm,Radikale,36
Jørgen Barner Jespersen,Liberal Alliance,35
Niels Christian Devantier,Socialdemokratiet,33
Lasse Christiansen,SF,32
Per Rasmussen,L,27
Per Skov Madsen,L,25
Patrick de Medici,Konservative,25
Peter Gertsen,Venstre,24
Jeannette  Lund-Hansen,D,21
Kasper Meng Date,SF,21
Erling Mortensen,D,21
Allan Friis,SF,18
Per Kovl,Dansk Folkeparti,17
Jan  Svitzer,D,17
Ibrahim Salman,Enhedslisten,16
Henriette Sørensen,J,15
Vibeke Steffensen,J,14
Ingelise Holde,Venstre,14
Christina  Berkowitz,Venstre,13
Frans  Hansen,D,8
Flemming Højberg,Enhedslisten,8
Knud Ærbo,Enhedslisten,7
