kandidat,parti,stemmer
Anders Wolf Andresen,SF,2539
Anders Liltorp,Socialdemokratiet,1339
Mikkel Dencker,Dansk Folkeparti,1013
Helle Adelborg,Socialdemokratiet,547
Idris Yorulmaz,Socialdemokratiet,514
Sara Benzon,SF,494
Yasir Iqbal,Socialdemokratiet,464
Tina Cartey Hansen,Konservative,454
Søren Friis Trebbien,Konservative,416
Amanda Irina Larsen,Socialdemokratiet,379
Kenneth F. Christensen,Socialdemokratiet,373
Marie-Louise Jørgensen,SF,370
Sophie Bisgaard Farganis,SF,353
Gerhard Grubb Waaentz,L,334
Kenneth Bak,Konservative,329
Karin Kofod,Enhedslisten,321
Martin Findahl Amby,Liberal Alliance,316
Carsten Provstgaard,Moderaterne,288
Maria  Avnskjold,SF,271
Jesper Hjelm,Konservative,253
Finn Blohm,L,238
Brian Køster,Radikale,191
Bent Bjørn Roldgaard,SF,188
Lars Gundelack Jensen,Socialdemokratiet,187
Michael Sabroe,Konservative,154
Aslaug Jørgensen,Socialdemokratiet,148
Trine Gregersen Steensgaard,L,147
Pia Mols,L,140
Frida Broe,Enhedslisten,140
Robin Seeberg,SF,126
Mathias Rinaldo,Danmarksdemokraterne,124
Elin Palm,L,121
Charlotte Noer Helleberg,Radikale,120
Martin Eskildsen,Venstre,118
Frank Løber,L,115
Jonas Breindahl,Radikale,112
Silas Fisker,Konservative,110
Freja Wirlander,Radikale,110
Thomas Møller,SF,109
Arne Bech,L,106
Sofie F. Villadsen,SF,105
Claus Bundgaard Rasmussen,Enhedslisten,100
Leon Tilgaard,Venstre,98
Tomislav S. Sørensen,SF,96
Lotte S. Christiansen,Socialdemokratiet,94
Kristine Amalie Rostgård,SF,91
Alexander Gundelack Angelo,Socialdemokratiet,84
Morten Kristoffer Hansen,Liberal Alliance,82
Ivan Fogtmann,Dansk Folkeparti,81
Jeppe Ask Tofteskov,SF,79
Torben Nowicki Rasmussen,Venstre,74
René Langhorn,Dansk Folkeparti,72
Peter Dencker,Dansk Folkeparti,69
Per Fisker,Dansk Folkeparti,68
Anette Farnø Skourup,Venstre,67
Mette Andersen,Dansk Folkeparti,66
Marianne Bo Krowicki,L,66
Johnni Andersen,Socialdemokratiet,59
Henrik W. Olsen,Socialdemokratiet,58
Hanne Bang Larsen,Enhedslisten,58
Dennis Priis,Socialdemokratiet,54
Pia Lystrup Holleufer,Liberal Alliance,47
Mette Rotesan,Enhedslisten,46
Henrik Holleufer,Liberal Alliance,45
Kurt Normark,Socialdemokratiet,44
Malene Bay,Dansk Folkeparti,43
Thomas Jensen,Danmarksdemokraterne,41
Mads Emil Holleufer,Liberal Alliance,38
Claus Vilhelmsen,Socialdemokratiet,32
Louise Blohm,L,31
Klaus Pedersen,Enhedslisten,30
Christopher Mortensen,SF,26
Said Noor Nabil,SF,26
Jens Peter Andersen,Radikale,18
Martin Albeck,Moderaterne,16
Vagn Majland,Socialdemokratiet,15
Susanne Rasmussen,Venstre,15
Peshtiwan Zewkaei,Konservative,15
Jimmy Jensen,Konservative,14
Ejner Skræddergaard,Konservative,11
Mikkel Øbro,SF,11
Aleksander Rinaldo,Danmarksdemokraterne,10
Stig Jørgensen,Konservative,8
Kitna Thomsen,Venstre,7
Johnny Berg,Konservative,6
Henrik Farnø,Venstre,5
Anita Pedersen,Venstre,5
