kandidat,parti,stemmer
Michael Seiding Larsen,Venstre,2547
Mikael Smed,Socialdemokratiet,2216
Jakob Helles,Liberal Alliance,1449
Martin Graff Jørgensen,SF,958
Karina Foss,Venstre,760
Nickolai Jørgensen,Liberal Alliance,692
Søren Hansen,Dansk Folkeparti,627
Jesper Adler,Konservative,474
Gitte Corell,SF,471
Peter Ole Sørensen,Venstre,403
Ronni Lykkehus,Venstre,389
Nikolaj W. Reichel,Socialdemokratiet,385
Glenn Hansen,Danmarksdemokraterne,366
Marie Lenstrup,SF,318
Laurits Monefeldt,Konservative,270
Daniel Irvold,Radikale,269
Eva Birch Christensen,Enhedslisten,259
Kasper Borg,SF,253
Rasmus Oxfeldt Larsen,Socialdemokratiet,245
Jacob Kamper,Socialdemokratiet,243
Brit Skovgaard,Socialdemokratiet,234
Morten Hjort,Enhedslisten,228
Thomas Stecher,Moderaterne,221
Karina Fromberg,Venstre,211
Michael Larsen,Socialdemokratiet,211
Anders J. Andersen,Socialdemokratiet,196
Kristina Themsen,Venstre,192
Louise Herløv,Socialdemokratiet,186
Camilla Westengen Bro,Liberal Alliance,168
Rasmus Evind,Liberal Alliance,166
Annette Bergiel Andersen,Venstre,149
Kurt Johansen,Socialdemokratiet,144
Kim Ingemann Erichsen,Radikale,143
Kirsten Fahnøe,Enhedslisten,143
Kim Suhr,Socialdemokratiet,143
Claus Bakke,Venstre,130
Stine Beck Petersen,Liberal Alliance,130
Kenneth Andersen,Socialdemokratiet,125
Torben Folke Månsson,Moderaterne,124
Jens-Peter Hansen,Socialdemokratiet,121
Carina Flink,Socialdemokratiet,119
Troels Dyhr Leighton,Liberal Alliance,116
Per Stig Sørensen,Danmarksdemokraterne,116
Anne-Marie Jacobsen,Venstre,105
Bjarne Malmros,Socialdemokratiet,100
Jeanette Wentzel,L,99
Lars Blach Jensen,Moderaterne,90
Gertrud Møgelgaard Dühring,SF,90
Lena Schroll,SF,83
Kim Steen Jørgensen,Dansk Folkeparti,80
Lis Due Rasmussen,Konservative,79
Rasmus Kallegård,SF,77
Christina Mayland,Radikale,73
Julie Meyer Memborg,Liberal Alliance,72
Lukas Lykke Rasmussen,Enhedslisten,61
Brian Willum Petersen,Enhedslisten,58
Jens Christian Børsmose,Konservative,58
Helle Jørgensen,L,56
Karin O. Jørgensen,SF,56
Emil Roest,Moderaterne,54
Ida Holst,Enhedslisten,54
Lise Bjerre Zachosine,Socialdemokratiet,51
Linda Sommer Hansen,Konservative,51
Henriette Fentz Leithoff,Socialdemokratiet,50
Bent Jørgensen,Enhedslisten,47
Marck Crillesen,L,46
Bodil Morgenstern,Enhedslisten,45
Winni Bente Birch,Dansk Folkeparti,45
Per Lorenz Hinrichsen,Konservative,43
Carsten Wärme,E,40
Flemming Hansen,Danmarksdemokraterne,38
Rasmus Cramon Parling,Liberal Alliance,35
Anita Høgh Lundahl,Dansk Folkeparti,35
Tom Nielsen,L,32
Carsten Nøhr Larsen,Radikale,31
Stefan Brixtofte,Venstre,30
Morten Thornelius,Socialdemokratiet,30
Nicholas Kobborg Andersen,Liberal Alliance,30
Peer Pedersen,Dansk Folkeparti,29
Kim Larsen,Dansk Folkeparti,27
Peter Larsen,Enhedslisten,26
Palle Eghjort,Enhedslisten,25
Joan Baltzersen,Dansk Folkeparti,25
Søren Clausen,Dansk Folkeparti,25
Jens Ravn,Socialdemokratiet,22
Falle Hjorth,Enhedslisten,21
Lars Skov Andersen,Konservative,21
Jørn Rasmussen,L,21
Alex Mortensen,L,19
Karsten Sevel,Konservative,19
Palle Olsen,Konservative,19
Nina Schrøder,E,19
Svend Andersen,Danmarksdemokraterne,18
Henrik Ægidius,SF,18
Thomas Damgaard,Venstre,17
Susanne Nøhr Johnsen,Konservative,15
Lars Bakke Olsen,Radikale,15
Jens Frode Fogt,Venstre,14
Johnny Birch,Dansk Folkeparti,13
Tobias Thumand Trige-Rasmussen,Konservative,12
Holger H. Christensen,L,12
Jan Ambirk,Enhedslisten,12
Erik Olsen,Konservative,11
Helle Nørregaard,Enhedslisten,10
Max S. Andersen,Venstre,9
Dorte Mikkelsen,L,8
Vibeke Andresen,Enhedslisten,6
Claus Jørgensen,L,4
Karsten Sommer Hansen,Konservative,4
Rasmus Lorentzen,Venstre,3
Lasse Sørensen,Dansk Folkeparti,3
Niels-Henrik Holscher,Konservative,2
