kandidat,parti,stemmer
Michael Fenger,Konservative,7312
Marie Brixtofte,Venstre,2731
Helene Brochmann,SF,1352
Trine Dybkjær,Radikale,1006
Christina Wex,Konservative,917
Jesper Marcus,Konservative,683
Patrizia Venturelli Christensen,Liberal Alliance,674
Kasper Brejnholt Bak,Radikale,640
Katarina Ammitzbøll,Venstre,521
Anton Brüniche-Olsen,Konservative,500
Sune Lind Thomsen,Konservative,459
Niels Gyldenlund Mikkelsen,Socialdemokratiet,441
Ulrik Cordes,Konservative,433
Lars P. Møller-Jørgensen,Radikale,423
Valdemar Høiris,Konservative,405
Morten Løkkegaard,Venstre,397
Lise Müller,SF,385
Ann Sophie Friis,Konservative,366
Stig Wall,Konservative,346
Katja S. Johansen,Konservative,340
Britta Riis,Konservative,331
Karen Riis Kjølbye,Konservative,323
Louise Feilberg,Konservative,315
Marie Louise Wedel Bruun,Konservative,304
Frederik Dehlholm,Enhedslisten,282
Kassandra Hansen,Socialdemokratiet,272
Betina Asbæk,Moderaterne,269
Teit Andersen,Konservative,259
Ane Palsberg,Radikale,256
Martin Frøland,Konservative,242
Luise Hjortebjerg,Venstre,220
Marianne Bugge Zederkof,Konservative,217
Jonas Niemann,SF,189
Joachim Holten Palvig,Socialdemokratiet,188
Kalle Johannes Rose,Radikale,183
Klavs A. Holm,Moderaterne,173
Birthe Bjerre,Enhedslisten,173
Jonas Parello-Plesner,Venstre,171
Gunnar Jørgensen,Enhedslisten,171
Niels Baht,Konservative,167
Lars Bo Winther,Socialdemokratiet,162
Anne Sofie Stevnhoved,Venstre,159
Emilie Louise Reimers Mai,Radikale,140
Danielle Spogard,Konservative,139
Kasper Soldal,Enhedslisten,138
Peter Svendsen,Socialdemokratiet,125
Jesper Kampmann,Socialdemokratiet,119
Jesper Kamp Nielsen,Konservative,115
Rita Rahbek Russell,Dansk Folkeparti,114
Sebastian Mylsted,Danmarksdemokraterne,109
Alexander Qvist,Venstre,101
Pernille Brunse,Venstre,100
Thomas Sciavitsky Bentsen,Venstre,93
Christoffer B. Toft,Venstre,93
Casper Mayo,SF,90
Thomas Ellegaard,Socialdemokratiet,90
Mads Justsen,Venstre,81
Peter Skøtt,Konservative,78
Karan Khosla,Moderaterne,78
John Andersen,SF,71
Gert Løvgreen Heglund,Liberal Alliance,68
Barbara Engelstoft,Konservative,66
Nina Qvistgaard,SF,62
Magne E. Pihl,Enhedslisten,60
Iben Holm,Venstre,56
Peter Naumann,Liberal Alliance,54
Bo Lange,Venstre,54
Alexander Kamp,Venstre,51
Anders Lautrup-Larsen,Venstre,46
Peter Birger Tøttrup,Konservative,45
Karl Iver Dahl-Madsen,Liberal Alliance,44
Mathias von Jessen,Venstre,43
Sarah Brøndum,Dansk Folkeparti,43
Egil Rindorf,Venstre,38
Mette Korbo,Dansk Folkeparti,37
Torben Haraldsted,Venstre,29
Henrik Vendelbo Petersen,U,28
Mikkel Westh Jepsen,Radikale,28
Nils Juhl Andreasen,Venstre,26
Fritjof Lind,Venstre,26
Annet Soos,Dansk Folkeparti,24
Per Fynboe,Enhedslisten,23
Michael Macdonald Arnskov,Radikale,20
Vibeke Preisler,Radikale,16
Nils Hendriksen,Radikale,14
Jens Ahm,SF,11
Kirsten Elvstrøm,Venstre,10
Hans Ole Noe,Venstre,8
Søren Stilling,Venstre,7
