kandidat,parti,stemmer
Henning Urban Dam,Socialdemokratiet,1499
Anette Mortensen,Venstre,977
Mikkel Lundemann,Konservative,890
Julie Hoff Sørensen,SF,566
Kristina Luplau Breining,Socialdemokratiet,381
Helene Brix,Dansk Folkeparti,321
Anders Lund Nielsen,Danmarksdemokraterne,313
Line Krogh Lay,Radikale,299
Emil Larsen,Konservative,293
Bjarne Nielsen,Liberal Alliance,262
Tim Christensen,Socialdemokratiet,258
Anna Spring,Venstre,245
Thomas Cilius Hansen,Venstre,231
Mogens Haugaard,Moderaterne,205
Dorthe Winberg,Konservative,204
Frederikke S. Mortensen,Venstre,194
Birgitte Thrane,Enhedslisten,179
Ralf B. Hansen,Socialdemokratiet,168
Anne Munch,Socialdemokratiet,164
Steen S. Hansen,Socialdemokratiet,158
Jørgen Larsen,Moderaterne,144
Gitte Fabech,Venstre,136
Martin Seemann,Konservative,130
Vichy Løvskjold,Socialdemokratiet,124
Karsten Skov,Venstre,121
Søren Nielsen,Dansk Folkeparti,105
Lars Barthold Hansen,Liberal Alliance,79
Rebecca Hoffmann,Venstre,78
Børge Løve,Moderaterne,78
Michael Graakjær,SF,75
Zena Khalek,Konservative,73
Nina Brix Petersen,Dansk Folkeparti,68
Tim Warner,Liberal Alliance,59
Jan Hansen,SF,58
John Dalsgaard,Venstre,58
Jette Weiss,Danmarksdemokraterne,57
Tina Høve,Venstre,56
Rasmus Meggele Stein,Moderaterne,49
Susanne Haunsvig,Konservative,46
Hans Peter Michaelsen,Venstre,41
Jytte Jensen,Danmarksdemokraterne,40
Peter Roswall,Enhedslisten,39
Ib Petersen,Socialdemokratiet,35
Jan Huneck,Socialdemokratiet,35
Maria Staffe,Alternativet,34
Jan Allan Andersen,Alternativet,34
Sarah Sjølin Lilaa,Liberal Alliance,33
Silas Ipsen,Konservative,32
Julie Maimann,Liberal Alliance,30
Carl Skou,Venstre,29
Kim Kær Nielsen,Venstre,27
Michael Ring Møller Jensen,Konservative,26
Birgit Kryger,SF,25
Joy Estlander,Alternativet,25
Peder Krogsgaard,Venstre,22
Mary Viller,Moderaterne,22
Majbrit Bjerke,Socialdemokratiet,22
Mariane Synøve Smed,SF,21
Dorthe Gyldenkærne,Radikale,21
Eskild Olsen,Konservative,20
Axel Mølgård Andersen,Venstre,18
Kitt Juhl,Dansk Folkeparti,17
Mogens Møller,SF,17
Lennie Fredskov Hansen,Konservative,16
Thomas Duerlund Falkenberg,Radikale,15
Steen Hemmeshøj,SF,15
Ruben Lykke Pedersen,Venstre,12
Frank Edvard Hansen,Socialdemokratiet,12
Hans Chr. Rasmussen,SF,11
Ulf Lolk Larsen,Radikale,6
Frank Kronborg Christensen,Socialdemokratiet,5
Leif Griffenfeldt Carlsen,Moderaterne,5
Tyge Birk,Radikale,4
