kandidat,parti,stemmer
Jakob Toftebjerg,Venstre,15
"Kasper Glyngø, Juelsminde",Socialdemokratiet,8
"Mikael Mogensen, Bjerre",Enhedslisten,4
"Helle Obenhausen Mortensen, Snaptun",Socialdemokratiet,4
Søren Vanting,Moderaterne,3
"Mads-Peder Winther Søby, Juelsminde",SF,3
Lars Poulsen,Venstre,3
Ole Vind,Venstre,2
"Sandie Tøttrup, Hornborg",Liberal Alliance,1
Thrine Rimdal Nørgaard,Venstre,1
"Liselotte Hillestrøm, Juelsminde",Socialdemokratiet,1
"Hanne Grangaard, Tørring",Socialdemokratiet,1
Merete Skovgaard,Venstre,1
"Erik Morell, Glud",Enhedslisten,1
"Kennet Bøeg-Jensen, Juelsminde",Dansk Folkeparti,1
"Birgit Jakobsen, Lindved",Kristendemokraterne,1
"Jan Løvbjerg, Klejs",J,1
Herluf Møller,Danmarksdemokraterne,0
Hans Vacker,Venstre,0
"Finn Kejfe Abrahamsen, Hedensted",Socialdemokratiet,0
Hans Kristian Skibby,Danmarksdemokraterne,0
"Henrik Alleslev, Ølsted",Socialdemokratiet,0
"Frank Lynge Jensen, Barrit",Konservative,0
"Boye Høj, Rask Mølle",Dansk Folkeparti,0
"Troels Demant, Juelsminde",Konservative,0
Ulrik Thomsen,Moderaterne,0
"Dorrit Haulrich, Stouby",Socialdemokratiet,0
Annette Bolvig,Venstre,0
Viggo Kjær Poulsen,Venstre,0
"Anders Bruhn Olesen, Hornborg",SF,0
"Allan Mølgaard Grosbøl, Hedensted",Socialdemokratiet,0
"Britta Thomsen, Juelsminde",Kristendemokraterne,0
"Diana Sofie Beurze, Hornborg",Liberal Alliance,0
"Dennis Ørnfelt, Juelsminde",Enhedslisten,0
"Claus Thaisen, Uldum",Socialdemokratiet,0
"Claus Sørensen, Tørring",Konservative,0
"Tobias Daugaard, Ølsted",Liberal Alliance,0
"Claus Græsholm, Hedensted",Enhedslisten,0
Claus E. Nielsen,Venstre,0
"Tonni Olesen, Juelsminde",Konservative,0
"Torben Gregersen, Rask Mølle",Socialdemokratiet,0
"Marlene Rønnow Jørgensen, Hedensted",Konservative,0
Mette Herløv Jepsen,Venstre,0
"Magnus Nielsen, Tørring",Liberal Alliance,0
"Kurt Vind Christiansen, Juelsminde",Liberal Alliance,0
"Lars Jensen, Løsning",Konservative,0
"Lars Juul Jensen, Hornsyld",Enhedslisten,0
"Laurids Madsen, Stouby",Kristendemokraterne,0
"Mads Damgaard Mortensen, Hedensted",Alternativet,0
"Line Marotzke, Hedensted",SF,0
Simon Bendfeldt,Venstre,0
"Louise Stenmann, Ølholm",Socialdemokratiet,0
Rune H. Mikkelsen,Danmarksdemokraterne,0
"Ronny Roy Nielsen, Stouby",SF,0
Peter Sebastian Petersen,Venstre,0
Pia Grønvang Stilling,Venstre,0
"Ove Kjærskov Nielsen, Hedensted",Dansk Folkeparti,0
Morten Blenker,Venstre,0
"René Majland Bidstrup, Daugård",Kristendemokraterne,0
"Kurt Lundstad, Lindved",Dansk Folkeparti,0
"Steen Christensen, Løsning",Socialdemokratiet,0
"Knud Capion, Daugård",Kristendemokraterne,0
Jens Ottosen,Venstre,0
Jens Peter Høllsberg,Venstre,0
"Jens Seerup Nielsen, Løsning",Kristendemokraterne,0
Jeppe Mouritsen,Venstre,0
Pia Kristoffersen,Danmarksdemokraterne,0
"Jesper Flensted, Uldum",Dansk Folkeparti,0
"Jette-Kirsten Larsen, Bjerre",Konservative,0
Søren Moss Rasmussen,Venstre,0
Jeanette Hjerrild Würtz,Venstre,0
"Jacob Ejs, Daugård",Socialdemokratiet,0
"Kenneth Lohmann, Hedensted",Kristendemokraterne,0
"Steffan Rosenhede Jensen, Løsning",SF,0
Kim Tuominen,Venstre,0
Kirsten Sander Iversen,Danmarksdemokraterne,0
"Knud Aage Jensen, Tørring",G,0
"Julie Maaløe, Hedensted",Socialdemokratiet,0
"Jørgen Brandt, Hedensted",Konservative,0
