kandidat,parti,stemmer
Knud Vincents,Venstre,5288
Britta Huntley,Socialdemokratiet,2378
Henrik Brodersen,Dansk Folkeparti,1085
Anne Bjergvang,Socialdemokratiet,991
Jane Dahl,Konservative,863
Nordin Laursen,Socialdemokratiet,852
Lis Tribler,Socialdemokratiet,789
Tina Lyngbye,L,615
Anders Koefoed,Venstre,610
Nikoline Warming,SF,607
Søren Lund Hansen,Dansk Folkeparti,581
Nikolaj Bjørk Christensen,Venstre,553
Dina Person,Danmarksdemokraterne,544
Mick Keller,Liberal Alliance,532
Karin Tellerup Have,Konservative,531
Sofie Janning,Socialdemokratiet,509
Unnie L. B. Oldenburg,Socialdemokratiet,474
Ali Yavuz,Socialdemokratiet,458
Phillip Westh Weirup,Konservative,451
Anja Nielsen,Venstre,432
Thomas Clausen,Enhedslisten,420
Stine Søgaard,Venstre,394
Marlene Bilenberg,Socialdemokratiet,368
Jørgen Grüner,SF,366
Maja Kunzendorf,SF,361
Martin Rahn Johansen,Danmarksdemokraterne,360
Nicki Ottevig,Venstre,343
Palle Kristiansen,Danmarksdemokraterne,336
Peter Sonne,L,314
Noah Thilemann,Socialdemokratiet,299
Sara Mrsa,Enhedslisten,282
Troels Brandt,Radikale,276
Helle Dalsgaard,SF,273
John Dyrby Paulsen,Socialdemokratiet,270
Yasmin El-Jaji,Enhedslisten,258
Johnny Persson,Venstre,232
Simone Holme,Venstre,221
Dennis Albinus Jørgensen,Socialdemokratiet,195
Heidi Bjerre,Danmarksdemokraterne,186
Troels Christensen,L,181
Peter Emborg,Konservative,176
Frida Qvist Kristensen,Moderaterne,176
Helge Wedel,Liberal Alliance,158
Anders Nielsen,L,154
Josh Bjørkman,Venstre,153
Annia Meline Brogaard,Socialdemokratiet,152
Stig Thorup,SF,150
Sune Nors Glad,SF,144
Dennis Holm,Moderaterne,127
Poul Arne Bødker,Radikale,124
Annette Stærke,Radikale,123
Olaf Johansen,SF,117
Oliver Erichsen,Liberal Alliance,111
Jeppe Grøndahl Westh,Venstre,108
Martin Gøth-Bidstrup,Konservative,105
Anja Lisa Dalgaard,Radikale,102
Anette Voss,L,100
Thomas Vesth,T,100
Marie Mejer,Radikale,96
Gregers Maglekær,Liberal Alliance,95
Marianne Erica Nielsen,Dansk Folkeparti,94
Morten A. Larsen,R,92
Villum Christensen,Liberal Alliance,89
Natascha Henriksen,SF,86
Nageib Hanin,L,82
Arne Andersen,Danmarksdemokraterne,82
Marcus Danielsson,Venstre,81
Raul Puf,Socialdemokratiet,78
Mohamad Altayeb,Socialdemokratiet,76
Vibeke Nørly,Venstre,73
Anne Marie Larsen,Venstre,69
Jørn Kruse,Konservative,68
Sander Patrick Larsen,Liberal Alliance,66
Peter Lotinga,T,63
Johnny Gregersen,Enhedslisten,62
Lene Sieling,SF,60
Allan Øster Steensen,Dansk Folkeparti,60
Jess Roed Haupt,Dansk Folkeparti,58
Jytte Knuth,Venstre,58
Mads Konge,Moderaterne,57
Jonatan Frandsen,Socialdemokratiet,56
Sandra B. Wellendorph,R,55
Karin Øgaard Petersen,Venstre,54
Peter Stegmann,Venstre,52
Jan Henriksen,Socialdemokratiet,52
Sabrina Andersen-Jensen,Konservative,52
Emil Bredahl Lavsen,Konservative,45
Steen Aggergaard Sørensen,Venstre,43
Rene Toft,Venstre,42
Bjørn Nielsen,Venstre,42
Selene Ravn,Enhedslisten,39
Camilla Királyfalvy,Dansk Folkeparti,38
Stig Theede,Socialdemokratiet,38
Poul Bek-Pedersen,Radikale,37
Anja Borroe,Venstre,36
Jonas Petersen,Liberal Alliance,36
Mads Kofoed,Enhedslisten,34
Noah Myhre,Enhedslisten,32
Ingrid Bruhn-Petersen,Dansk Folkeparti,31
Louie Andersen,Liberal Alliance,28
Michael Salve Dragsbæk,Dansk Folkeparti,27
Annette Schøt,Enhedslisten,26
Egon Bo,Konservative,25
Mogens Bærendtsen,Enhedslisten,24
Lotte Brøns,T,23
Søren Herget,SF,22
Steen Hansen,SF,21
Henrik Kjær,Enhedslisten,20
Peter Bech,Venstre,20
Mette Jensen,SF,19
Kim Hardy Sørensen,SF,19
Kasper Jørgensen,L,18
Ruth Avlund Bek-Pedersen,Radikale,14
Jan Coermann,Radikale,12
Susanne H. Sandholdt,Konservative,10
Leif Scharling,SF,10
Søren Hansen,Venstre,10
Kim B. Sørensen,Moderaterne,10
Jacob Madum-Kyhl,Venstre,9
Kristina Delff Hedegaard,Venstre,9
Finn Thomsen,SF,8
Torben Rasmussen,Venstre,8
Stig Overkær,Venstre,8
Karen Hoffmeyer,SF,6
Jane Myrlund,T,4
