kandidat,parti,stemmer
Benedikte Kiær,Konservative,3194
Thomas Horn,Socialdemokratiet,1942
Noah James Donkin,SF,738
Ulla Kokfelt,Dansk Folkeparti,574
Marlene Harpsøe,Danmarksdemokraterne,523
Emilie Schumacher,Enhedslisten,483
Stine Eising,Liberal Alliance,483
Mette Lene Jensen,Venstre,472
Birgitte Bergman,Konservative,471
Bente Borg Donkin,SF,448
Malthe Jacobsen,Enhedslisten,379
Silas Drejer,Socialdemokratiet,378
Jens Bertram,Konservative,362
Bergur Løkke Rasmussen,Moderaterne,362
Marianne Victor Hansen,SF,319
Michael Mathiesen,Konservative,316
Thorbjørn Larsen,SF,288
Menderes Acikel,Socialdemokratiet,283
Betina Svinggaard,Socialdemokratiet,281
Kasper Hovgaard,Konservative,272
Knud Mogensen,Radikale,262
Janus Kyhl,Konservative,258
Harun Avdal,Socialdemokratiet,240
Lene Lindberg,Socialdemokratiet,228
Gert Dyekjær,Konservative,218
Daniel Boalth Petersen,Socialdemokratiet,214
Peter Poulsen,Socialdemokratiet,202
Knud Vinther Hansen,Konservative,191
Allan Berg Mortensen,Enhedslisten,188
Duygu A. Ngotho,Socialdemokratiet,179
René Spange,Danmarksdemokraterne,174
Vibeke Knudsen,Konservative,164
Carl Emil Møgelvang Nielsen,Moderaterne,163
Per Olsen,Dansk Folkeparti,162
Michael Lagoni,Konservative,159
Christian Weichel,Konservative,142
Rasmus Melgaard,L,139
Morten Westergaard,Venstre,133
Steen Boldsen,Konservative,132
Daniel Melgaard Jacobsen,Konservative,119
Merete Svalgaard Knuhtsen,Radikale,117
Claus Christoffersen,Socialdemokratiet,115
Morten Greve,Alternativet,102
Jørgen Bodilsen,Enhedslisten,95
Annette Steglich-Petersen,Radikale,95
Kasper Heebøll Harboe,Liberal Alliance,93
Michael Dam,L,91
Bjørn Cronquist,Liberal Alliance,90
Sarah Guldborg,Konservative,90
Anje Holmstad,Socialdemokratiet,89
Claus Birkelyng,Konservative,85
Lasse Dahlberg,Konservative,82
Salik Anders Rosing,Alternativet,81
Birgit Mørup,Radikale,80
Michael Høy Nedergaard,Socialdemokratiet,74
Lars Lindgaard-Jensen,Radikale,74
Kristina Kongsted,Venstre,69
Henrik Vang,Venstre,66
Nicholas Just Villadsen,Liberal Alliance,62
Rolf Westphal Eriksen,Kristendemokraterne,62
Martin Thor Pedersen,Socialdemokratiet,55
Annette Frøhling,Enhedslisten,52
René Schibler,Konservative,49
Niels Mørup,SF,48
Mads Jessen Jensen,Venstre,46
Frederik Müller,L,45
Kira Danholm,Liberal Alliance,45
Thomas Schelde Pedersen,Venstre,41
Max Tranebæk,Dansk Folkeparti,41
Thomas Kok,Moderaterne,40
Louise Gøtterup,Moderaterne,38
Birgitte Milling,E,34
Kim Bruhn,Radikale,34
Søren Klem,Moderaterne,31
Dan Zaklikowesky,Alternativet,31
Hanne Jakobsen,Radikale,29
Anders Taarnby Thomsen,Enhedslisten,28
Hakon Fynbo,Danmarksdemokraterne,28
Mads Lundby,Radikale,27
Johannes Joyce,Liberal Alliance,27
Simone Spånberg,Moderaterne,27
Susanne Dyhrberg,Konservative,21
Victor Lindberg,Venstre,21
Padideh Haghi,L,20
Kristian Marker Frederiksen,L,20
Jørgen Busch Christensen,L,20
Karin Andersen,Venstre,19
Nicklas Møller Danholm,Liberal Alliance,18
Richard O'Dwyer,Socialdemokratiet,15
Tomas Jacoby,T,13
Stefan Warburg,Y,13
Klaus Kesje,Konservative,12
Thomas Hjalmar,Socialdemokratiet,10
Bent Elling,Socialdemokratiet,9
Kirsten Marie Colding,Venstre,9
Jeanne Hedin,L,9
Cecilie C. Espensen,T,6
Mikael Heibrock Sørensen,Venstre,5
Søren Reinhardt Poulsen,Konservative,5
Marcus Andersen,L,5
Marcus Sabri,Moderaterne,5
René Jakobsen,T,4
Mikkel Munk Plum,T,4
Casper Bech,L,2
Freddy Jensen,Venstre,1
Betiel Meconnen,L,0
Lars Andersen,L,0
Frederik Eriksen,T,0
Claus Helge Nielsen,Liberal Alliance,0
