kandidat,parti,stemmer
Peter Hansted,Socialdemokratiet,542
"Bent Juul Sørensen, Dunkær",Danmarksdemokraterne,239
Iza Alfredsen,T,219
Knud Borck,Konservative,177
Mads Boeberg Hansen,Konservative,126
"Mads Kyrsting, Kragnæs",SF,111
Hans Peter Rønn Bolding,Socialdemokratiet,99
Flemming Boye,Dansk Folkeparti,97
Mark Ambech,Konservative,92
Inger-Marie Albertsen,Venstre,91
Carl Jørgen Heide,Konservative,84
Katrine Friborg,Socialdemokratiet,80
"Frederik Wulle, Marstal",Liberal Alliance,76
Erik Jørs,Radikale,74
Kristine Skytte Glue,Konservative,73
"Jens Weiss, Marstal",E,67
"Heidi Priebe Beck, Søby",SF,56
Sine Agerholm,L,55
Ole Holm Petersen,Venstre,50
Leo Holm,Konservative,33
Frank Thorsted,Konservative,32
Anja Valente,Socialdemokratiet,30
Ole Wej Petersen,Socialdemokratiet,28
Klaus Fynsk Norup,Socialdemokratiet,25
Ole Jensen,T,23
Johannes Renneberg,Socialdemokratiet,19
"Marianne Domdal Østenkjær, Marstal",E,17
"Rasmus Byg, Dunkær",SF,16
Gitte Slejborg,L,16
"Charlotte Aabye, Ommel",Danmarksdemokraterne,15
"Karsten Bil, Vesterløkke",Danmarksdemokraterne,14
Ole Gilberg,Konservative,13
Jørn Skovsgaard,Radikale,12
Sebastian W Blawat,Konservative,10
Ole Jes Iversen,Radikale,10
Anne Hejse,L,10
Marie Kreuter,T,9
"Thomas Estrup, Søby",Liberal Alliance,9
Majbrit Franklin Kock,Venstre,8
Bjarke Juel Helt,Konservative,7
Peder Vilhelm Sørensen,Socialdemokratiet,7
Helle Henrikka Mattsson,L,7
"Metha Feddersen, Ærøskøbing",E,6
Agnes Haugaard,Radikale,5
Jørgen Roos,Socialdemokratiet,3
"Timm Nielsen, Marstal",E,2
Allan Sydtoft,T,2
Bjarne Nissen,Venstre,2
"Claus Hjermind, Marstal",E,2
Lars Rimfalk Jensen,Radikale,1
"Harvey Metcalf, Marstal",E,1
"Henrik Lek, Søby",Danmarksdemokraterne,1
Thomas Wang Larsen,Konservative,0
Carsten Wolff Hansen,L,0
"Svend Aage Secher, Skovby",E,0
