kandidat,parti,stemmer
Michael Ziegler,Konservative,4990
Peter Faarbæk,Socialdemokratiet,944
Lars Prier,Dansk Folkeparti,675
Esat Senturk,Radikale,507
Nadeem Farooq,Radikale,480
Julie Tyle Pedersen,SF,406
Ikram Safi,Radikale,390
Anne Mette Bak,Socialdemokratiet,372
Thomas Bak,Socialdemokratiet,361
Hugo Hammel,Socialdemokratiet,335
Nina Strøm Tønnes,Socialdemokratiet,293
Kurt Scheelsbeck,Konservative,292
Oguzcan Yüksel,Socialdemokratiet,274
Emil Viskum,Enhedslisten,259
Lisbeth Kjærholt,Venstre,240
Thomas Radtleff,Konservative,239
Toke Elling,Konservative,233
Turan Akbulut,Konservative,216
Tobias Harpsøe,SF,203
Simon Bøtkjær Nielsen,Konservative,201
Henrik Torning,Konservative,184
Dogan Durukan,SF,180
Mikael Emanuel,Konservative,176
Sidse Gry Jeppesen,Enhedslisten,161
Melis Aydin,Konservative,159
Jeanette Ingemann,Konservative,144
Maj-Britt Hartvig,Konservative,141
Erik Mørch,Dansk Folkeparti,134
Marjan Ganjjou,Konservative,128
Nicki Wassmann Brøchner,Liberal Alliance,118
Ahmet Kücük,Enhedslisten,117
Ann-Kathrine Sørensen,Konservative,116
Sarfraz Ashraf,Frie Grønne,109
Ken Patrick Petersson,SF,108
Otto Asbjørn Rasmussen,Socialdemokratiet,92
Casper Dahl Stenfelt,Socialdemokratiet,82
Conny Trøjborg Krogh,SF,80
Stine Klok,Enhedslisten,80
Line Christoffersen,Moderaterne,77
Else Stokholm,Dansk Folkeparti,72
Maria Rubin Nicolajsen,Radikale,67
Malene Thackrah,Socialdemokratiet,64
Asger Birk Jensen,Socialdemokratiet,64
Katrine Nygaard Hartvig,Konservative,62
Mette Gagner,SF,62
Rasmus Varnich Blumensaat,Enhedslisten,59
Trine Jeppesen,Enhedslisten,50
Flemming Hansen,Dansk Folkeparti,48
Ibrahim El-Khatib,Radikale,44
Jamal Mahjoub,Radikale,40
Peder Helt,Moderaterne,37
Vivi Holt,Konservative,34
Steffen Larsen,Socialdemokratiet,34
Stefan Ørsted Petersen,Socialdemokratiet,32
Rejan Azad,Konservative,30
Lene Breuning,Dansk Folkeparti,27
Frederik Lauenborg Johnsen,Liberal Alliance,25
Mimi Nguyen,Konservative,24
René Arnt,Moderaterne,23
Hans-Henrik Høg,Enhedslisten,21
Henrik Pangel,Dansk Folkeparti,21
Poul Bonderup,Venstre,18
Kjeld Espersen,Radikale,15
Tina Løyche,Venstre,14
Preben Bjørn Madsen,Enhedslisten,14
Halil Kara,Enhedslisten,13
Karsten Toksvig,Venstre,10
Finn Søder,Konservative,9
Michael Naurbjerg,Radikale,8
Maria Gullestrup,Radikale,7
Lone Simonsen,Konservative,6
Jørgen Jensen,SF,6
Irene Ottesen,Konservative,5
Allan Bolvig,Dansk Folkeparti,5
Michael Frandsen,Venstre,4
Frede Nilsson,Enhedslisten,2
Andreas Winther Hvilsom,Enhedslisten,1
Morten Hoffmann-Timmol,Venstre,1
