kandidat,parti,stemmer
Mikael Klitgaard,Venstre,2212
Bettina Bøcker Kjeldsen,Socialdemokratiet,1446
Thomas Krog,SF,531
Steen Søgaard Petersen,J,476
Carsten Ullmann Andersen,Danmarksdemokraterne,461
Peter Stecher,Konservative,444
Line Vanggaard Pedersen,Venstre,443
Nadja Aarøe Simonsen,SF,414
Danny Rosenkilde,Dansk Folkeparti,397
Dennis Kvesel,Venstre,388
Simon Aagaard,J,378
Mathias Christensen,Venstre,378
Alexander Aaen,Venstre,347
Lasse Riisgaard,Venstre,307
Marianne Fristrup,J,301
Anne Vejrum,Venstre,267
Henning Jørgensen,SF,266
Klaus Riis Klæstrup,Venstre,256
Karen Tilma,Konservative,254
H. C. Holst,Venstre,250
Jakob Hassingboe,Socialdemokratiet,244
Lone Clausen,Socialdemokratiet,235
Jamie Voldby,Danmarksdemokraterne,234
Jesper Larsen,Socialdemokratiet,229
Malene Fisker,Venstre,228
Kristian Abel Rasmussen,Danmarksdemokraterne,226
Ole Andersen,Socialdemokratiet,224
Johnni Olesen,Venstre,223
Margit Chemnitz,Venstre,222
Niels Vestergaard Salling,Venstre,216
Allan Havsager,Venstre,215
Jens Andersen,Venstre,213
Eva Dam,Venstre,174
Nicolaj Ritter,Danmarksdemokraterne,170
Christen Bager,Socialdemokratiet,166
Christina Eilers,Enhedslisten,162
Niels Grønbæk,Dansk Folkeparti,159
Janni Høybye,Konservative,156
Johannes Trudslev,Socialdemokratiet,140
Dorthe Kerschus,Radikale,139
Kristian Hedelund,Konservative,134
Thomas Skovgaard,Moderaterne,133
Ole Jespersgaard,Socialdemokratiet,131
Arne M. Jensen,Socialdemokratiet,122
Marianne Jensen,Socialdemokratiet,119
Tim Toldbod,Venstre,116
Annette Nielsen,Socialdemokratiet,112
Caroline Kusk,Enhedslisten,88
Emilly Pedersen,Socialdemokratiet,86
Thomas Kjær,J,80
Svend Bjerre Bøgh,Venstre,73
Mattias Wennbring,Venstre,68
Lars Erling Sørensen,D,66
Gitte Rye Larsen,SF,58
Adnan Y. M. Jedon,Socialdemokratiet,49
Jacob Høfler,Venstre,49
Karsten Andreasen,Konservative,48
John Kaptain,Venstre,46
Kristina Johansen,SF,43
Per Hjermitslev,Danmarksdemokraterne,43
Christian Sonne-Schmidt,Venstre,43
Lasse Mejer Petersen,Enhedslisten,40
Rasmus Falck Østergaard,Enhedslisten,36
Trine Fruergaard Johansen,SF,36
Mogens Gregersen,J,35
Karen Strandfelt,Socialdemokratiet,34
Jeanette Maints,SF,34
Gorm Simonsen,Radikale,33
Mai Jensen,Enhedslisten,32
Mikael Christensen,Konservative,30
Jan Sonne-Schmidt,Socialdemokratiet,29
Annemette Chemnitz Eilers,Enhedslisten,26
Lars Kaae,SF,25
Jette Schiønning Aasholm,Konservative,25
Anton Brandt Linnet,Enhedslisten,21
Jan Rønnov,Konservative,16
Christian Sejlund,Konservative,16
Oliver L. V. Simonsen,Venstre,11
Christian Simonsen,D,10
Jan F. Johansen,Konservative,8
Ole Agger Hansen,Konservative,5
Torben Houge Nielsen,Konservative,5
