kandidat,parti,stemmer
"Frands Fischer, Gl. Rye",Socialdemokratiet,2885
"Anne Heeager, Skanderborg",Radikale,1592
"Christian Wibe-Marker, Skanderborg",Konservative,1083
Charlotte Vindeløv,SF,1070
"Torben Wallner, Hørning",Konservative,930
"Michael Stensig Bertelsen, Hørning",Socialdemokratiet,849
"Peter Kruse, Skanderborg",Liberal Alliance,824
"Jens Szabo, Ry",Venstre,819
"Birgitte Majgaard, Galten-Skovby",Konservative,782
"Trine Frengler, Herskind",Socialdemokratiet,693
"Andreas Tang-Brock, Ry",Socialdemokratiet,660
"Tommas Leth, Stilling-Gram",Socialdemokratiet,653
"Claus Bloch, Låsby",Venstre,635
"Morten Møller, Galten-Skovby",Venstre,632
"Martin Ingemann-Kristiansen, Virring",Venstre,591
Laura Riddersholm,SF,588
"Christina Bottke, Skanderborg",Venstre,582
"Martin Frausing Poulsen, Skanderborg",Danmarksdemokraterne,555
"Annette Haagerup, Gl. Rye",Venstre,547
"Ole Drøgemüller, Galten-Skovby",Radikale,547
Claus Leick,SF,544
"Sebastian Støckler, Hørning",Venstre,521
"Frank W. Damgaard, Stilling",Socialdemokratiet,495
"Kristian Risager Larsen, Galten-Skovby",Radikale,475
"Kristian Kilt, Stjær",Radikale,462
"Anni Schmidt Pedersen, Skanderborg",Socialdemokratiet,401
"Frank Møller Worch, Skanderborg",Socialdemokratiet,401
"Jesper Arbo Frederiksen, Galten-Skovby",Socialdemokratiet,390
"Bettina Rix, Galten-Skovby",Venstre,372
"Charlotte Strandgaard, Bjedstrup",Socialdemokratiet,364
"Peter Glibstrup, Voerladegård",Venstre,332
"Henning Sejer Jakobsen, Hørning",Socialdemokratiet,329
Ole Juhl Jeppesen,SF,320
"John Haarup Laursen, Stjær",Danmarksdemokraterne,317
"Lena Aavild, Ry",Konservative,309
"Ditte Højvang Petersen, Ry",Socialdemokratiet,296
Frank Rune Kristensen Nielsen,Dansk Folkeparti,288
"Natalia Rafn, Gl. Rye",Enhedslisten,246
"Johan Hjorth Jacobsen, Hylke",Socialdemokratiet,229
"Malene Ringberg, Hørning",Moderaterne,214
Matilde Bjerregaard,SF,206
"Jesper Pilgaard Koldsø, Galten-Skovby",Liberal Alliance,171
Rasmus Wagner,SF,168
"Peter Kjær, Låsby",Enhedslisten,167
"Michael Valentin Ilsø, Hørning",Liberal Alliance,163
Bente Strager,SF,157
"Lærke Klitgaard, Ry",Radikale,156
"Bo Dencker, Skanderborg",Radikale,139
Søren Lahn Sloth,SF,131
"Trine Vind, Søballe",Alternativet,128
"Lasse Damsø Pedersen, Skanderborg",Konservative,127
"René Gabs Bargisen, Skanderborg",Radikale,127
"Susan Kronborg, Skanderborg",Moderaterne,123
"Linda Andrea, Skanderborg",Liberal Alliance,120
"Victor Johan Andrea, Skanderborg",Liberal Alliance,119
"Arne Lægaard, Skanderborg",Venstre,117
"Poul Melgaard Johansen, Låsby",Danmarksdemokraterne,114
"Henning Baverslund Jokumsen, Vitved",Danmarksdemokraterne,105
Vivian Frederiksen,Dansk Folkeparti,101
"Katja Hillers, Ry",Radikale,97
"Tine Riisbøll, Skanderborg",Enhedslisten,97
"Lars Clausen, Tebstrup",Konservative,93
"Dennis Bramsen, Skanderborg",Socialdemokratiet,92
Daniel Aage Holm,Dansk Folkeparti,84
"Lars Jegstrup, Galten-Skovby",Socialdemokratiet,77
"Maj Bjerno, Galten",Enhedslisten,75
"Anette Cecilie Skriver, Gl. Rye",Enhedslisten,69
"Simon Enni, Ry",Enhedslisten,65
"Henrik Qvist, Ry",Enhedslisten,61
Brian Fuglsang,SF,56
"Jørgen Høilund-Carlsen, Skanderborg",Danmarksdemokraterne,55
"Rasmus Bergholdt, Skovby",Radikale,50
"Thomas Madsen, Skanderborg",Liberal Alliance,48
"Steffen Gram Lauridsen, Gl. Rye",Venstre,47
"Henning Elgaard Andersen, Hørning",Konservative,44
"Hanne Stender Damkjær, Hørning",Radikale,43
Eigil Frederiksen,Dansk Folkeparti,35
"Iben Bitsch, Skanderborg",Enhedslisten,33
"Arnbjørn Vatnhamar, Gjesing",Moderaterne,30
"Christoffer Schou, Skovby",Radikale,15
"Claus Wiese, Skanderborg",Moderaterne,15
"Per Laursen, Skanderborg",Liberal Alliance,13
"René Rafn, Gl. Rye",Enhedslisten,5
