kandidat,parti,stemmer
Merete Amdisen,Socialdemokratiet,1079
Annelise Madsen,D,726
Awale Mohamed,Socialdemokratiet,474
Kalbiye Yüksel,SF,373
Pia Skourup,Venstre,351
Sami Deniz,SF,344
Betina Havmand Demir,L,340
Otto Madsen,Dansk Folkeparti,284
Thomas Hjorth Rasmussen,Socialdemokratiet,267
Murat Kütük,Socialdemokratiet,266
Seyit Ahmet Ozkan,L,240
Lizette Cramon,Konservative,238
Frank Clausen,Liberal Alliance,190
Ali Güvercin,Radikale,180
Ronnie Efland,Socialdemokratiet,145
Selcuk Mehmet Ozcan,L,141
Erkan Yapici,Socialdemokratiet,134
Helle Schaldemose Bagger,Socialdemokratiet,103
Lennart Hartmann,Liberal Alliance,99
Ole Wedel-Brandt,Enhedslisten,99
Rikke Porting Høffding,SF,97
Bayram Yüksel,Socialdemokratiet,93
Jilali Daf,Socialdemokratiet,93
Abdul Rehman Khan,Moderaterne,87
Ole Beckmann,Venstre,83
Johnny Agerby,Venstre,66
Jørn Højmark,Socialdemokratiet,65
Ole Bjørstorp,L,64
Torben Frederiksen,D,62
Milishia Moradi,L,62
Susanne Sølling Ryding,Enhedslisten,58
Jonas Holm,L,57
Zinije R. Feim,L,56
Bakhtiar Abdelrahman Mohamad-Amin,L,53
Natasha Carstens,SF,53
Henrik Olsen,Socialdemokratiet,52
Susanne Heckmann,Moderaterne,52
Kathrine Bley Amdisen,Socialdemokratiet,43
Aase Bagger,Socialdemokratiet,41
Waris Mahmood,Radikale,39
Kasper Bjering Søby Jensen,Socialdemokratiet,37
Helle Marianne Olesen,Radikale,36
Kjeld Hildebrandt Hansen,D,30
Johnnie Flindt,L,29
Maria Ronild,Venstre,28
Diana Hemdrup,SF,27
Michael Brostrøm,D,21
Benny Hansen,D,20
Anja Cedervang,D,19
Karen Trine Cedervang,D,19
Peter Stenberg,L,17
Ektaj Sulejmanovski,Radikale,16
Rasmus Boné,Venstre,16
Jan Nejdl Salomonsen,Enhedslisten,16
Anna-Sofie Elle Skov,Liberal Alliance,15
Anders Olsen,Moderaterne,15
Gitte Iskov,L,11
Helene Bendiksen,L,10
Hans-Christian Sundebo,D,10
Peter Riise,Liberal Alliance,9
Ibrahim Özdemir,SF,9
Ulrik Bjørn Nielsen,Venstre,8
Malene Nielsen,L,8
Steen Dilling,Radikale,7
Hasibe Dönmez,Radikale,6
Pernille Otto,SF,5
Henriette Tybjerg,D,3
Kjeld Neumann,Venstre,3
John Dinesen,Socialdemokratiet,3
Flemming Gylling,Venstre,1
Karl Bilde Jensen,Socialdemokratiet,1
