kandidat,parti,stemmer
Johannes Lundsfryd Jensen,Socialdemokratiet,585
"Anders Møllegård, Ejby",Venstre,529
Lars Vigsø,Socialdemokratiet,242
Steffen Daugaard,Dansk Folkeparti,235
Jonas René Jensen,Danmarksdemokraterne,188
Linda Johnsen,SF,186
Louise Mejnert Ferslev,Liberal Alliance,162
Louise Gade Ellekrog,Socialdemokratiet,143
Jes Rønn Hansen,Socialdemokratiet,138
"Line Thingberg, Middelfart",Venstre,132
Ulla Sørensen,Socialdemokratiet,122
"Karin Riishede, Strib",Venstre,120
"Marc Melgaard, Strib",Venstre,111
"Kent Mosgård, Middelfart",Venstre,110
Maria Lund Nielsen,Alternativet,110
Steen Dahlstrøm,Socialdemokratiet,105
Anja Reilev,Socialdemokratiet,99
Mads Brodersen,SF,91
Alex Gren,Socialdemokratiet,90
"Lasse Schmücker, Båring",Enhedslisten,83
"Morten Weiss-Pedersen, Middelfart",Konservative,74
Jan Pieler,Liberal Alliance,73
"Mads Emil Møller, Båring Vig",Venstre,72
Andreas Lausen,Moderaterne,70
Sara Stubgaard-Schmidt,Socialdemokratiet,69
"Elisabeth Tejlmand, Fjelsted-Harndrup",Radikale,58
Christiane Pape Lehrmann,Socialdemokratiet,58
Majken Andersen,Liberal Alliance,58
Eik Frikke,Socialdemokratiet,55
Susanne Rikke Hougaard-Nielsen,Dansk Folkeparti,55
Morten Bender Adamsen,Y,54
Grete Berggren,Socialdemokratiet,50
"Irene Tørnæs, Middelfart",Venstre,48
Allan Buch,Socialdemokratiet,47
Maja Weimar,SF,45
"Jakob Kærsbøl, Kauslunde",Venstre,42
Josefine Vilvig Kristensen,SF,42
"Jens Andersen, Båring",T,39
Eigil Kristensen,SF,35
Jakob Finn Wiis Tønnesen,Socialdemokratiet,32
Anne Fredberg,Socialdemokratiet,31
Linda Frølund,Alternativet,29
"Lars S. Ellegaard, Middelfart",Venstre,28
"Brian Salomonsen, Middelfart",Radikale,27
Amalie Kallesøe Bergholdt,Socialdemokratiet,26
Peter Liltorp,SF,26
Valdemar Kaas Ibsen,Danmarksdemokraterne,24
"Nanna Lehmann Hansen, Nørre Aaby",Enhedslisten,24
Kim Lund,Danmarksdemokraterne,24
"Lars Boesen, Strib",Radikale,23
Jeanett Wraae,Socialdemokratiet,22
"Camilla Dalum Jensen, Nørre Aaby",Enhedslisten,21
"Paw Nielsen, Nørre Aaby",T,20
"Sandie Lind Brand, Brenderup",T,19
"Johnny Ancher, Middelfart",Frie Grønne,19
Lars Mejsner,Danmarksdemokraterne,17
"Morten Pabst Petersen, Middelfart",Enhedslisten,17
"Kaj Piilgaard Nielsen, Brenderup",Venstre,17
"Lena Grøndal Kaspersen, Brenderup",Venstre,16
"Lars Sandberg, Middelfart",Venstre,16
"John Kromann, Nørre Aaby",Venstre,16
Kris Straarup Jensen,Liberal Alliance,16
Jacob Bjørnskov Nielsen,Socialdemokratiet,15
"Helle Mortensen, Røjle",Radikale,14
"Hanne Askou, Fjelsted",Konservative,13
"Karen Johnsen, Roerslev",Enhedslisten,13
"Søren Harders, Strib",Venstre,12
"Leise Marcher, Skrillinge",Konservative,12
"Flemming Hansen, Strib",Konservative,11
"Kris Mortensen, Nørre Aaby",Venstre,11
"Jørgen Hansen, Nørre Aaby",Konservative,9
"Nicolaj Rasmussen, Middelfart",T,9
Søren Lehnskov,Danmarksdemokraterne,8
"Marianne Kyed, Båring",Venstre,8
"Mathilde  Mathiasen, Middelfart",Frie Grønne,8
Ole Nielsen,Socialdemokratiet,7
Steen Hansen,SF,7
John Jørgensen,Socialdemokratiet,7
"Marianne Carlsson, Gelsted",Konservative,7
Morten Kanstrup Thomsen,Socialdemokratiet,6
Esben Erichsen,Socialdemokratiet,5
"Camilla Schæbel, Middelfart",T,5
Jesper Slott,Moderaterne,5
Christoffer Vaaben Ladefoged,Alternativet,5
"Simon Enemærk Pedersen, Nørre Aaby",Enhedslisten,4
"Poul Løhde, Strib",Radikale,4
Klaus Pedersen,Socialdemokratiet,3
"Torben Brøchner Pedersen, Strib",Radikale,2
"Elisabeth H. Larsen, Gamborg",Konservative,2
"Claus Boje, Brenderup",Radikale,2
André Charles Knudsen,Alternativet,1
"Jakob Raae Petersen, Nørre Aaby",Venstre,1
