kandidat,parti,stemmer
Carsten Rasmussen,Socialdemokratiet,7520
Rune Kristensen,Konservative,2669
Kenneth Sørensen,Venstre,1879
Søren Revsbæk,Liberal Alliance,1301
Kasper Schneider,Liberal Alliance,1296
Süleyman Yücel,Venstre,1122
Githa Nelander,Dansk Folkeparti,1066
Charlotte Roest,Socialdemokratiet,809
Jette Leth Buhl,SF,772
Andreas Pourkamali,Radikale,733
Nickolai Hamann,Dansk Folkeparti,721
Gustav Mortensen,Socialdemokratiet,685
Ninna Buechek,Enhedslisten,647
Michael Perch,Socialdemokratiet,551
Nino Rizzato,Venstre,512
Anette Brix,Konservative,447
Stine Søgaard Normann,Radikale,436
Sandra Winther Aasted,SF,395
Rasmus Eliasen,Radikale,388
Jakob Ahrendt,Venstre,388
Pernille Steen,Venstre,335
Hanne Sørensen,Socialdemokratiet,325
Stine Andersen,Venstre,323
Per Sørensen,Socialdemokratiet,301
Marianne Olsen,Socialdemokratiet,292
Joakim Rex Blankschøn,Socialdemokratiet,287
Linda Frederiksen,Socialdemokratiet,281
Rico Carlsen,Venstre,276
Julie Kleis,Liberal Alliance,258
Lizette Laugesen,Danmarksdemokraterne,257
Tommy Lindegaard,Enhedslisten,253
Kim Laugesen,Danmarksdemokraterne,241
Patrick Elm,Dansk Folkeparti,235
Terkel Hansen,Venstre,224
Lene Søs Jonassen,Konservative,218
Marc Hvenegaard,Konservative,212
Mia Linda Møller,Moderaterne,205
Torben Johansen,Konservative,200
Nick Engmann Rehmeier,Radikale,195
Olivia Leth Buhl,SF,182
Regitze Harslund,Konservative,178
Jacob Jensen,Liberal Alliance,162
Kristian Skov-Andersen,Venstre,160
Bruno Jerup,Enhedslisten,156
Brian Hornbek,Socialdemokratiet,156
Michael Jørgensen,Socialdemokratiet,147
Mikkel Lerrin Schannong,SF,141
Rikke Engelbrecht Andersen,Venstre,129
Christian von Benzon,Socialdemokratiet,129
Karin Kambskard,Enhedslisten,126
Liselotte Katarina Rotfeld,Alternativet,121
Mikkel Kjærsgaard Petersen,Liberal Alliance,121
Thomas Pedersen,Dansk Folkeparti,116
Lisbeth Engbo,SF,115
Kasper Kristensen,Moderaterne,110
Mohamed Belhaiba,Socialdemokratiet,109
John Axelsen,Liberal Alliance,102
Jesper Ravnsbjerg,Socialdemokratiet,101
Lars Flemming Mogensen,Radikale,99
Stephanie Winther Jones,Socialdemokratiet,98
Alfred Østergaard,Venstre,89
Niels Ringvig,Venstre,88
Carsten Bering,Konservative,87
Ole M. Jung,Konservative,86
Aligo Francis,Socialdemokratiet,83
Jan Nielsen,Konservative,76
Christoffer Jørgensen,SF,76
Simon Hyldegaard,Konservative,74
Yurdal Cicek,Alternativet,72
Peer Jensen,SF,72
Helle Vivi Maple,SF,71
Carina Jacobsen,Socialdemokratiet,68
Mette Bielefeldt Bruun,Alternativet,68
Rene Faurskov,Liberal Alliance,67
Trine Bie,Radikale,66
Christian Brøndum,Venstre,65
Henrik Marchholdt Mikkelsen,Konservative,65
Robert Helstrup Hansen,Liberal Alliance,61
Rikke Bachmann,Konservative,60
Sabrina Vibeke Christiansen,Radikale,59
Mikkel Simonsen,Radikale,57
Tonny Ploug,Socialdemokratiet,53
Evals Gruevski,Socialdemokratiet,53
Stina Stubkjær,Venstre,52
Bjørn Hjorth Westh,Konservative,51
Maria Martens,Venstre,48
Claus Neergaard,Konservative,48
Signe Amalie Kragh Nielsen,Radikale,42
Henrik Mossner,Liberal Alliance,42
Christina Pagh,Socialdemokratiet,40
Mikkel Agerskov Jørgensen,Venstre,38
Flemming Wrist-Knudsen,Konservative,38
Claus Ditlev Larsen,SF,36
Michella Nathja Berling,Konservative,35
Steen Hvenegaard,Konservative,33
Jens B. Frederiksen,Radikale,32
René Schiøler,SF,32
Karen Løkke,Venstre,31
Henning Engholt Jørgensen,Radikale,31
Jan Kaspersen,Venstre,31
Thor Temte,Socialdemokratiet,30
Morten Hvidtfeldt,Konservative,30
Henrik Rasmussen,Socialdemokratiet,28
Bettina Hansen,Konservative,28
Estrid Husen,Socialdemokratiet,27
Villads Bech Pedersen,Liberal Alliance,23
Chris Harfeld,Konservative,22
Peter Fugl Jakobsen,Konservative,21
Eigil Storm,Konservative,20
Peter Steiness,Moderaterne,20
Marianne Olsen,Radikale,19
David Ingvorsen,Konservative,18
Jan Ståhlberg,Radikale,16
Irene B. Pedersen,Konservative,15
Claus Piper,Konservative,15
Jens Christian Jensen,Konservative,13
Tina Lindstorff Nielsen,Konservative,10
Susanne Boding Larsen,Konservative,10
Jesper Juul Skov,SF,9
Rikke Lücking Larsen,Radikale,7
Kjeld Vestergaard,Konservative,7
Jon Viderø,Konservative,6
Michaela Uldall Jensen,Konservative,5
Martin Christensen,Konservative,4
Niels Rasmusen,Konservative,4
Betina Kordoff,Konservative,2
Hans Jessen Jürgensen,Konservative,2
