kandidat,parti,stemmer
Alfred Brunsgaard,Venstre,2867
Kim Jepsen,Socialdemokratiet,1376
Anders Bøge,SF,1048
Betina Bugge,Danmarksdemokraterne,977
Preben Andersen,Dansk Folkeparti,777
Mia Johansen,SF,750
Per Jeppesen,L,696
Goska Rasmussen,Venstre,659
Ole Nannerup,Danmarksdemokraterne,578
Lissa Birkkjær Højmose,Socialdemokratiet,535
Rita Primdahl,Venstre,533
Erik Mortensen,D,498
Peter Hahn,Socialdemokratiet,464
Bo Futterup,Venstre,433
Ina Nyvang,Venstre,409
Mette Sloth Høstgaard,SF,354
Daniel Nors,Socialdemokratiet,338
Hanne Brogaard,Venstre,334
Jannie Leth Christensen,Liberal Alliance,333
Jørgen Christiansen,Venstre,270
Gregers Frederiksen,Venstre,266
Jesper Elbæk,Danmarksdemokraterne,259
Peter Mousten Vestergaard,Dansk Folkeparti,255
Morten Enggaard,Venstre,228
Simone Vestergaard Laursen,Venstre,221
Helle Madsen,Socialdemokratiet,208
Jan D. Andersen,Socialdemokratiet,202
Thomas Rosenkrands,Venstre,199
Ole Lindhard,L,180
Christian Lindhardt,Dansk Folkeparti,179
Claus H. Veile,Venstre,176
Lena Smed Olsen,Socialdemokratiet,176
Jens Knudsen,Venstre,169
Anders Simmelsgaard Krogh,Danmarksdemokraterne,168
Ruth Kristensen,L,164
Bjarne Linneberg,Konservative,163
Zenia Jacobsen,L,152
Henrik Bollesen Nielsen,SF,143
Niels Jørgen Birkholm Andersen,Danmarksdemokraterne,138
Kurt Nielsen,Venstre,132
Michael Lundsted Nielsen,Socialdemokratiet,131
Jens Poulsen,Venstre,130
Johnny Kent Knudsen,Socialdemokratiet,128
Cecilia Kühle Christensen,Liberal Alliance,125
Nicolai Metner,Liberal Alliance,125
Jette Vinther Nielsen,Danmarksdemokraterne,118
Hanne Jeppesen,Konservative,93
Sune Foldager,Enhedslisten,93
Mohammad Amin Soleymani,SF,92
Jens Have,Venstre,82
Allan Klein Sørensen,SF,65
Valentin Vorobat,Socialdemokratiet,63
Line Nordli,Venstre,62
Anders Skafte Hansen,Moderaterne,60
Martin Bertelsen,Socialdemokratiet,60
Ditte Rønde Andersen,Radikale,59
Gorm Wæhrens,L,59
Lars Thoft Thomsen,L,58
Helle Nørgaard Lundsby,Enhedslisten,57
Hassan Mahmoud Albarawi,L,57
Jacob Abildgaard,Enhedslisten,56
Egon Espersen,Radikale,49
Martin Kristensen,SF,48
Vagn Pedersen,SF,47
Svend Lund,Danmarksdemokraterne,45
Helle Meldgaard,Enhedslisten,44
Allan Pedersen,Venstre,42
Mike Nygaard,SF,37
Anni Due,SF,35
Palle Christensen,Konservative,34
Frits Laursen,SF,34
Jeppe Tandal Nielsen,SF,32
Maja Hellerup Pedersen,SF,32
Lars Offersen,L,29
Elsemarie Trøst,SF,28
Solveig Outsen,Enhedslisten,27
Dorthe Laigaard,Konservative,25
Thomas D. Sølvsten,SF,22
Else Stokholm,SF,22
Gustav Sieg Sørensen,Radikale,22
Ole Svenningsen,Radikale,22
Marianne Bro,L,21
Leif Winther,L,20
Kenneth J. Grinderslev,Konservative,19
Frank Kruse Jacobsen,SF,17
Søren Andersen,D,13
Jørgen Overgaard,Konservative,12
Lilian Iben Barnwell,L,12
Jørgen Justesen,Konservative,9
Jesper Høegh,SF,8
Lis Kofoed Jensen,Enhedslisten,7
