kandidat,parti,stemmer
"Kasper Bjerregaard, Lyngby",Venstre,2515
"Allan Gjersbøl, Grenaa",Socialdemokratiet,1165
"Aleksander Myrhøj, Fjellerup",SF,949
"Stinne Thorsen Kvorning, Auning",Liberal Alliance,661
"Ulf Harbo, Glesborg Kær",N,603
"Daniel Nyborg Jensen, Auning",Konservative,584
"Benny Hammer, Bønnerup Strand",Konservative,537
"Dag Kristiansen, Ørsted",Liberal Alliance,471
"Karoline Bergkvist Søgaard, Rimsø",Socialdemokratiet,422
Diana Therese Mikkelsen,Danmarksdemokraterne,417
"Niels Basballe, Grenaa",Socialdemokratiet,379
"Bente Hedegaard, Auning",Socialdemokratiet,366
"Helle Thomsen, Grenaa",Socialdemokratiet,345
"Rikke Albæk Jørgensen, Glesborg",Venstre,341
"Niels Ole Birk, Vivild",Venstre,337
"Benno Blæsild, Allingåbro",Venstre,319
"Jens Kannegaard Lundager, Veggerslev",Dansk Folkeparti,316
"Kasper Vindbjerg, Grenaa",SF,291
"Peter Poulsen, Ørsted",Venstre,290
"Fritz Birk Sørensen, Allingåbro",Socialdemokratiet,288
"Lars Møller, Grenaa",Socialdemokratiet,260
"Jytte Schmidt, Vivild",SF,259
"Martin Raghner, Grenaa",Konservative,247
"Agnete Brandt Grann, Auning",Venstre,195
"Laila Charlotte Jensen, Grenaa",Enhedslisten,176
Jens Holst,Danmarksdemokraterne,166
"Morten Torp, Grenaa",Socialdemokratiet,163
"Anders Stenumgaard Lind, Grenaa",Socialdemokratiet,163
"Michael Bengtson, Grenaa",Venstre,161
"Niels Skov Pedersen, Ørum Djurs",Konservative,158
"Søren Kejser, Rimsø",Venstre,151
"Thomas Rasmussen, Grenaa",Dansk Folkeparti,144
"Sebastian Halkjær-Grauert, Voldby",Liberal Alliance,138
Jens Warén Larsen,J,138
Benny Schmidt,Danmarksdemokraterne,132
"Pernille Rothmann Taubee, Vivild",Socialdemokratiet,125
"Mads Jensen, Grenaa",Konservative,107
"Lars Østergaard, Grenaa",Venstre,96
"Søren B. Arvidsen, Grenaa",Moderaterne,95
"Carl-Eric Würtz Pallesen, Grenaa",Socialdemokratiet,88
"Joachim Hougaard, Grenaa",Dansk Folkeparti,85
"Dan von der Lippe, Auning",Socialdemokratiet,85
"Britta Bertel, Ørsted",SF,84
"Ilka Daniel, Kristiansminde",Venstre,84
"Lise Caprani, Tvedhuse",N,82
"Benedikte Skov Pedersen, Ørum Djurs",Konservative,81
"Ann Skovkær, Revn",Liberal Alliance,71
"Jane Lind Jepsen, Auning",Dansk Folkeparti,67
"Johnny Lind Jepsen, Auning",Dansk Folkeparti,66
"Emil Munk Koust Hansen, Grenaa",Liberal Alliance,58
"Lars Gleerup, Skærvad",Dansk Folkeparti,58
"Jette Maul Nielsen, Grenaa",Venstre,57
"Jonas Eilersen, Grenaa",SF,51
"Lars Nielsen, Ørsted",Venstre,50
"Morten Mortensen, Grenaa",Socialdemokratiet,48
"Nanna Sofie Flindt-Larsen, Grenaa",N,48
"Steen Knoblauch, Nørager Mark",N,46
"Erik Boye Kirk, Trustrup",Socialdemokratiet,45
Rune Andersen,Danmarksdemokraterne,43
"Vincent Lucas Daniel, Kristiansminde",Venstre,42
"Jytte Faurholt Jacobsen, Hemmed",SF,41
"Klavs Bryld, Grenaa",Enhedslisten,39
"Taya Smith, Hemmed Mark",N,38
"Nina Albertsen, Grenaa",Socialdemokratiet,30
"Bjørn M. Sørensen, Ørsted",N,28
"Daphne Simonsen, Allingåbro",Enhedslisten,17
"Kai Hansen, Grenaa",Venstre,15
"Erik Kastberg, Gjerrild",SF,13
"Marianne Abell, Grenaa",Enhedslisten,11
"Gudrun Schøsler Pedersen, St. Sjørup",SF,11
"Flemming Mogensen, Karlby",N,10
"Georg Hansen, Grenaa",Enhedslisten,10
"Alice Holst Brask, Grenaa",Konservative,10
"Inky Remy, Bønnerup Strand",Enhedslisten,9
"Mogens Overballe, Grenaa",Enhedslisten,8
"Henrik Holmsted Pedersen, Robstrup",Enhedslisten,7
"Peder Toft, Lyngby",N,5
"Erik Christensen, Grenaa",Enhedslisten,4
"Ole Olesen, Grenaa",Konservative,3
