kandidat,parti,stemmer
Lone Jakobi,Socialdemokratiet,1635
Louise Louring,Venstre,1204
Nikolaj Enggård Fogh,Konservative,983
Niels Rosenberg,Konservative,762
Mariann Winther,Enhedslisten,714
Theis Rubinke Sørensen,SF,666
Finn Thranum,Venstre,328
Henriette Toftegaard,Konservative,275
Eva Carlslund,Socialdemokratiet,259
Klaus Rafael Jensen,Konservative,259
Lars Larsen,Konservative,241
Allan Werk,Venstre,237
Ole Lyngby Pedersen,Venstre,234
Rasmus Lind Bjerre,Liberal Alliance,224
Kresten Bjerre,Radikale,214
Katja Ivesøe,SF,213
Lars Bluhme,Socialdemokratiet,211
Torben Madsen,Socialdemokratiet,208
Hans Hammann,Venstre,197
Mette Kristensen,SF,186
Camilla Jæger,Socialdemokratiet,142
Jette Vestergaard,Dansk Folkeparti,121
Lene Aagaard,Venstre,113
Niels Povlsgaard,Liberal Alliance,109
Claes Jensen,Socialdemokratiet,103
Rie Ramsdal,Konservative,100
Jan Jørgensen,Dansk Folkeparti,96
Jesper Martinusen,Venstre,93
Sara Sloth Faaborg,Venstre,89
Magnus Thomasen,SF,85
Leif Gjørtz Christensen,Enhedslisten,84
Jan Kjærsgaard,Socialdemokratiet,76
Niels Jacobsen,Enhedslisten,76
Karl Hjalte Maack Raun,Radikale,75
Jan Gade,Venstre,67
Jesper Pedersen,Socialdemokratiet,66
Frank Hyldal,Konservative,63
Nikolaj Huus,Radikale,60
Magne Viggo Gregersen,Enhedslisten,59
Berit Røiseland,Radikale,52
Michael Faust Horsbøl,Konservative,48
Søren Grønlund Christensen,Socialdemokratiet,47
Sebastian Ribergaard Juul,Socialdemokratiet,43
Kim Nørgaard,Socialdemokratiet,38
Jens Winther,Moderaterne,35
Hanne Juhler Rasmussen,Enhedslisten,32
Henrik Nøjgaard,SF,30
Thomas Hammer-Jakobsen,Radikale,25
Keld Nyholm,Dansk Folkeparti,22
Parvaneh Abdoulmaleki,Venstre,21
Benedikte Sofie Werk,Venstre,20
Niels Tjustrup,Enhedslisten,18
Mogens Bedsted,SF,14
Henrik Opstrup,Enhedslisten,14
