kandidat,parti,stemmer
Benny Damgaard,Danmarksdemokraterne,1758
Marie-Louise Brehm Nielsen,J,1291
Holger Schou Rasmussen,Socialdemokratiet,1109
Birthe Lauridsen,Enhedslisten,752
Cecilie Louise Stabell,SF,545
Allan Blak,Dansk Folkeparti,536
Henning Alfred Rasmussen,J,421
Merete Meyer,Venstre,345
Tine Vinther Clausen,Venstre,337
Anes Halilovic,Socialdemokratiet,333
Henrik Jacobsen,Konservative,296
Anders Bo Jørgensen,J,282
Vibeke Grave,Socialdemokratiet,275
Leif Utermöhl,L,262
Ditlev Friderichsen,Konservative,256
Morten Ahmt,Danmarksdemokraterne,233
Knud Knudsen,Venstre,220
Martin Mickey,Liberal Alliance,215
Martin Boesen,Socialdemokratiet,212
Henrik Rasmussen,L,206
Bjarne Hansen,L,181
Janni Baad Pedersen,Danmarksdemokraterne,176
Muj Berisha,Socialdemokratiet,173
Torben Klitmøller Hollmann,Socialdemokratiet,169
Thomas  Østergaard,Socialdemokratiet,163
Frank Gravesen,D,160
Ole Krarup,SF,157
Jens Erik Kistrup,L,154
Jesper Volmer,Venstre,138
Torben Hansen,D,135
Marie Louise Villadsen,Enhedslisten,133
Karsten Jensen,Venstre,132
Dorthe Kærbo Christensen,Konservative,128
Frederik  Mortensen,Dansk Folkeparti,120
Brian Hansen,L,118
Stanley  Priergaard,J,117
Steffen Rasmussen,Socialdemokratiet,116
Lasse Falster,Socialdemokratiet,112
Ann-Britt Lærkedahl,Socialdemokratiet,111
Jan Erik Abildskov Nielsen,Enhedslisten,110
Diana Leicht Christensen,Socialdemokratiet,104
Lars Christiansen,SF,103
Klaus Svensson,Socialdemokratiet,95
Georg Pedersen,Danmarksdemokraterne,90
Mikael Andersen,Dansk Folkeparti,87
Martin Kristensen,J,86
Per Kim Nielsen,SF,86
Maria Dideriksen,Socialdemokratiet,86
Gry Hernø,Socialdemokratiet,83
Maricel Frandsen,Venstre,76
Henriette Hansen,L,69
René Frederiksen,L,67
Nanna Rydbirk,SF,65
Rebecca  Kølle,Dansk Folkeparti,61
Heidi Marqweis,Socialdemokratiet,56
Summer Juul Andersen,Socialdemokratiet,52
Klaus Møller,Konservative,50
Ola Matouk,J,48
Mike Clausen,SF,44
Chris Christiansen,Konservative,43
Candice Progler-Thomsen,Konservative,42
Benni Petersen,L,41
Maj-Britt Oreskov,Dansk Folkeparti,39
Eric Steffensen,Socialdemokratiet,37
Henriette Spandet Jensen,D,36
Henrik Øllegaard,Enhedslisten,35
Filippa Brehm Nielsen,J,34
Christine Kjeldgaard,Konservative,33
Niels Christian Devantier,Socialdemokratiet,33
Kristian Stokholm,Radikale,31
Lasse Christiansen,SF,29
Martin Vrede Nielsen,Socialdemokratiet,28
Jørgen Barner Jespersen,Liberal Alliance,25
Stig Øhl,L,25
Peter Gertsen,Venstre,24
Per Rasmussen,L,24
Per Skov Madsen,L,23
Patrick de Medici,Konservative,23
Jeannette  Lund-Hansen,D,20
Kasper Meng Date,SF,19
Erling Mortensen,D,18
Allan Friis,SF,18
Jan  Svitzer,D,17
Henriette Sørensen,J,15
Ibrahim Salman,Enhedslisten,15
Per Kovl,Dansk Folkeparti,15
Vibeke Steffensen,J,14
Ingelise Holde,Venstre,13
Christina  Berkowitz,Venstre,12
Flemming Højberg,Enhedslisten,8
Frans  Hansen,D,8
Knud Ærbo,Enhedslisten,6
