kandidat,parti,stemmer
Anders Winnerskjold,Socialdemokratiet,38064
Christian Budde,Venstre,6418
Thomas Medom,SF,6337
Jakob Søgaard Clausen,Danmarksdemokraterne,4582
Liv Gro Jensen,SF,4489
Sarah Jarsbo,Enhedslisten,4113
Gert Bjerregaard,Venstre,3981
Nicolaj Bang,Konservative,3560
Anna Thusgård,Socialdemokratiet,3327
Mette Bjerre,SF,3069
Mathilde Hjort Bressum,Venstre,2780
Metin Lindved Aydin,Radikale,2619
Mahad B. Yussuf,Radikale,2303
Kristian Sommer,Socialdemokratiet,2255
Peter Sporleder,Konservative,2090
Matilde Dueholm,Socialdemokratiet,1970
Isabella Heilmann,Enhedslisten,1915
Jesper Kjeldsen,Socialdemokratiet,1909
Martin Christensen,Venstre,1560
Anette Poulsen,Socialdemokratiet,1531
Lotte Friis Böing,Konservative,1492
Albert Rosenkrantz Conradsen,SF,1421
Michael Christensen,Liberal Alliance,1390
Thomas Kastrup Christensen,Dansk Folkeparti,1259
Bettina Nørkjær Franch,Radikale,1252
Nikoline Erbs Hillers-Bendtsen,Alternativet,1141
Polly Bak Dutschke,Moderaterne,1111
Eva Borchorst Mejnertz,Socialdemokratiet,1071
Malika Bøge Rosenskjold,Radikale,1021
Nanna Lippert Troelsen,SF,905
Steffen Wich,Socialdemokratiet,881
Gunvor Ganer Krejberg,SF,850
Louise Svenstrup,Liberal Alliance,837
Bjørn Olsen,Alternativet,822
Rasmus Anker Rysgaard,Radikale,799
Berit Rousing,Socialdemokratiet,790
Søren Jensen,Liberal Alliance,775
Jeppe Spure Nielsen,Alternativet,754
Hüseyin Arac,Socialdemokratiet,738
Bünyamin Simsek,Konservative,730
Abdirashid Sheikh,Socialdemokratiet,710
Mikkel Strube-Weber,Venstre,683
Tenna Røberg,Dansk Folkeparti,654
Mattias Agger,Radikale,639
Rasmus T. Mortensen,SF,591
Oliver Abildskov,Konservative,583
Hans Skou,Venstre,576
Karina Bundgaard,Enhedslisten,575
Henriette Hennelund,SF,566
Jeppe Ulrich Lomholt,Enhedslisten,550
Emil M. D. Christensen,Venstre,537
Shawn Owens,Konservative,531
Susanne Lund,Konservative,508
Almaz Mengesha,Venstre,468
Steffen Skovfoged,Venstre,468
Henrik Arens,Liberal Alliance,449
Cecilie Harrits,SF,447
Heidi Printzen,Konservative,414
Henrik Hjortshøj,Venstre,404
Sara Pernille Jespersen,Moderaterne,399
Aase Pedersen,Socialdemokratiet,399
Sebastian Kromann,Konservative,381
Sebastian Halvorsen,SF,380
Lone Sandholdt Jacobsen,Socialdemokratiet,374
Karina Dammand,Frie Grønne,370
Sune Thorleifsson,Liberal Alliance,347
Lise Jørgensen,Socialdemokratiet,336
Lisbeth Johnsen,SF,326
Mathilda Snefred Jokumsen,Enhedslisten,322
Antoniett Vebel Pharao,SF,320
Christian Vuust,Radikale,320
Sander Jensen,SF,316
Lone Haargaard,Venstre,311
Jens Salling,Konservative,307
Emma Marie Sørensen,Dansk Folkeparti,296
Peter Adolfsen Løhmann,Socialdemokratiet,293
Poul Holm Christensen,Moderaterne,282
Erik Back,Konservative,281
Bo Buchreitz,SF,273
Rud Larris,Enhedslisten,273
Henrik Ræder Clausen,Dansk Folkeparti,269
Bertram Fosnæs,Enhedslisten,268
Carsten Kruuse,Liberal Alliance,267
Martin Risgaard,Moderaterne,259
Sebastian Kaimson,Konservative,253
Jacob Skjærris,Konservative,251
Søren Hyldgård Poulsen,Dansk Folkeparti,249
Karina Konrad,Alternativet,245
Alia Chapook,Radikale,244
Peter Esmann,SF,243
Gitte Sturm,Danmarksdemokraterne,242
Thomas Stubbe Teglbjærg,Radikale,240
Anastasia Kratschmer,Enhedslisten,215
Aage Rais,SF,212
Iben Sønderup,Socialdemokratiet,211
Jacob Kampman,Liberal Alliance,211
Maja Albrechtsen,Socialdemokratiet,208
Bent Hansen,N,199
Jesper Steppat,Enhedslisten,195
Heino Hamborg Gudmundsen,Socialdemokratiet,195
Mads Madsen,Danmarksdemokraterne,187
Anna Calero,Alternativet,175
Laurits Nyholm Andersen,Venstre,174
