kandidat,parti,stemmer
Tenna Foyet,Danmarksdemokraterne,171
Anders Aggergaard Mikkelsen,Radikale,170
George Hinge,Socialdemokratiet,170
Nilas Bay-Foged,Alternativet,168
Mikkel Seier,Radikale,165
Henrik Olsen,T,165
Steen Jørgensen,N,164
Peter Kjær Flyvholm,Kristendemokraterne,161
Ajâja Hyttel,E,160
Ane Pind Bagge,Enhedslisten,159
Aksel Munch Søndergaard,SF,155
Benjamin Tvede,Konservative,153
Gustav Søndergaard,Moderaterne,145
Alexander Frost Nørfelt,Radikale,143
Annemarie Gottlieb,SF,142
Pax Meier,Enhedslisten,138
Jonatan Svendsen,Enhedslisten,133
Michael Høgh,Konservative,131
Christoffer Fossing Larsen,Dansk Folkeparti,129
Rasmus Juhl,Enhedslisten,129
Ina Marie Graneberg,Enhedslisten,128
Jan Foyet,Danmarksdemokraterne,126
Simon Stadsholt,Enhedslisten,121
Tharsika Thangarajah,Dansk Folkeparti,119
Eva Pannerup,Danmarksdemokraterne,118
Else Kayser,Enhedslisten,115
Elin Carlsen,Radikale,110
Jørgen Ø. Johnsen,Venstre,108
Michael Krogh Hansen,Socialdemokratiet,107
Birthe Sørensen Ahrendt,R,107
Torben Askholm Pedersen,J,105
Rune Meldgaard,Liberal Alliance,102
Julie Kaalund,Liberal Alliance,100
Claus Vildrik,Danmarksdemokraterne,99
Marianne Jensen,Enhedslisten,97
Andreas Hjalte Seeberg,SF,95
Niels Schriver,Enhedslisten,95
Dejla Mehdi,Enhedslisten,94
Joan Frausing,SF,93
Sinisa Lozo,Moderaterne,92
Ole Lindeborg Johansen,Konservative,92
Philip David Dolan Møller,Radikale,89
Jan René Christensen,E,89
Tenna Duch Schaldemose,Alternativet,83
Kresten Kjær Sørensen,Socialdemokratiet,81
Jørgen Dahlgaard,Radikale,81
Allan Friis,Enhedslisten,80
Jakob Hviid Nielsen,Enhedslisten,76
Simon Jørgensen,Danmarksdemokraterne,71
Alexander Nielsen,Liberal Alliance,70
Samsam Farah,Konservative,68
Samuel Holding,T,68
Theis Gunvald,E,68
Lucas Suong Lam,Enhedslisten,68
Leif Sørensen,Danmarksdemokraterne,67
Peter Bach-Nielsen,Radikale,60
Mads Dahl Thomsen,Enhedslisten,60
Annbritt Jørgensen,SF,60
Kim Lilholt Ruggaard,Enhedslisten,58
Ivan Lauridsen,SF,57
Emil Boost,R,57
Alina Mirza,Kristendemokraterne,56
Per Guldbrandsen,Enhedslisten,55
Tayo Lill Andreasen,Socialdemokratiet,53
Morten Sørensen,SF,50
Brian Basse Larsen,R,49
Jakob Lavrsen,Radikale,49
Carsten Borup,Alternativet,47
Thor C. Jonasen,Alternativet,44
Elanur Ersahan,Enhedslisten,44
Tyge Knudsen,Danmarksdemokraterne,44
Lone Degn,Enhedslisten,44
Andrea Mark Jepsen,Enhedslisten,40
Jens Jul Nielsen,Kristendemokraterne,39
Jørgen Friis,Danmarksdemokraterne,37
Theis Michelsen Nielsen,Radikale,37
Palle B. Rosenkilde,Kristendemokraterne,37
Anders Gerding Yde,SF,37
Morten Bentholm-Pedersen,Venstre,34
Robert Møldrup Axelsen,T,33
Jesper Thomassen,N,27
Mads Amstrup,Venstre,27
Niels Kurt Nielsen,N,24
Tina Hougaard Møller,P,23
Thomas Thuun Møller,N,22
Lisbeth Uhd,Enhedslisten,22
Marianne Skytt,N,17
Per B. Nielsen,R,16
Kaj Fischer Holm,Liberal Alliance,13
Krestian Thomsen Bie,SF,13
Agner Madsen,N,12
Peter Hjortkjær,T,12
Anette Boye Høgholm,N,12
Bjarne Thaarup,N,10
Jonathan Claudius Tengmark,Liberal Alliance,6
Nicklas N. Stærke,R,4
