kandidat,parti,stemmer
"Thomas Lykke Pedersen, Humlebæk",Socialdemokratiet,1895
"Soma Mayel, Kokkedal",Radikale,1139
"Jesper Tvilde, Fredensborg",Konservative,1039
Mie Stattau,Venstre,799
"Louise Mehnke, Kokkedal",Socialdemokratiet,771
Karina V. Jensen,SF,521
Steen Løfstrøm,Dansk Folkeparti,502
Mikkel Hartwich,Dansk Folkeparti,471
Bent Fischer-Nielsen,SF,435
"Sarah Lykke, Humlebæk",Socialdemokratiet,404
"Bettina Bové, Humlebæk",Radikale,374
"Charlotte Sander, Fredensborg",Socialdemokratiet,337
Helle Abild,Liberal Alliance,323
"Celine Lind Jakobsen, Kokkedal",Konservative,317
"Per Frost Henriksen, Fredensborg",Socialdemokratiet,310
"Cømert Sonsuz, Nivå",Socialdemokratiet,308
Lars Søndergaard,Venstre,291
"Carsten Nielsen, Humlebæk",Socialdemokratiet,279
"Ulla Hardy-Hansen, Fredensborg",E,275
"Suzan Daoud, Kokkedal",Socialdemokratiet,275
"Mikkel Dodt Fregerslev, Humlebæk",Konservative,256
Thomas Elgaard,Liberal Alliance,232
"Marianne Bredgaard Karlsson, Fredensborg",Radikale,231
Laura Mortensen,Venstre,225
"Ergin Özer, Kokkedal",Socialdemokratiet,224
Joan Holte Biering,SF,210
"Claus Corneliussen, Nivå",Socialdemokratiet,208
Morten Tranborg,Liberal Alliance,208
Sune Hybert,SF,196
"Charlotte Saxil, Fredensborg",Konservative,193
Kristian Tanderup,Venstre,185
"Malene Prehn, Fredensborg",Socialdemokratiet,183
"Nikolaj Visby Sandbæk, Nivå",Konservative,151
"Sofie Milword, Nivå",Socialdemokratiet,150
"Marie Louise Wittenkamp, Fredensborg",Radikale,147
Tola Lubieniecka-Majewska,Alternativet,147
"Thomas von Jessen, Nivå",Konservative,146
"Sussi Jensen, Humlebæk",Enhedslisten,145
Birgitte Meier,Dansk Folkeparti,138
Jesper Grundsøe de la Motte,SF,130
"Josee Linnemann, Fredensborg",Moderaterne,126
Jesper Hammer,Venstre,125
"Maj Grundtvig Theander, Humlebæk",Moderaterne,118
Lars Egedal,Venstre,116
"Jakob Karlshøj, Fredensborg",Radikale,116
Per Askestad,Venstre,107
Samuel Zachariae,Liberal Alliance,106
"Martin Morsing Larsen, Fredensborg",Konservative,105
"Sune Termark Perlman, Fredensborg",Konservative,102
"Christian de Jonquières, Fredensborg",E,95
"Bjørn Svensson, Fredensborg",Enhedslisten,93
"Bayram Polat, Humlebæk",Socialdemokratiet,75
"Mette Nørtoft, Humlebæk",Konservative,74
"Dorte Beyer Nielsen, Kokkedal",Socialdemokratiet,73
"René Nørbjerg, Kokkedal",Konservative,70
"Cæcilia Nilsson, Karlebo",Kristendemokraterne,64
"Henrik Littau Mærsk, Fredensborg",Konservative,60
Daniel Barrera Madsen,Alternativet,59
"Bjørn Helstrup, Nivå",Enhedslisten,56
"Patrick Persson, Kokkedal",Radikale,52
"Mikael Wendelboe, Nivå",Konservative,47
"Hanne Eberhardt, Humlebæk",Konservative,41
"Karin Kølbæk, Kokkedal",Konservative,33
"Frederik Lisemose, Fredensborg",Socialdemokratiet,32
Claus Hassing,Venstre,31
"Elsebeth Trap, Nivå",Moderaterne,31
"Rasmus Langskov, Fredensborg",Radikale,31
"Gorm Tortzen, Fredensborg",Radikale,25
"Emil Carlberg, Fredensborg",Konservative,22
Madeleine Scanlon,Liberal Alliance,20
Jacob Vestergaard,Venstre,16
Charlotte Kirkegaard,Venstre,16
"Ole Krog, Sørup",E,14
"Birgitte Larsen, Nivå",Radikale,13
"Anne Seitz Christoffersen, Nivå",Radikale,13
"Mogens Grunnet, Humlebæk",Moderaterne,12
Henrik Lisberg,Venstre,11
Heidi Boss Nyby,Venstre,10
Søren Regenberg,Dansk Folkeparti,10
"Hameed Akhtar Bakhsh, Nivå",Moderaterne,10
Niels Venge Olesen,Venstre,8
"Britta Kristensen, Kokkedal",Kristendemokraterne,8
"Ulla Meng Smidt, Nivå",E,8
"Lone Borgstrøm, Endrup",E,4
Vagn Koch Jensen,Venstre,4
"Simon Reinhardt Rasmussen, Fredensborg",E,2
