kandidat,parti,stemmer
Ole Bondo Christensen,Socialdemokratiet,1861
Lars Carstensen,Konservative,1488
Nicolai Bechfeldt,Venstre,1473
Tine Hessner,Radikale,1003
Egil Hulgaard,Konservative,811
Anders Medum Groth,Radikale,702
Niels Jørgen Brandt,Konservative,619
Øjvind Vilsholm,Enhedslisten,486
Musa Harmanci,Konservative,482
Bettina Ugelvig,Socialdemokratiet,441
Rikke Blak-Kristiansen,Konservative,407
Mehmet Anik,Socialdemokratiet,403
Claus Davidsen,Socialdemokratiet,382
Nils Toft,Radikale,341
Jan Kjældgaard,SF,334
Morten Flindt,Venstre,329
Robert Mørck,Liberal Alliance,323
Kari Astrid Thynebjerg,SF,292
Niels Bjerre Degn,Socialdemokratiet,286
Markus Zhen Wei Jin,Venstre,281
Sarah Brandt-Kofoed,Venstre,252
Helle Vallentin,Enhedslisten,236
Clara Christensen,Enhedslisten,227
Mie Handreck,Venstre,219
Karin Alsø,Socialdemokratiet,189
Henrik Christensen,Konservative,183
Sanne Sejrbo-Dekker,Konservative,162
Henrik Kenneth Lyngberg,Radikale,157
Sussy Sara Hasle Hansen,Socialdemokratiet,145
Flemming Oppfeldt,E,141
Lene Bang,Socialdemokratiet,139
Niels Holk Teinhart,Socialdemokratiet,128
Frederik Emil Stenbakken,SF,121
Lene Karmisholt,Dansk Folkeparti,120
Hans Christian Strange-Lebech,Socialdemokratiet,114
Berit Torm,E,110
Anna Jasmin Hasle Hansen,Socialdemokratiet,109
Lucas Thorbye Mørch,Socialdemokratiet,103
Helle Katrine Møller,Socialdemokratiet,93
Deniz Celal Kilic,Socialdemokratiet,93
Nikolaj Nors-Ganer,Liberal Alliance,84
Allan Ravn,Venstre,80
Tine Loft Thomsen,Alternativet,79
Ole Kristensen,Radikale,76
Simone Bagger,Liberal Alliance,72
Mikkel Meinike,L,60
Michael Bay Olsen,Konservative,59
John Reckendorff,Dansk Folkeparti,57
Peter Hasle,SF,56
Bjarne Damberg,Moderaterne,54
Søren Højbjerg,Konservative,54
Inge Storm,Liberal Alliance,53
Jette Lyhne,Enhedslisten,46
Charlotte Torp,Alternativet,44
Katarina Ritz,Socialdemokratiet,43
Gitte Holm Hedegaard,Enhedslisten,40
Henrik Schulze,Dansk Folkeparti,40
Henrik Tyle,SF,38
Adam Villaro Krüger,Liberal Alliance,38
Kathe Søeballe,Dansk Folkeparti,38
Paul Thomsen,Venstre,38
Jens Ohlsson,Enhedslisten,35
Rigmor Jark,Enhedslisten,35
Claus Jensen,SF,33
Susan Christensen,SF,32
Sabine Dedlow Steffensen,Socialdemokratiet,32
Martin Robert Herluf,Venstre,31
Johanna Tække,E,29
Caroline Fischer,SF,28
Jens Rikardt Andersen,Radikale,25
Susan Engstrøm,E,25
Steen Autzen,Enhedslisten,24
Erik Moesby Nordstrøm,Moderaterne,23
Anders Ingemann Larsen,Radikale,22
Hanne Juel,Alternativet,21
Sven Christophersen,Konservative,21
Mitra Walther,Venstre,18
Erik Boldsen,Enhedslisten,17
Marie Hansen,SF,17
Niels-Bo Ingvorsen,Venstre,16
Anna Frifelt,Venstre,16
Frede Thomsen,Enhedslisten,15
Lis Nordstrøm,Moderaterne,15
Allan If Jensen,Enhedslisten,15
Simon Neergaard-Holm,Liberal Alliance,14
Arne Rask,Liberal Alliance,12
Uffe Nissen,Enhedslisten,11
Randi A. Kristensen,SF,10
Henning Kornbo,Venstre,9
Eva Onsberg,E,9
