kandidat,parti,stemmer
Jens Dahlgaard,Socialdemokratiet,1684
Hans Ejner Bertelsen,Venstre,907
Malte Houe,Venstre,647
Jette Jepsen,Radikale,549
Jesper Balle Kristensen,Venstre,403
Keld Kortegaard,Konservative,388
Meiner Nørgaard,Danmarksdemokraterne,347
Lars Røntved Jensen,SF,321
Tina Hosbond,Venstre,299
Malene Søndergaard Nyby,Venstre,258
Lissy Juliane Mikkelsen,Enhedslisten,242
Pia Storm,Socialdemokratiet,233
Poul Roesen,Konservative,203
Rasmus Christensen,Venstre,190
Peter Lillebæk,Venstre,186
Niels Kristian Østergaard,Socialdemokratiet,175
Torben O. Nørgaard,Danmarksdemokraterne,171
John Christiansen,Socialdemokratiet,170
Karin Villadsen,Socialdemokratiet,168
Anette Svindborg,Dansk Folkeparti,165
Poul Kristensen,Socialdemokratiet,150
Søren Goul,Venstre,139
Sophie Jensen,SF,120
Lars Brian Hovmøller,Dansk Folkeparti,114
Lasse Krogh Larsen,Venstre,112
Johannes Jørgensen,Venstre,112
Mette Kærgaard Iversen,Konservative,107
Nikolaj Østergaard Bull,Venstre,107
Niels Kristian Jespersen,Socialdemokratiet,102
Tage Andersen,Venstre,99
Lisbeth Svane Kusk,Socialdemokratiet,92
Peter Nielsen,Socialdemokratiet,87
Jørgen Dahlgaard,Danmarksdemokraterne,83
Per Mortensen,Dansk Folkeparti,82
Trine Nielsen,Socialdemokratiet,81
Kirsten Boller,Socialdemokratiet,71
Henrik Kristensen,Venstre,62
Kim Damgaard Hansen,Socialdemokratiet,60
Jonas Lundgren Korsgaard,Venstre,57
Jesper Søe Jensen,Radikale,56
Pernille Thomsen,Danmarksdemokraterne,56
Frank Thingholm,Socialdemokratiet,53
Walther N. Mikkelsen,Konservative,50
Kim Standly,Venstre,50
Jimmi Mikkelsen,Socialdemokratiet,50
Thomas Dahlgaard,Venstre,47
Anette Jensen,Venstre,42
Vagn Kidmose,Socialdemokratiet,41
Henrik Markmøller Bro,Konservative,41
Inger Bøgh Bisgaard,Radikale,38
Niels Hørby Jørgensen,Radikale,34
Keld Nielsen,Konservative,33
Anna Røntved,SF,31
Hans Henrik Ebbesen,Venstre,30
Peter Thyregod,Socialdemokratiet,30
Cecilie Jensen,Dansk Folkeparti,29
Hans Clausen,Dansk Folkeparti,24
Steen Nør Pilgaard,Konservative,23
Kim Hyldig Andersen,Dansk Folkeparti,22
Ole Juul Lajgaard,Enhedslisten,21
Florina Elena Temes,Socialdemokratiet,18
Elin Bjerregaard,SF,17
Pia Fuglsang,Venstre,14
Jens Peter Zacho,Konservative,14
Michael Hauge Andresen,Dansk Folkeparti,11
Claus Palle Graff,Dansk Folkeparti,10
Lisa B. Jensen,Radikale,9
Maria A. Thomsen,Venstre,8
Claus Søndergaard Andersen,Konservative,5
