kandidat,parti,stemmer
"Leif Skaarup, Hobro",Socialdemokratiet,1919
Laura Holm,Konservative,1647
"Jesper Skov Mikkelsen, Hobro",Venstre,1458
"Svend Madsen, Hobro",Danmarksdemokraterne,1017
"Torben Ringe Christensen, Hobro",Socialdemokratiet,585
"Jens Riise Dalgaard, Arden",Socialdemokratiet,563
"Peder Larsen, Mariager",SF,499
"Trine Blaabjerg, Hobro",Socialdemokratiet,414
"Mette Binderup, Valsgård",Socialdemokratiet,377
Jørgen Hammer Sørensen,Dansk Folkeparti,368
Simon Linde,Konservative,365
"Rikke Høst, Hadsund",Danmarksdemokraterne,365
"Edin Hajder, Hobro",Socialdemokratiet,360
"Helle Eriksen, Hadsund",Socialdemokratiet,344
"Helle Qvist Toft, Arden",Socialdemokratiet,337
"Per Laursen, Arden",Venstre,329
"Henrik Sloth, Øster Hurup",Venstre,322
"Niels Erik Poulsen, Brøndbjerg",Venstre,322
"Charlotte Petersen, Hobro",SF,297
"Bo Ritterbusch, Hadsund",Liberal Alliance,282
Anette Jensen Smith,Alternativet,274
"Karen Østergaard, Hadsund",Socialdemokratiet,271
"Jan Andersen, Øster Hurup",Venstre,268
"Per Kragelund, Vebbestrup",Venstre,268
"Rikke Fonnesbæk, Als",Socialdemokratiet,266
"Jane Grøn, Mariager",Socialdemokratiet,262
"Jørgen Pontoppidan, Hobro",Venstre,254
"Per Roth, Hadsund",Danmarksdemokraterne,250
"Mette Bay Velling, Mariager",Venstre,246
"Hans Henrik Sørensen, Arden",Danmarksdemokraterne,236
"Niels Fjeldberg, Hobro",SF,213
"Mikkel Bisgaard, Vive",Venstre,206
"Niels Peter Christoffersen, Hobro",Socialdemokratiet,202
"Lone Sondrup, Glenstrup",Venstre,198
David Holmberg,Konservative,186
"Helle Mathiassen, Hobro",SF,181
"Tinna Frederiksen, Als",Danmarksdemokraterne,176
"Jess V. Laursen, Hadsund",Venstre,171
Emma Houe Mølgaard,Dansk Folkeparti,166
"Poul Andersen, Mariager",Danmarksdemokraterne,133
"Dennis Jørgensen, Hobro",Venstre,131
"Ricco Guldager, Hobro",Venstre,130
"Frederik Errebo, Astrup",Venstre,129
"Manuela Gram Coenraad, Hobro",Danmarksdemokraterne,118
"Asger Brorsen, Hadsund",Venstre,105
"Danny Juul Jensen, Veddum",Venstre,105
Jesper Helbo Vinther,Konservative,103
"Kim Gaarsdahl, Hobro",Liberal Alliance,103
Anita Sønderup,Konservative,102
"Thor Bay Andersen, Hadsund",SF,99
Stine Thier-Andersen,Konservative,97
"Lis Mancini, Øster Hurup",Socialdemokratiet,90
"Anna Pinnerup, Houtved",Venstre,76
"Per de Fries Andreasen, Nebstrup",Danmarksdemokraterne,73
"Benny Melgaard, Hadsund",Socialdemokratiet,73
Poul Larsen,Dansk Folkeparti,72
"Per Søndergaard Mathiesen, Vebbestrup",Socialdemokratiet,70
"Robert Thomsen, Mariager",Liberal Alliance,67
Jan Bertelsen,Konservative,56
"Leo Nysom, Mariager",Danmarksdemokraterne,54
"Rasmus Nissen Pedersen, Hadsund",Venstre,52
Malthe Scharling Borlund Bonde,Konservative,47
"Linette Uggerly Boysen, Hørby",Venstre,38
"Søren Uhrenholt, Arden",SF,35
Leif Johannsen,Konservative,32
"Anders Laustsen, Norup",Venstre,31
Mads Trytek Olesen,Konservative,30
"Charlotte Greibe, Hobro",Kristendemokraterne,27
"Anders Kristian Lyng, Valsgård",Kristendemokraterne,18
"Bent Bugge Herlevsen, Mariager",Socialdemokratiet,15
"Christian Meesenburg Andersen, Oue",Socialdemokratiet,14
"Peter Viuf Christiansen, Mariager",Venstre,10
