kandidat,parti,stemmer
Kasper Damsgaard,Socialdemokratiet,2066
Piet Papageorge Timmermann,Venstre,908
Flemming Ørhem,Dansk Folkeparti,250
Sussie Brandt,SF,235
Camilla Christensen,Socialdemokratiet,218
Lars Thomsen,U,184
Waqar Ahmed,Socialdemokratiet,166
Dan Kornbek Christiansen,Konservative,162
Thomas Eggert Sørensen,U,146
Selim Baran,Enhedslisten,144
Louise Lauge Thorsen,Socialdemokratiet,131
Gert Jensen,Venstre,119
Emilie Borch Sloth,Radikale,119
Musa Usman Javaid,U,117
Casper Larsen,Liberal Alliance,117
Henrik Lund,SF,113
Sabine Lind,U,110
Gül Øzcan,Enhedslisten,103
Tina Lindskov Larsen,SF,100
Helle Bager Nielsen,Socialdemokratiet,98
Torben Martinsen,Venstre,86
Vicky Schumann,Konservative,86
Richard Engelholm,Venstre,84
Lisa Ward,Socialdemokratiet,83
Søren Enemark,Socialdemokratiet,77
Maja Lüchau,Venstre,75
Ulrik Nielsen,Moderaterne,74
Nicki Brunk Lund,Liberal Alliance,65
Louise Gellert,Socialdemokratiet,65
Pia Hagbarth Dahlin,Dansk Folkeparti,56
Allan Brink Christensen,Socialdemokratiet,56
Annette Normind Thomsen,Socialdemokratiet,56
Ann Spetzler,Danmarksdemokraterne,53
Steven de Oliveira Schumann,Socialdemokratiet,53
Serdar Temizsoy,Socialdemokratiet,53
Lucca Allen,Radikale,53
Martin Aastradsen Rosenkrantz,Konservative,52
Signe Koustrup,Enhedslisten,52
Morten Bybjerg Nygaard,Socialdemokratiet,46
Marlene Frandsen,Liberal Alliance,44
Morten Levinsky Thorsboe,SF,42
Ann Oxfeldt,Liberal Alliance,42
Annette Thorsen,Dansk Folkeparti,41
Lars Bennike,Konservative,39
Daniel Holm Hansen,Venstre,39
Peter Ebbestrup Lassen,Konservative,39
Helle Jørgensen,Danmarksdemokraterne,38
Zaklina Delalic,Socialdemokratiet,35
Lise Sustmann Allen,Radikale,35
Mette Vennerstrøm,SF,33
Mogens Mathiesen,SF,32
Sofia Sørensen,Socialdemokratiet,32
Kirstina Tranberg,Enhedslisten,31
Pernille Kahr,SF,29
Morten Munksø Rolle,Konservative,27
Peder Kähler,Socialdemokratiet,25
Nana Løcke Buttenschøn,Alternativet,25
Steffen Schlægelberger,Konservative,25
Torsten Koster,Liberal Alliance,24
Freddy Østbygaard,Socialdemokratiet,24
Juliette Forneris,Radikale,23
Imad Daher,U,22
Jørgen Boelskov,Radikale,22
Brian Talarek,Konservative,21
Jan Otzen,Venstre,21
Katrine Kjelstrup Henningsen,U,21
Thomas Skov Andersen,Radikale,20
Tonny Madsen,D,18
Lone Smith Opstrup,SF,18
David Rasmussen,Danmarksdemokraterne,18
Nicolai Otto Mønsted Hermansen,U,17
Casper Gaard,Konservative,17
Abaz Sabani,U,17
Maria Desdorf Nissen,Liberal Alliance,16
Don Winther,U,16
Mette Hagen,U,16
Max Minor,Moderaterne,15
Regitze Aastradsen Rosenkrantz,Konservative,13
Pia Bach,Radikale,12
Kim Henriksen,Dansk Folkeparti,12
Jane Junggren,U,11
Bent Filstrup,Radikale,11
Mads Bistrup Hestbæk,Konservative,11
Ditte Sieling Emanuel,U,11
Jens Erik Larsen,SF,11
Henning Christensen,Danmarksdemokraterne,11
Allan Larsen,Socialdemokratiet,10
Nikolaj Larsen,U,10
Tanja Holm Frederiksen,U,10
Poul Hermann,Konservative,9
Louise Elisabeth Jensen,Konservative,8
Pia Geldam,Dansk Folkeparti,8
Birgit Boelskov,Radikale,7
Mette Holm,Konservative,7
Ole Møller Andreasen,Venstre,6
Lise-Lotte Dahlgaard Mortensen,U,6
René Koopmann,Dansk Folkeparti,6
Per Greisen,Radikale,5
Karina Kopenhagen,U,5
Jeppe Laustrup,SF,5
Mette Anbro Søndergaard,Konservative,4
Melanie Egtorp,Konservative,3
Eva Nørgaard Wojtala,Venstre,2
Bo Frederiksen,U,0
