bogstav,procent_25,procent_21,partier,listebogstav
ALT,0.4845452242209273,2.308769323084836,Alternativet,Å
DD,5.21915378768685,,Danmarksdemokraterne,Æ
DF,3.54066379528756,4.343229419664542,Dansk Folkeparti,O
EL,3.8098555865214085,4.317512929679687,Enhedslisten,Ø
K,11.119204459082848,12.738234705831928,Konservative,C
LA,6.064732708386116,2.037317484355802,Liberal Alliance,I
M,1.444134785913352,,Moderaterne,M
R,10.957689384342538,7.549218504443238,Radikale,B
SF,11.967950342031923,8.640740634911564,SF,F
S,28.917532303014948,30.036860302311624,Socialdemokratiet,A
V,16.47453762351153,24.0534902991685,Venstre,V
