bogstav,procent_25,procent_21,partier,listebogstav
DD,4.0968342644320295,,Danmarksdemokraterne,Æ
DF,3.0296519123334766,4.6287071806268685,Dansk Folkeparti,O
EL,1.9911187508952872,2.34500728025136,Enhedslisten,Ø
K,7.3986534880389625,11.288221319641352,Konservative,C
L,7.434464976364417,,L,L
LA,31.392350666093684,14.89769330983217,Liberal Alliance,I
R,2.449505801461109,0.9885815004981224,Radikale,B
SF,4.204268729408394,3.747413594911488,SF,F
S,11.875089528720814,16.759904973561195,Socialdemokratiet,A
T,6.754046698180777,,T,T
V,19.37401518407105,19.564717602881444,Venstre,V
