bogstav,procent_25,procent_21,partier,listebogstav
ALT,0.319693094629156,,Alternativet,Å
DD,5.056265984654732,,Danmarksdemokraterne,Æ
DF,6.718670076726342,4.103950207057307,Dansk Folkeparti,O
E,0.36317135549872126,,E,E
EL,3.8056265984654734,2.100329803853498,Enhedslisten,Ø
G,0.29923273657289,,G,G
K,2.1150895140664963,2.6061943610980234,Konservative,C
KD,0.29411764705882354,,Kristendemokraterne,K
LA,9.028132992327366,0.3347633099412304,Liberal Alliance,I
M,0.5166240409207161,,Moderaterne,M
SF,4.583120204603581,2.006100131425596,SF,F
SP,3.9232736572890023,8.031839710367745,Slesvigsk Parti,S
S,39.2378516624041,43.42996007637563,Socialdemokratiet,A
V,23.73913043478261,30.18325191559005,Venstre,V
