bogstav,procent_25,procent_21,partier,listebogstav
DD,7.3360378634212315,,Danmarksdemokraterne,Æ
DF,5.079445571331981,6.118806832667629,Dansk Folkeparti,O
EL,2.797498309668695,2.5240078184753973,Enhedslisten,Ø
K,7.953008789722786,5.319962607291578,Konservative,C
R,6.17816091954023,3.679782442423728,Radikale,B
SF,5.028735632183908,2.099090677317923,SF,F
S,32.133198106828935,29.51474462479817,Socialdemokratiet,A
V,33.49391480730223,46.08651312993966,Venstre,V
