bogstav,procent_25,procent_21,partier,listebogstav
DD,6.31584010774929,,Danmarksdemokraterne,Æ
DF,9.58199047573236,5.4015106340687735,Dansk Folkeparti,O
EL,4.8415027177834435,4.074736632876168,Enhedslisten,Ø
K,6.933955457212949,8.860067580997812,Konservative,C
L,4.586560200105825,,L,L
LA,4.230602722593679,1.0161995627111906,Liberal Alliance,I
M,1.1015440858146135,,Moderaterne,M
R,0.4497570830727789,,R,R
R,2.660060608975901,4.800238521168754,Radikale,B
SF,8.129299148588196,6.286026634863844,SF,F
S,25.268170667179756,27.89703836215464,Socialdemokratiet,A
T,0.5459618067247102,,T,T
V,25.354754918466497,33.559431524547804,Venstre,V
