bogstav,procent_25,procent_21,partier,listebogstav
ALT,0.9450630726876772,1.5456490416102693,Alternativet,Å
DF,3.098163290463081,1.2225472645504956,Dansk Folkeparti,O
E,1.8613633562065988,,E,E
EL,7.638575009245183,6.575557787189451,Enhedslisten,Ø
K,23.29785922669187,23.97502510588133,Konservative,C
L,0.3122817109750586,,L,L
LA,4.42536056210708,2.1787538750382045,Liberal Alliance,I
M,0.6779800304063771,,Moderaterne,M
R,12.392653161852325,9.30009169104484,Radikale,B
SF,6.923614249907548,4.741736890363708,SF,F
S,23.811480461848213,36.44937344452692,Socialdemokratiet,A
V,14.615605867608991,11.286730995939395,Venstre,V
