bogstav,procent_25,procent_21,partier,listebogstav
DD,6.23642705157172,,Danmarksdemokraterne,Æ
DF,4.045012832605787,2.3054277828886844,Dansk Folkeparti,O
EL,6.563274617763836,7.679852805887764,Enhedslisten,Ø
K,9.379867067365696,14.11407543698252,Konservative,C
L,0.35975168359400705,,L,L
LA,7.208195318840898,1.2732290708371663,Liberal Alliance,I
M,0.46065764362647244,,Moderaterne,M
N,0.19742470441134535,,N,N
R,4.621931691052274,5.321067157313707,Radikale,B
SF,10.737710312150393,6.643974241030359,SF,F
S,27.2314475618049,28.56117755289788,Socialdemokratiet,A
V,22.958299515212673,26.695492180312787,Venstre,V
