bogstav,procent_25,procent_21,partier,listebogstav
ALT,2.488091187478734,,Alternativet,Å
DD,7.391970057842803,,Danmarksdemokraterne,Æ
DF,6.09050697516162,4.856934572626207,Dansk Folkeparti,O
EL,3.381252126573665,4.414980863860033,Enhedslisten,Ø
FG,0.38278325961211296,,Frie Grønne,Q
K,2.994215719632528,7.276289411335885,Konservative,C
LA,6.88584552568901,,Liberal Alliance,I
M,0.9016672337529772,,Moderaterne,M
R,2.7943177951684244,3.0344450519409514,Radikale,B
SF,8.000170125893161,6.7340987789320215,SF,F
S,31.77101054780538,40.40003644979041,Socialdemokratiet,A
T,2.4413065668594762,,T,T
V,23.664511738686627,24.890650628758884,Venstre,V
Y,0.8123511398434843,,Y,Y
