bogstav,procent_25,procent_21,partier,listebogstav
DF,15.996855654908126,6.033401544656413,Dansk Folkeparti,O
EL,9.364252726736758,7.822298501551257,Enhedslisten,Ø
K,9.737643706396778,7.564855766057166,Konservative,C
KD,0.3832170580721234,,Kristendemokraterne,K
LA,4.0090399921391375,1.7756947653310449,Liberal Alliance,I
M,2.348432740493269,,Moderaterne,M
R,5.807212341554486,5.280876625519836,Radikale,B
SF,10.032426058759949,6.211631130767708,SF,F
S,38.32170580721234,53.49528021651594,Socialdemokratiet,A
V,3.9992139137270315,6.548287015644597,Venstre,V
