bogstav,procent_25,procent_21,partier,listebogstav
D,2.1566536319469134,,D,D
DD,13.374412450132322,,Danmarksdemokraterne,Æ
DF,6.09866887861911,2.903036238981391,Dansk Folkeparti,O
EL,1.8959592368764073,1.633692458374143,Enhedslisten,Ø
K,1.9196587273373624,4.454456415279138,Konservative,C
L,6.410712169688352,,L,L
LA,3.2586799383813245,,Liberal Alliance,I
M,0.32389303629971955,,Moderaterne,M
R,0.9677291938223328,2.2840352595494613,Radikale,B
SF,13.457360666745666,6.887365328109696,SF,F
S,18.327605956471935,30.5230166503428,Socialdemokratiet,A
V,31.80866611367856,41.60235063663075,Venstre,V
