bogstav,procent_25,procent_21,partier,listebogstav
ALT,0.5638006798772904,,Alternativet,Å
DD,6.594256971505956,,Danmarksdemokraterne,Æ
DF,4.864162728353094,4.336734693877551,Dansk Folkeparti,O
EL,4.662410524279357,4.129151660664266,Enhedslisten,Ø
K,4.137302047923058,5.687274909963986,Konservative,C
LA,5.300831882375701,1.3005202080832332,Liberal Alliance,I
M,1.0253433933062488,,Moderaterne,M
N,1.8627532266534008,,N,N
R,3.247381366940276,4.349239695878351,Radikale,B
SF,5.052096288312191,2.801120448179272,SF,F
S,51.70936627698091,58.98859543817528,Socialdemokratiet,A
V,10.980294613492523,15.353641456582634,Venstre,V
