bogstav,procent_25,procent_21,partier,listebogstav
DD,0.7433628318584071,,Danmarksdemokraterne,Æ
DF,3.445427728613569,3.25542570951586,Dansk Folkeparti,O
G,0.2359882005899705,,G,G
K,43.846607669616525,34.27140472215597,Konservative,C
L,3.7286135693215336,,L,L
LA,3.1386430678466075,0.6200810875268304,Liberal Alliance,I
M,1.4395280235988202,,Moderaterne,M
R,2.678466076696165,4.113999523014548,Radikale,B
SF,4.814159292035399,3.732411161459576,SF,F
S,12.283185840707965,14.83424755544956,Socialdemokratiet,A
T,16.8023598820059,,T,T
V,6.843657817109144,12.055807297877417,Venstre,V
