bogstav,procent_25,procent_21,partier,listebogstav
D,1.8977999578266675,,D,D
DD,18.471919589512897,,Danmarksdemokraterne,Æ
DF,9.264075349687214,5.177713736791547,Dansk Folkeparti,O
EL,6.8391087369086945,3.9433237271853994,Enhedslisten,Ø
J,11.801504182188797,,J,J
K,5.784775427004991,4.639769452449568,Konservative,C
L,7.577142053841287,,L,L
LA,2.607717719828495,,Liberal Alliance,I
R,0.43579110142686445,0.7060518731988472,Radikale,B
SF,6.986715400295214,4.034582132564841,SF,F
S,20.011246221972307,41.7195004803074,Socialdemokratiet,A
V,8.322204259506572,18.784822286263207,Venstre,V
