bogstav,procent_25,procent_21,partier,listebogstav
DD,7.095464598418517,,Danmarksdemokraterne,Æ
DF,8.807222710334171,19.017346290073565,Dansk Folkeparti,O
E,0.12421607537795012,,E,E
EL,3.505317053958251,3.899131171858445,Enhedslisten,Ø
G,1.2906353197806526,,G,G
K,5.513981882630957,6.263433536160809,Konservative,C
L,22.886054473293544,,L,L
LA,3.974914412094404,,Liberal Alliance,I
M,4.068833883721635,,Moderaterne,M
R,1.4784742630351138,1.7800381436745074,Radikale,B
SF,8.077074559941831,4.722550177095632,SF,F
S,23.867664434816856,28.87112887112887,Socialdemokratiet,A
T,2.117732602175296,,T,T
V,6.934892598539704,8.370417461326554,Venstre,V
Z,0.2575211318811161,,Z,Z
