bogstav,procent_25,procent_21,partier,listebogstav
DD,1.361342148290325,,Danmarksdemokraterne,Æ
DF,8.54126679462572,6.181832499901564,Dansk Folkeparti,O
E,1.1622947323523138,,E,E
EL,6.995094902964384,4.472969248336418,Enhedslisten,Ø
K,7.801947821141679,12.028979800763867,Konservative,C
KD,0.12795905310300704,0.4055597117769814,Kristendemokraterne,K
L,2.5343001350678893,,L,L
LA,7.816165493708679,0.7441823837461117,Liberal Alliance,I
M,1.0272268429658065,,Moderaterne,M
R,2.6444870974621457,2.1222979092018743,Radikale,B
SF,4.9441956351745215,3.756349175099421,SF,F
S,22.399943129309733,27.32999960625271,Socialdemokratiet,A
U,0.20971067036326152,,U,U
V,32.43406554347054,37.70130330353979,Venstre,V
