bogstav,procent_25,procent_21,partier,listebogstav
D,0.42773237997957103,,D,D
DD,21.667517875383044,,Danmarksdemokraterne,Æ
DF,2.336567926455567,3.799575648767749,Dansk Folkeparti,O
EL,0.7533197139938713,0.9172515097111148,Enhedslisten,Ø
J,2.7994126659856997,,J,J
K,3.929392236976507,9.933083074914313,Konservative,C
KD,17.884959141981614,19.454871878570263,Kristendemokraterne,K
LA,3.9645045965270684,0.8160600620205648,Liberal Alliance,I
SF,9.183478038815117,9.66541537457157,SF,F
S,10.508171603677221,14.95348457646483,Socialdemokratiet,A
V,26.54494382022472,33.95462706055166,Venstre,V
