bogstav,procent_25,procent_21,partier,listebogstav
D,0.5660471872964985,,D,D
DD,9.197014476782046,,Danmarksdemokraterne,Æ
DF,4.393127285478134,4.336265084884435,Dansk Folkeparti,O
EL,3.0907178279817664,2.5363059930456124,Enhedslisten,Ø
J,6.752492110404249,,J,J
K,6.60722336322196,7.844139905911229,Konservative,C
M,0.8916495516705906,,Moderaterne,M
R,1.0669739017181787,1.2170177950501124,Radikale,B
SF,8.97159745529229,2.6283493556964617,SF,F
S,21.35450583579622,30.28737983227654,Socialdemokratiet,A
V,37.10865100435806,39.93659235017386,Venstre,V
