bogstav,procent_25,procent_21,partier,listebogstav
DD,7.514975494645126,,Danmarksdemokraterne,Æ
DF,12.257215465601742,9.446345694060287,Dansk Folkeparti,O
K,12.760936649119623,19.624021377338146,Konservative,C
L,11.74441822472318,,L,L
LA,3.716645489199492,,Liberal Alliance,I
SF,3.7620257760029046,1.7392527307674277,SF,F
S,18.814666908694864,22.99470254559092,Socialdemokratiet,A
V,29.42911599201307,31.034644414232808,Venstre,V
