bogstav,procent_25,procent_21,partier,listebogstav
ALT,0.7171518825236917,,Alternativet,Å
DF,3.286946128233587,0.9793798304077098,Dansk Folkeparti,O
EL,7.256894049346879,5.24421915579336,Enhedslisten,Ø
K,29.147101511141464,33.08614161894928,Konservative,C
L,5.668914880901562,,L,L
LA,8.827798172970205,2.762914984824306,Liberal Alliance,I
M,2.2368308716810383,,Moderaterne,M
R,12.62699564586357,7.734910353890923,Radikale,B
SF,6.582429778878169,4.389999687099095,SF,F
S,7.0519935114829675,10.857661378641383,Socialdemokratiet,A
V,16.59694356697686,22.92937826590319,Venstre,V
