bogstav,procent_25,procent_21,partier,listebogstav
DF,3.7233162336587786,0.7573761854583773,Dansk Folkeparti,O
EL,8.638093662088368,6.809799789251844,Enhedslisten,Ø
K,21.777262948866458,30.466280295047422,Konservative,C
LA,4.186662253847427,0.8956796628029504,Liberal Alliance,I
M,1.7871917921562137,,Moderaterne,M
R,3.996359424127089,6.223656480505796,Radikale,B
SF,12.295217607148768,9.99077976817703,SF,F
S,10.921727618732417,15.990516332982086,Socialdemokratiet,A
U,0.7860334271057421,,U,U
V,31.88813503226874,25.72444678609062,Venstre,V
