bogstav,procent_25,procent_21,partier,listebogstav
ALT,1.4812263176024802,2.3728020129319174,Alternativet,Å
DD,3.449633384183849,,Danmarksdemokraterne,Æ
DF,5.526302839427193,4.6870885631528125,Dansk Folkeparti,O
E,0.12302544166133557,,E,E
EL,7.292948181683973,6.980894701424852,Enhedslisten,Ø
K,30.288863737020815,34.74355598466895,Konservative,C
KD,0.25097190098912453,,Kristendemokraterne,K
L,1.8256975542542198,,L,L
LA,5.373751291767138,1.261008221422511,Liberal Alliance,I
M,3.3561340485212345,,Moderaterne,M
R,4.842281383790168,6.723426665496357,Radikale,B
SF,10.343979134885094,5.079142163316656,SF,F
S,19.684070665813692,26.048158225811168,Socialdemokratiet,A
T,0.08365730032970818,,T,T
V,6.013483588406082,5.573597823224787,Venstre,V
Y,0.06397322966389449,,Y,Y
