Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Middelfart V;A;Socialdemokratiet;Listestemmer;296
1. Middelfart V;A;Socialdemokratiet;Johannes Lundsfryd Jensen;427
1. Middelfart V;A;Socialdemokratiet;Steen Dahlstrøm;201
1. Middelfart V;A;Socialdemokratiet;Ulla Sørensen;105
1. Middelfart V;A;Socialdemokratiet;Lars Kristian Vigsø;13
1. Middelfart V;A;Socialdemokratiet;Kaj Johansen;31
1. Middelfart V;A;Socialdemokratiet;Gustav Lyngaal Egeberg;59
1. Middelfart V;A;Socialdemokratiet;Karina Munck Hansen;22
1. Middelfart V;A;Socialdemokratiet;Jens Backer Mogensen;159
1. Middelfart V;A;Socialdemokratiet;John Kruse;18
1. Middelfart V;A;Socialdemokratiet;Anja Reilev;31
1. Middelfart V;A;Socialdemokratiet;Sigfred Pustelnik;2
1. Middelfart V;A;Socialdemokratiet;Agnete Damkjær;56
1. Middelfart V;A;Socialdemokratiet;Jes Rønn Hansen;44
1. Middelfart V;A;Socialdemokratiet;Allan Buch;23
1. Middelfart V;A;Socialdemokratiet;Alex Gren;19
1. Middelfart V;A;Socialdemokratiet;Jeanett Wraae;2
1. Middelfart V;A;Socialdemokratiet;Sara Stubgaard-Schmidt;80
1. Middelfart V;A;Socialdemokratiet;Anni Tyrrestrup;12
1. Middelfart V;A;Socialdemokratiet;Lars Gram;5
1. Middelfart V;A;Socialdemokratiet;Erik Kofod;37
1. Middelfart V;A;Socialdemokratiet;Jacob Nielsen;8
1. Middelfart V;A;Socialdemokratiet;Esben Erichsen;4
1. Middelfart V;A;Socialdemokratiet;Morten Schneider Schlægelberger;4
1. Middelfart V;A;Socialdemokratiet;Per Vismark;3
1. Middelfart V;A;Socialdemokratiet;Peggy Friis;5
1. Middelfart V;A;Socialdemokratiet;Peter Ingemann Björklund;3
1. Middelfart V;A;Socialdemokratiet;Frede Eldrup;5
1. Middelfart V;B;Radikale Venstre;Listestemmer;45
1. Middelfart V;B;Radikale Venstre;Elisabeth Tejlmand;40
1. Middelfart V;B;Radikale Venstre;Louise Rost;33
1. Middelfart V;B;Radikale Venstre;Lars E. Boesen;3
1. Middelfart V;B;Radikale Venstre;Helle Mortensen;0
1. Middelfart V;B;Radikale Venstre;Poul B. Løhde;3
1. Middelfart V;B;Radikale Venstre;Uffe Høj Lauridsen;1
1. Middelfart V;B;Radikale Venstre;Claus Boje;0
1. Middelfart V;C;Det Konservative Folkeparti;Listestemmer;90
1. Middelfart V;C;Det Konservative Folkeparti;Morten Weiss-Pedersen;100
1. Middelfart V;C;Det Konservative Folkeparti;Flemming Hansen;18
1. Middelfart V;C;Det Konservative Folkeparti;Christian Lynggaard Pedersen;32
1. Middelfart V;C;Det Konservative Folkeparti;Elisabeth H. Larsen;14
1. Middelfart V;C;Det Konservative Folkeparti;Peter Tscherning;37
1. Middelfart V;C;Det Konservative Folkeparti;Jørgen Hansen;4
1. Middelfart V;C;Det Konservative Folkeparti;Leise Marcher;16
1. Middelfart V;D;Nye Borgerlige;Listestemmer;60
1. Middelfart V;D;Nye Borgerlige;Jonas René Jensen;51
1. Middelfart V;D;Nye Borgerlige;Jesper Glesner-Andreasen;9
1. Middelfart V;D;Nye Borgerlige;Morten Gammelgaard;11
1. Middelfart V;D;Nye Borgerlige;Hanne Jørgensen;10
1. Middelfart V;F;SF - Socialistisk Folkeparti;Listestemmer;76
1. Middelfart V;F;SF - Socialistisk Folkeparti;Morten Thomsen;34
1. Middelfart V;F;SF - Socialistisk Folkeparti;Linda Johnsen;60
1. Middelfart V;F;SF - Socialistisk Folkeparti;Jonas Hulgaard Ammundsen;9
1. Middelfart V;F;SF - Socialistisk Folkeparti;Eigil Kristensen;9
1. Middelfart V;F;SF - Socialistisk Folkeparti;Anna Poulsen Broen;185
1. Middelfart V;F;SF - Socialistisk Folkeparti;Stine Mariegaard;11
1. Middelfart V;F;SF - Socialistisk Folkeparti;Steen Hansen;2
1. Middelfart V;H;Omsorgsgruppen;Listestemmer;7
1. Middelfart V;H;Omsorgsgruppen;Johnny Ancher;38
1. Middelfart V;H;Omsorgsgruppen;Michael Jakobsen;0
1. Middelfart V;H;Omsorgsgruppen;Mathilde Mathiasen;3
1. Middelfart V;O;Dansk Folkeparti;Listestemmer;32
1. Middelfart V;O;Dansk Folkeparti;Steffen Daugaard;84
1. Middelfart V;O;Dansk Folkeparti;Torben Trafik;11
