Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Byen;A;Socialdemokratiet;Listestemmer;558
1. Byen;A;Socialdemokratiet;Bo Hansen;1741
1. Byen;A;Socialdemokratiet;Hanne Klit;97
1. Byen;A;Socialdemokratiet;John Arly Henriksen;152
1. Byen;A;Socialdemokratiet;Pia Dam;95
1. Byen;A;Socialdemokratiet;Maria Haladyn;44
1. Byen;A;Socialdemokratiet;Anne Katrine Olsen;81
1. Byen;A;Socialdemokratiet;Flemming Madsen;34
1. Byen;A;Socialdemokratiet;Torben Jensen;25
1. Byen;A;Socialdemokratiet;Karl Magnus Bidstrup;22
1. Byen;A;Socialdemokratiet;Mikael Hansen;68
1. Byen;A;Socialdemokratiet;Bjarne Elnegaard;15
1. Byen;A;Socialdemokratiet;Torben Frost;13
1. Byen;A;Socialdemokratiet;Kristine Andersen;50
1. Byen;A;Socialdemokratiet;Mads Jørgensen;18
1. Byen;A;Socialdemokratiet;Lotte Theilsø;25
1. Byen;A;Socialdemokratiet;Birthe Stjernegaard;6
1. Byen;A;Socialdemokratiet;Claus Krossteig;34
1. Byen;A;Socialdemokratiet;Mai-Britt Strøm;14
1. Byen;A;Socialdemokratiet;Astrid Ejlersen;22
1. Byen;A;Socialdemokratiet;Lasse Gredal;15
1. Byen;A;Socialdemokratiet;Børge Bisgaard;4
1. Byen;A;Socialdemokratiet;Jesper Piil Thomsen;4
1. Byen;A;Socialdemokratiet;Bjørn Brøndum Pedersen;27
1. Byen;A;Socialdemokratiet;Kent Jørgensen;1
1. Byen;A;Socialdemokratiet;Søren Brygger Therkelsen;2
1. Byen;A;Socialdemokratiet;Niels Christian Nielsen;18
1. Byen;B;Radikale Venstre;Listestemmer;107
1. Byen;B;Radikale Venstre;Hanne Ringgaard Møller, Thurø;90
1. Byen;B;Radikale Venstre;Steen Tinning, Ballen;14
1. Byen;B;Radikale Venstre;Allan Østergaard, Skårup;14
1. Byen;B;Radikale Venstre;Mette Gregersen, Thurø;35
1. Byen;B;Radikale Venstre;Teddy Stafsen, Svendborg;23
1. Byen;B;Radikale Venstre;Majbritt Kjærulff, Svendborg Vestr;35
1. Byen;B;Radikale Venstre;Carol Tornow, Egense;1
1. Byen;B;Radikale Venstre;Merete Visbjerg, Ollerup;3
1. Byen;B;Radikale Venstre;Preben Gammelmark, Åbyskov;1
1. Byen;B;Radikale Venstre;Kristian Møller, Hundstrup;0
1. Byen;B;Radikale Venstre;Bjarne Laustsen, Svendborg;3
1. Byen;B;Radikale Venstre;Kristina Siig, Skårup;5
1. Byen;B;Radikale Venstre;Kurt Sorknæs, Svendborg;7
1. Byen;B;Radikale Venstre;Svend Erik Hansen, Svendborg;3
1. Byen;B;Radikale Venstre;Jørgen Lundsgaard, Svendborg;79
1. Byen;C;Det Konservative Folkeparti;Listestemmer;231
1. Byen;C;Det Konservative Folkeparti;Henrik Nielsen, Svendborg;301
1. Byen;C;Det Konservative Folkeparti;Adam Ringsby-Brandt, Østre Bydel;22
1. Byen;C;Det Konservative Folkeparti;Anders Johansson, Thurø;56
1. Byen;C;Det Konservative Folkeparti;Claus H. Thomsen, Christiansminde;28
