Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Listestemmer;535
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Peter Rahbæk Juel;630
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Maria Brumvig;39
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Cæcilie Crawley;176
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Tim Vermund Andersen;44
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Michael Eskamp Witek;12
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Jesper Kinch-Jensen;27
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Anne-Mette Ebensgaard;48
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Kasper Ejlertsen;25
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Claus Skjoldborg;57
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Signe Havskjær;14
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Søren Hansen;6
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Erling Pedersen;13
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Nazim Gürkan;8
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Niclas Turan Kandemir;24
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Abdinoor Adam Hassan;18
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Nicolai Arentz;22
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Hans Due Andersen;12
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Peter Kanstrup;3
1. Skt. Jørgens Hallen;A;Socialdemokratiet;David Fleckner Klausen;17
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Omar El-Rifai;14
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Rasmus Ryrberg Høyer;31
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Tom Børner;6
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Lars Chr. Christensen;4
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Kristoffer Dyrvig;19
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Connie Jensen;9
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Lone Engberg Thomsen;14
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Mads Thomsen;40
1. Skt. Jørgens Hallen;A;Socialdemokratiet;Rikke Lock;28
1. Skt. Jørgens Hallen;B;Radikale Venstre;Listestemmer;212
1. Skt. Jørgens Hallen;B;Radikale Venstre;Susanne Crawley;123
1. Skt. Jørgens Hallen;B;Radikale Venstre;Anne Skau Styrishave;363
1. Skt. Jørgens Hallen;B;Radikale Venstre;Erik Ravn Nielsen;17
1. Skt. Jørgens Hallen;B;Radikale Venstre;Kasper Tofte;8
1. Skt. Jørgens Hallen;B;Radikale Venstre;Finn Hartvig Nielsen;5
1. Skt. Jørgens Hallen;B;Radikale Venstre;Zeb Meier Watz;6
1. Skt. Jørgens Hallen;B;Radikale Venstre;Jørgen Kjær Jensen;5
1. Skt. Jørgens Hallen;B;Radikale Venstre;Bente Nesting Hviid;7
1. Skt. Jørgens Hallen;B;Radikale Venstre;Benedicte Wilson;7
1. Skt. Jørgens Hallen;B;Radikale Venstre;Marek Bang Poulsen;4
1. Skt. Jørgens Hallen;B;Radikale Venstre;Kim Lei-Jensen;20
1. Skt. Jørgens Hallen;B;Radikale Venstre;Torunn Torp;5
1. Skt. Jørgens Hallen;B;Radikale Venstre;Carl Bohn;3
1. Skt. Jørgens Hallen;B;Radikale Venstre;Mostafa Mohammadi;2
1. Skt. Jørgens Hallen;B;Radikale Venstre;Peter Kragh Hansen;1
1. Skt. Jørgens Hallen;B;Radikale Venstre;Ann-Sophie Knudsen;3
1. Skt. Jørgens Hallen;B;Radikale Venstre;Emil Holt Bøgh;16
1. Skt. Jørgens Hallen;B;Radikale Venstre;Kenneth Vennerstrøm;27
1. Skt. Jørgens Hallen;B;Radikale Venstre;Kenneth Laursen;12
1. Skt. Jørgens Hallen;B;Radikale Venstre;Julie Hejlskov Ruby;1
