Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Støvring;A;Socialdemokratiet;Listestemmer;256
1. Støvring;A;Socialdemokratiet;Peter G. Hansen, Skørping;392
1. Støvring;A;Socialdemokratiet;Rasmus Rask, Haverslev;14
1. Støvring;A;Socialdemokratiet;Thøger Elmelund Kristensen,Ø.Hornu;34
1. Støvring;A;Socialdemokratiet;André Ellegaard Jensen, Nørager;4
1. Støvring;A;Socialdemokratiet;Poul Erik Nørnberg, Støvring;107
1. Støvring;A;Socialdemokratiet;Thomas Bach Jacobsen, Støvring;28
1. Støvring;A;Socialdemokratiet;Morten Lem, Ravnkilde;3
1. Støvring;A;Socialdemokratiet;Rasmus Høgh Nørskov, Støvring;16
1. Støvring;A;Socialdemokratiet;Joan Anett Bjerregaard, Støvring;31
1. Støvring;A;Socialdemokratiet;Klaus Anker Hansen, Støvring;88
1. Støvring;B;Radikale Venstre;Listestemmer;48
1. Støvring;B;Radikale Venstre;Leon Sebbelin;279
1. Støvring;B;Radikale Venstre;Pia Elberg;21
1. Støvring;B;Radikale Venstre;Torsten Topbjerg;73
1. Støvring;B;Radikale Venstre;Mona Høegh Sørensen;9
1. Støvring;B;Radikale Venstre;Michael Portefee P. Lex;2
1. Støvring;B;Radikale Venstre;Merete Langeland;11
1. Støvring;B;Radikale Venstre;Kjeld Lundager Jørgensen;8
1. Støvring;C;Det Konservative Folkeparti;Listestemmer;248
1. Støvring;C;Det Konservative Folkeparti;Lene Aalestrup, Støvring;872
1. Støvring;C;Det Konservative Folkeparti;Jeanette Sagan, Suldrup;33
1. Støvring;C;Det Konservative Folkeparti;Mads Holm Danielsen, Støvring;147
1. Støvring;C;Det Konservative Folkeparti;Birgitte Wilsted Simonsen,Støvring;98
1. Støvring;C;Det Konservative Folkeparti;Mikkel Højsleth, Guldbæk;66
1. Støvring;C;Det Konservative Folkeparti;Nicolai Niemann, Bælum;2
1. Støvring;C;Det Konservative Folkeparti;Peter Bak, Haverslev;10
1. Støvring;C;Det Konservative Folkeparti;Flemming Knudsen, Skørping;1
1. Støvring;C;Det Konservative Folkeparti;Kim Hornbech, Nørager;1
1. Støvring;C;Det Konservative Folkeparti;Emilie Aalestrup, Støvring;96
1. Støvring;C;Det Konservative Folkeparti;Martin Kondrup Jensen, Støvring;28
1. Støvring;C;Det Konservative Folkeparti;Ina Grønhøj, Suldrup;10
1. Støvring;C;Det Konservative Folkeparti;Lasse Brunø, Skørping;5
1. Støvring;C;Det Konservative Folkeparti;Jakob Ludvigsen, Støvring;12
1. Støvring;C;Det Konservative Folkeparti;Clara Rusbjerg, Nørager;10
1. Støvring;C;Det Konservative Folkeparti;Katrine Krog Madsen, Suldrup;7
1. Støvring;C;Det Konservative Folkeparti;Gry Tange, Skørping;7
