Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Odder;A;Socialdemokratiet;Listestemmer;469
1. Odder;A;Socialdemokratiet;Lone Jakobi;623
1. Odder;A;Socialdemokratiet;Linda Ann Wienand;58
1. Odder;A;Socialdemokratiet;Lars Bluhme;325
1. Odder;A;Socialdemokratiet;Claes Jensen;117
1. Odder;A;Socialdemokratiet;Jacob Petersen;91
1. Odder;A;Socialdemokratiet;Eva Lagerberg;70
1. Odder;A;Socialdemokratiet;Jan Kjærsgaard;27
1. Odder;A;Socialdemokratiet;Rie Ramsdal;21
1. Odder;A;Socialdemokratiet;Torben Madsen;166
1. Odder;A;Socialdemokratiet;Palle Holsting;38
1. Odder;A;Socialdemokratiet;Peter Skov Sørensen;6
1. Odder;A;Socialdemokratiet;Nicolai Ramsdal;24
1. Odder;B;Radikale Venstre;Listestemmer;86
1. Odder;B;Radikale Venstre;Kresten Bjerre, Odder;228
1. Odder;B;Radikale Venstre;Katja Ivesøe, Gylling;139
1. Odder;B;Radikale Venstre;Tine Mynster, Alrø;103
1. Odder;B;Radikale Venstre;Henrik Skovgaard, Odder;14
1. Odder;B;Radikale Venstre;Michael Jessen, Odder;3
1. Odder;B;Radikale Venstre;Anna Birte Sparvath, Hou;8
1. Odder;B;Radikale Venstre;Jeppe Frederiksen, Odder;21
1. Odder;B;Radikale Venstre;Ingmar Grootveld, Randlev;4
1. Odder;C;Det Konservative Folkeparti;Listestemmer;155
1. Odder;C;Det Konservative Folkeparti;Martin Mikkelsen;478
1. Odder;C;Det Konservative Folkeparti;Klaus Rafael Jensen;124
1. Odder;C;Det Konservative Folkeparti;Henriette Toftegaard;53
1. Odder;C;Det Konservative Folkeparti;René Krongaard;46
1. Odder;C;Det Konservative Folkeparti;Nikolaj Enggård Fogh;81
1. Odder;C;Det Konservative Folkeparti;Regnar Arboe;46
1. Odder;C;Det Konservative Folkeparti;Morten Ottosen;16
1. Odder;C;Det Konservative Folkeparti;Kim Gottschalck Jensen;16
1. Odder;D;Nye Borgerlige;Listestemmer;79
1. Odder;D;Nye Borgerlige;Brian Vestergaard;72
1. Odder;D;Nye Borgerlige;Keld Lynge;6
1. Odder;D;Nye Borgerlige;Claus Steffensen;31
1. Odder;F;SF - Socialistisk Folkeparti;Listestemmer;103
1. Odder;F;SF - Socialistisk Folkeparti;Marianne Hundebøll, Odder;231
1. Odder;F;SF - Socialistisk Folkeparti;Helle Jensen Møller, Saksild;50
1. Odder;F;SF - Socialistisk Folkeparti;Frank Kronbo, Odder;28
1. Odder;F;SF - Socialistisk Folkeparti;Mogens Bedsted, Torrild;7
1. Odder;O;Dansk Folkeparti;Listestemmer;56
1. Odder;O;Dansk Folkeparti;Jan Jørgensen;45
1. Odder;O;Dansk Folkeparti;Keld Nyholm;4
1. Odder;T;Verdensmål med Vilje;Listestemmer;15
1. Odder;T;Verdensmål med Vilje;Heidi Gautschi;0
1. Odder;V;Venstre, Danmarks Liberale Parti;Listestemmer;263
1. Odder;V;Venstre, Danmarks Liberale Parti;Uffe Jensen, Odder;1534
1. Odder;V;Venstre, Danmarks Liberale Parti;Finn Thranum, Hou;79
1. Odder;V;Venstre, Danmarks Liberale Parti;Tim Grønbech, Tunø;27
1. Odder;V;Venstre, Danmarks Liberale Parti;Anne Wiese, Hølken;27
1. Odder;V;Venstre, Danmarks Liberale Parti;Hans Hammann, Torrild;50
1. Odder;V;Venstre, Danmarks Liberale Parti;Lene Midtgaard, Hundslund;15
1. Odder;V;Venstre, Danmarks Liberale Parti;Jan Gade, Bjerager;17
1. Odder;V;Venstre, Danmarks Liberale Parti;Ole Lyngby Pedersen, Fillerup;101
1. Odder;V;Venstre, Danmarks Liberale Parti;Lene Aagaard, Ørting;52
1. Odder;V;Venstre, Danmarks Liberale Parti;Allan Werk, Sondrup;48
1. Odder;V;Venstre, Danmarks Liberale Parti;Parvaneh Abdoulmaleki, Odder;15
1. Odder;V;Venstre, Danmarks Liberale Parti;Daniel Dalhoff, Odder;39
1. Odder;V;Venstre, Danmarks Liberale Parti;Louise Kreutzfeldt, Odder;64
1. Odder;V;Venstre, Danmarks Liberale Parti;Jørgen Johannsen, Odder;7
1. Odder;V;Venstre, Danmarks Liberale Parti;Suzette Pedersen, Odder;46
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;206
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Ditte-Marie Thejsen, Odder;387
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Leif Gjørtz Christensen, Norsminde;50
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Mariann Winther, Odder;110
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Lys Klitgård Boman, Ørting;72
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Henrik Opstrup, Hou;2
1. Odder;Ø;Enhedslisten - De Rød-Grønne;Iris Mejnecke, Assedrup;3
2. Torrild;A;Socialdemokratiet;Listestemmer;11
2. Torrild;A;Socialdemokratiet;Lone Jakobi;22
2. Torrild;A;Socialdemokratiet;Linda Ann Wienand;0
2. Torrild;A;Socialdemokratiet;Lars Bluhme;4
2. Torrild;A;Socialdemokratiet;Claes Jensen;0
2. Torrild;A;Socialdemokratiet;Jacob Petersen;3
2. Torrild;A;Socialdemokratiet;Eva Lagerberg;0
2. Torrild;A;Socialdemokratiet;Jan Kjærsgaard;0
2. Torrild;A;Socialdemokratiet;Rie Ramsdal;1
2. Torrild;A;Socialdemokratiet;Torben Madsen;6
2. Torrild;A;Socialdemokratiet;Palle Holsting;0
2. Torrild;A;Socialdemokratiet;Peter Skov Sørensen;0
2. Torrild;A;Socialdemokratiet;Nicolai Ramsdal;3
2. Torrild;B;Radikale Venstre;Listestemmer;4
2. Torrild;B;Radikale Venstre;Kresten Bjerre, Odder;4
2. Torrild;B;Radikale Venstre;Katja Ivesøe, Gylling;7
2. Torrild;B;Radikale Venstre;Tine Mynster, Alrø;2
2. Torrild;B;Radikale Venstre;Henrik Skovgaard, Odder;0
2. Torrild;B;Radikale Venstre;Michael Jessen, Odder;0
2. Torrild;B;Radikale Venstre;Anna Birte Sparvath, Hou;0
2. Torrild;B;Radikale Venstre;Jeppe Frederiksen, Odder;2
2. Torrild;B;Radikale Venstre;Ingmar Grootveld, Randlev;0
2. Torrild;C;Det Konservative Folkeparti;Listestemmer;7
2. Torrild;C;Det Konservative Folkeparti;Martin Mikkelsen;12
2. Torrild;C;Det Konservative Folkeparti;Klaus Rafael Jensen;5
2. Torrild;C;Det Konservative Folkeparti;Henriette Toftegaard;19
2. Torrild;C;Det Konservative Folkeparti;René Krongaard;1
2. Torrild;C;Det Konservative Folkeparti;Nikolaj Enggård Fogh;0
2. Torrild;C;Det Konservative Folkeparti;Regnar Arboe;0
2. Torrild;C;Det Konservative Folkeparti;Morten Ottosen;0
2. Torrild;C;Det Konservative Folkeparti;Kim Gottschalck Jensen;0
2. Torrild;D;Nye Borgerlige;Listestemmer;8
2. Torrild;D;Nye Borgerlige;Brian Vestergaard;0
2. Torrild;D;Nye Borgerlige;Keld Lynge;0
2. Torrild;D;Nye Borgerlige;Claus Steffensen;0
2. Torrild;F;SF - Socialistisk Folkeparti;Listestemmer;1
2. Torrild;F;SF - Socialistisk Folkeparti;Marianne Hundebøll, Odder;5
2. Torrild;F;SF - Socialistisk Folkeparti;Helle Jensen Møller, Saksild;1
2. Torrild;F;SF - Socialistisk Folkeparti;Frank Kronbo, Odder;1
2. Torrild;F;SF - Socialistisk Folkeparti;Mogens Bedsted, Torrild;9
2. Torrild;O;Dansk Folkeparti;Listestemmer;2
2. Torrild;O;Dansk Folkeparti;Jan Jørgensen;2
2. Torrild;O;Dansk Folkeparti;Keld Nyholm;0
2. Torrild;T;Verdensmål med Vilje;Listestemmer;0
2. Torrild;T;Verdensmål med Vilje;Heidi Gautschi;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Listestemmer;3
2. Torrild;V;Venstre, Danmarks Liberale Parti;Uffe Jensen, Odder;15
2. Torrild;V;Venstre, Danmarks Liberale Parti;Finn Thranum, Hou;3
2. Torrild;V;Venstre, Danmarks Liberale Parti;Tim Grønbech, Tunø;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Anne Wiese, Hølken;2
2. Torrild;V;Venstre, Danmarks Liberale Parti;Hans Hammann, Torrild;98
2. Torrild;V;Venstre, Danmarks Liberale Parti;Lene Midtgaard, Hundslund;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Jan Gade, Bjerager;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Ole Lyngby Pedersen, Fillerup;10
2. Torrild;V;Venstre, Danmarks Liberale Parti;Lene Aagaard, Ørting;1
2. Torrild;V;Venstre, Danmarks Liberale Parti;Allan Werk, Sondrup;1
2. Torrild;V;Venstre, Danmarks Liberale Parti;Parvaneh Abdoulmaleki, Odder;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Daniel Dalhoff, Odder;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Louise Kreutzfeldt, Odder;2
2. Torrild;V;Venstre, Danmarks Liberale Parti;Jørgen Johannsen, Odder;0
2. Torrild;V;Venstre, Danmarks Liberale Parti;Suzette Pedersen, Odder;2
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;6
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Ditte-Marie Thejsen, Odder;9
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Leif Gjørtz Christensen, Norsminde;1
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Mariann Winther, Odder;5
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Lys Klitgård Boman, Ørting;0
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Henrik Opstrup, Hou;0
2. Torrild;Ø;Enhedslisten - De Rød-Grønne;Iris Mejnecke, Assedrup;0
3. Saksild - Nølev;A;Socialdemokratiet;Listestemmer;42
3. Saksild - Nølev;A;Socialdemokratiet;Lone Jakobi;96
3. Saksild - Nølev;A;Socialdemokratiet;Linda Ann Wienand;3
3. Saksild - Nølev;A;Socialdemokratiet;Lars Bluhme;45
3. Saksild - Nølev;A;Socialdemokratiet;Claes Jensen;5
3. Saksild - Nølev;A;Socialdemokratiet;Jacob Petersen;15
3. Saksild - Nølev;A;Socialdemokratiet;Eva Lagerberg;9
3. Saksild - Nølev;A;Socialdemokratiet;Jan Kjærsgaard;1
3. Saksild - Nølev;A;Socialdemokratiet;Rie Ramsdal;3
3. Saksild - Nølev;A;Socialdemokratiet;Torben Madsen;6
3. Saksild - Nølev;A;Socialdemokratiet;Palle Holsting;5
3. Saksild - Nølev;A;Socialdemokratiet;Peter Skov Sørensen;0
3. Saksild - Nølev;A;Socialdemokratiet;Nicolai Ramsdal;4
3. Saksild - Nølev;B;Radikale Venstre;Listestemmer;16
3. Saksild - Nølev;B;Radikale Venstre;Kresten Bjerre, Odder;78
3. Saksild - Nølev;B;Radikale Venstre;Katja Ivesøe, Gylling;13
3. Saksild - Nølev;B;Radikale Venstre;Tine Mynster, Alrø;19
3. Saksild - Nølev;B;Radikale Venstre;Henrik Skovgaard, Odder;3
3. Saksild - Nølev;B;Radikale Venstre;Michael Jessen, Odder;0
3. Saksild - Nølev;B;Radikale Venstre;Anna Birte Sparvath, Hou;8
3. Saksild - Nølev;B;Radikale Venstre;Jeppe Frederiksen, Odder;1
3. Saksild - Nølev;B;Radikale Venstre;Ingmar Grootveld, Randlev;1
3. Saksild - Nølev;C;Det Konservative Folkeparti;Listestemmer;25
3. Saksild - Nølev;C;Det Konservative Folkeparti;Martin Mikkelsen;60
3. Saksild - Nølev;C;Det Konservative Folkeparti;Klaus Rafael Jensen;22
3. Saksild - Nølev;C;Det Konservative Folkeparti;Henriette Toftegaard;7
3. Saksild - Nølev;C;Det Konservative Folkeparti;René Krongaard;3
3. Saksild - Nølev;C;Det Konservative Folkeparti;Nikolaj Enggård Fogh;9
3. Saksild - Nølev;C;Det Konservative Folkeparti;Regnar Arboe;5
3. Saksild - Nølev;C;Det Konservative Folkeparti;Morten Ottosen;3
3. Saksild - Nølev;C;Det Konservative Folkeparti;Kim Gottschalck Jensen;5
3. Saksild - Nølev;D;Nye Borgerlige;Listestemmer;13
3. Saksild - Nølev;D;Nye Borgerlige;Brian Vestergaard;15
3. Saksild - Nølev;D;Nye Borgerlige;Keld Lynge;0
3. Saksild - Nølev;D;Nye Borgerlige;Claus Steffensen;6
3. Saksild - Nølev;F;SF - Socialistisk Folkeparti;Listestemmer;23
3. Saksild - Nølev;F;SF - Socialistisk Folkeparti;Marianne Hundebøll, Odder;47
3. Saksild - Nølev;F;SF - Socialistisk Folkeparti;Helle Jensen Møller, Saksild;32
