Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
1. Tarm;A;Socialdemokratiet;Listestemmer;79
1. Tarm;A;Socialdemokratiet;Søren Elbæk;81
1. Tarm;A;Socialdemokratiet;Irene Lund Pedersen;21
1. Tarm;A;Socialdemokratiet;Poul Gregersen;39
1. Tarm;A;Socialdemokratiet;Per Kamp Stefansen;6
1. Tarm;A;Socialdemokratiet;Jens Jensen;71
1. Tarm;A;Socialdemokratiet;Kasper Stangerum Thychosen;0
1. Tarm;A;Socialdemokratiet;Helge Albertsen;10
1. Tarm;A;Socialdemokratiet;Linda Agerbo Nielsen;7
1. Tarm;A;Socialdemokratiet;John Georg Christensen;5
1. Tarm;A;Socialdemokratiet;Martin Meyhoff Bendtsen;3
1. Tarm;A;Socialdemokratiet;Egon Kresten-Peter Henriksen;8
1. Tarm;A;Socialdemokratiet;Jimmi Elley Graversen;5
1. Tarm;B;Radikale Venstre;Listestemmer;8
1. Tarm;B;Radikale Venstre;John Bach Thygesen;1
1. Tarm;B;Radikale Venstre;Anders Erik Thrige Magnusen;8
1. Tarm;B;Radikale Venstre;Bodil Hindsholm Hansen;0
1. Tarm;B;Radikale Venstre;Inger Margrete Thamdrup;0
1. Tarm;B;Radikale Venstre;Søren Peter Leif Israelsen;0
1. Tarm;C;Det Konservative Folkeparti;Listestemmer;51
1. Tarm;C;Det Konservative Folkeparti;Lennart Hildebrand Qvist;43
1. Tarm;C;Det Konservative Folkeparti;Hans Jakob Appel;4
1. Tarm;C;Det Konservative Folkeparti;Irvin Emmervadt Christensen;4
1. Tarm;C;Det Konservative Folkeparti;Arne Høj;1
1. Tarm;C;Det Konservative Folkeparti;Susanne Wivi Høj Henriksen;2
1. Tarm;C;Det Konservative Folkeparti;Bjarne Højlund;0
1. Tarm;C;Det Konservative Folkeparti;Helene Højmark Christensen;6
1. Tarm;C;Det Konservative Folkeparti;Niels Peter Jensen;5
1. Tarm;C;Det Konservative Folkeparti;Esther Haubjerg Jørgensen;3
1. Tarm;C;Det Konservative Folkeparti;Karsten Gamborg Lassen;4
1. Tarm;C;Det Konservative Folkeparti;Lars Elkjær Nielsen;57
1. Tarm;D;Nye Borgerlige;Listestemmer;40
1. Tarm;D;Nye Borgerlige;Dan Kjærbye Jørgensen;12
1. Tarm;D;Nye Borgerlige;Lisa Odgaard Thomsen;8
1. Tarm;D;Nye Borgerlige;John Allan Asferg Svendsen;1
1. Tarm;D;Nye Borgerlige;Morten Due Kronborg Hansen;13
1. Tarm;D;Nye Borgerlige;Jan Kristian Pedersen;6
1. Tarm;D;Nye Borgerlige;Markus Salejärvi Højland;1
1. Tarm;F;SF - Socialistisk Folkeparti;Listestemmer;20
1. Tarm;F;SF - Socialistisk Folkeparti;Niels Skovbjerg Rasmussen;265
1. Tarm;F;SF - Socialistisk Folkeparti;Pia Tang Vestergaard Mortensen;29
1. Tarm;F;SF - Socialistisk Folkeparti;Jørgen Rabjerg;1
1. Tarm;F;SF - Socialistisk Folkeparti;Niels Kristian L Rahbek Larsen;38
1. Tarm;F;SF - Socialistisk Folkeparti;Gitte Tang Vestergaard;7
1. Tarm;F;SF - Socialistisk Folkeparti;Anders Peter Hjorth-Hansen;0
1. Tarm;F;SF - Socialistisk Folkeparti;Line Hounsgaard;8
1. Tarm;F;SF - Socialistisk Folkeparti;Mikael Pedersen;1
1. Tarm;I;Liberal Alliance;Listestemmer;12
1. Tarm;I;Liberal Alliance;Søren Møller Christensen;8
1. Tarm;I;Liberal Alliance;Jacob Grønning Nielsen;7
1. Tarm;J;Fjordlisten;Listestemmer;14
1. Tarm;J;Fjordlisten;Jan Allan Holm Rasmussen;4
1. Tarm;J;Fjordlisten;Cristina Cvitanich;4
1. Tarm;J;Fjordlisten;Hanne Laier Thomsen;69
1. Tarm;J;Fjordlisten;Niels Najbjerg;50
1. Tarm;K;Kristendemokraterne;Listestemmer;36
1. Tarm;K;Kristendemokraterne;Kristian Andersen;597
1. Tarm;K;Kristendemokraterne;Henrik Andersen;15
1. Tarm;K;Kristendemokraterne;Jens Erik Thomey Damgaard;6
1. Tarm;K;Kristendemokraterne;Carsten Bjerg;7
1. Tarm;K;Kristendemokraterne;Jesper Lærke Guldbæk;112
1. Tarm;K;Kristendemokraterne;Hans Bech Pedersen;2
1. Tarm;K;Kristendemokraterne;Solveig Birkmose;3
1. Tarm;K;Kristendemokraterne;Iryna Moskaliuk;6
1. Tarm;K;Kristendemokraterne;Merete Rossing Mogensen;3
1. Tarm;K;Kristendemokraterne;Mathias Mogensen Brosbøl;5
1. Tarm;K;Kristendemokraterne;Kim Kæseler Mouridsen;0
1. Tarm;K;Kristendemokraterne;Edvard Møller Rasmussen;1
1. Tarm;K;Kristendemokraterne;Jacob Daniel Leinum;2
1. Tarm;O;Dansk Folkeparti;Listestemmer;34
1. Tarm;O;Dansk Folkeparti;Jørgen Byskov Pedersen;32
1. Tarm;O;Dansk Folkeparti;Kristian Bøgsted;8
1. Tarm;O;Dansk Folkeparti;Sigvald Svend-Ejgil Henriksen;14
1. Tarm;O;Dansk Folkeparti;Svend Jørgen Smedegaard;0
1. Tarm;O;Dansk Folkeparti;Anette Rønhøj Nielsen;0
1. Tarm;V;Venstre, Danmarks Liberale Parti;Listestemmer;79
1. Tarm;V;Venstre, Danmarks Liberale Parti;Hans Østergaard Kristensen;133
1. Tarm;V;Venstre, Danmarks Liberale Parti;Jakob Agerbo;32
1. Tarm;V;Venstre, Danmarks Liberale Parti;Hans Christian von Q Blichfeldt;1
1. Tarm;V;Venstre, Danmarks Liberale Parti;Bent Hauge Brodersen;7
1. Tarm;V;Venstre, Danmarks Liberale Parti;Michael Burgdorf;1
1. Tarm;V;Venstre, Danmarks Liberale Parti;Claus Byskov;5
1. Tarm;V;Venstre, Danmarks Liberale Parti;Rita Smedsgaard Byskov;7
1. Tarm;V;Venstre, Danmarks Liberale Parti;Pia Olivia Christensen;4
1. Tarm;V;Venstre, Danmarks Liberale Parti;Marie Kamp From;5
1. Tarm;V;Venstre, Danmarks Liberale Parti;Henrik Hammelsvang;5
1. Tarm;V;Venstre, Danmarks Liberale Parti;Lise Juhl Hansen;26
1. Tarm;V;Venstre, Danmarks Liberale Parti;Mogens Falkesgaard Hansen;159
1. Tarm;V;Venstre, Danmarks Liberale Parti;Jens Salejärvi Højland;3
1. Tarm;V;Venstre, Danmarks Liberale Parti;Hans Martin Bjerg Jensen;3
1. Tarm;V;Venstre, Danmarks Liberale Parti;Marianne Kipker;2
1. Tarm;V;Venstre, Danmarks Liberale Parti;Bente Kirkegaard Nielsen;10
1. Tarm;V;Venstre, Danmarks Liberale Parti;Gitte Lykke Kjeldsen;0
1. Tarm;V;Venstre, Danmarks Liberale Parti;Ole Nyholm Knudsen;21
1. Tarm;V;Venstre, Danmarks Liberale Parti;Per Nørgaard;0
1. Tarm;V;Venstre, Danmarks Liberale Parti;Gunnar Schmidt;49
1. Tarm;V;Venstre, Danmarks Liberale Parti;Thomas Rahbek Sloth;0
1. Tarm;V;Venstre, Danmarks Liberale Parti;Erik Viborg;5
1. Tarm;V;Venstre, Danmarks Liberale Parti;Jens Jacob Østergaard Kristensen;7
1. Tarm;Ø;Enhedslisten - De Rød-Grønne;Listestemmer;9
1. Tarm;Ø;Enhedslisten - De Rød-Grønne;Johnny Zaar;3
1. Tarm;Ø;Enhedslisten - De Rød-Grønne;Christian Ivan Jacobsen;3
1. Tarm;Ø;Enhedslisten - De Rød-Grønne;Elisabeth Kristiana Kristensen;2
1. Tarm;Ø;Enhedslisten - De Rød-Grønne;Ole Niels Jensen;3
1. Tarm;Ø;Enhedslisten - De Rød-Grønne;Erik Kruse;0
2. Holmsland;A;Socialdemokratiet;Listestemmer;19
2. Holmsland;A;Socialdemokratiet;Søren Elbæk;25
2. Holmsland;A;Socialdemokratiet;Irene Lund Pedersen;5
2. Holmsland;A;Socialdemokratiet;Poul Gregersen;3
2. Holmsland;A;Socialdemokratiet;Per Kamp Stefansen;0
2. Holmsland;A;Socialdemokratiet;Jens Jensen;0
2. Holmsland;A;Socialdemokratiet;Kasper Stangerum Thychosen;1
2. Holmsland;A;Socialdemokratiet;Helge Albertsen;7
2. Holmsland;A;Socialdemokratiet;Linda Agerbo Nielsen;9
2. Holmsland;A;Socialdemokratiet;John Georg Christensen;6
2. Holmsland;A;Socialdemokratiet;Martin Meyhoff Bendtsen;4
